address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-14,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,47,47,,,,See constraints column for further information.,,,,,,local-authority-eng:EXE,,owned by a public authority,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAA Site 3,"Exwick Middle School, Higher Exwick Hill, Exeter",,,,2016-07-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-14,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,10,10,,,,"See constraints column for further information.  Part of the site is required for community use, giving a net site area is approx 0.5 ha.",,,,,,local-authority-eng:EXE,,owned by a public authority,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAA Site 5,"Foxhayes School, Gloucester Road, Exeter",,,,2016-07-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-14,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,See planning history and constraints columns for further information,,,,,,local-authority-eng:EXE,,not owned by a public authority,,,,,,,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=59870,permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAA Site 14,"8 and 10 Church Road, Alphington, Exeter",,,,2016-07-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-14,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,34,34,,,,See planning history and constraints columns for further information,,,,,,local-authority-eng:EXE,,owned by a public authority,,,,,,,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=67136,permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAA Site 101,"Middlemoor HQ Site A, Greenwood Drive, Exeter",,,,2016-07-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-14,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,,,,49,49,,,,See planning history and constraints columns for further information,,,,,,local-authority-eng:EXE,,owned by a public authority,,,,,,,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=67136,permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAA Site 102,"Middlemoor HQ Site B, Alderson Drive, Exeter",,,,2016-07-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-14,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,10,10,,,,See planning history and constraints columns for further information.  Consent relates to purpose built student accommodation.,,,,,,local-authority-eng:EXE,,not owned by a public authority,,,,,,,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=69380,permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAA Site 111,"Eagle Yard, Tudor Street",,,,2016-07-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-14,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,5,5,,,,See planning history and constraints columns for further information,,,,,,local-authority-eng:EXE,,not owned by a public authority,,,,,,,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=70955;http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=72173,permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAA Site 118,"Brewers Court, Frickers Yard, Willeys Avenue, Exeter",,,,2016-07-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-14,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,4,4,,,,See planning history and constraints columns for further information,,,,,,local-authority-eng:EXE,,not owned by a public authority,,,,,,,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=70666,permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAA Site 124,"23 Cathedral Yard and 55-56 High Street, Exeter",,,,2016-07-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-14,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,See constraints column for further information. Part of site is not in public ownership.,,,,,,local-authority-eng:EXE,,owned by a public authority,,,,,,,,,"https://exeter.gov.uk/media/1671/shlaa-appendix-4-sites-without-pp-part-3-revised-2015.pdf,pages367-370",Not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAA Site 131,"91-97 Wonford Street, Exeter",,,,2016-07-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-14,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,7,7,,,,See planning history and constraints columns for further information,,,,,,local-authority-eng:EXE,,not owned by a public authority,,,,,,,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=62308,permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAA Site 336,"102-104 Fore Street, Exeter",,,,2016-07-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
