address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2020,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,,,18,18,,,,,,,,,,local-authority-eng:NTY,,mixed ownership,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,1,"Hadrian Road (land south of Metro line), Wallsend",http://my.northtyneside.gov.uk/category/1134/housing-and-employment,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2020,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,32,19,,,,,,,,,,local-authority-eng:NTY,,mixed ownership,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,2,"Cedar Grove Block, High Street East, Wallsend",http://my.northtyneside.gov.uk/category/1134/housing-and-employment,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2020,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,39,39,,,,,,,,,,local-authority-eng:NTY,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,38,"Langdale Centre, Langdale Gardens, Howdon",http://my.northtyneside.gov.uk/category/1134/housing-and-employment,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/12/2019,,,15/04/2020,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,local-authority-eng:NTY,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,48,"Land at Martin Road, Howdon",http://my.northtyneside.gov.uk/category/1134/housing-and-employment,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2020,,,,,,,,,,,,,,3.54,,,,,,,,,,,,,,,,,,83,83,,,,,,,,,,local-authority-eng:NTY,,not owned by a public authority,,,,,,,,2017-05-10,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=K9T2DZBH09700,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,58,"Howdon Green, Willington Quay",http://my.northtyneside.gov.uk/category/1134/housing-and-employment,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2020,,,,,,,,,,,,,,28.95,,,,,,,,,,,,,,,,,,399,399,,,,,,,,,,local-authority-eng:NTY,,mixed ownership,,,,,,,,2019-07-17,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?keyVal=PJVZ2YBHH3B00&activeTab=summary,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,63,"West Chirton South, Norham Road, North Shields",http://my.northtyneside.gov.uk/category/1134/housing-and-employment,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2020,,,,,,,,,,,,,,4.73,,,,,,,,,,,,,,,,,,65,65,,,,,,,,,,local-authority-eng:NTY,,mixed ownership,,,,,,,,,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=PB181QBHIUW00,pending decision,,,,,,,,,,,,,,,,,,,,,,,66,Backworth Business Park,http://my.northtyneside.gov.uk/category/1134/housing-and-employment,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2020,,,,,,,,,,,,,,2.72,,,,,,,,,,,,,,,,,,61,61,,,,,,,,,,local-authority-eng:NTY,,mixed ownership,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,67,"Foxhunters Industrial Estate, Hillheads Road, Whitley Bay",http://my.northtyneside.gov.uk/category/1134/housing-and-employment,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2020,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:NTY,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,79,"201-225 High Street East, Wallsend",http://my.northtyneside.gov.uk/category/1134/housing-and-employment,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2020,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:NTY,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,81,"Forest Hall Delivery Office, Station Road, Forest Hall",http://my.northtyneside.gov.uk/category/1134/housing-and-employment,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
