address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,10/11/2017,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,42,42,,,,Consent on appeal,,,,,,,,not owned by a public authority,,,,,,,,2016-09-28,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,1,The Angle,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/1-The%20Angle_0.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/11/2017,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,700,650,,,,Site for new hospital being explored in Garden Town area,,,,,,,,owned by a public authority,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,9,Princess Alexandra Hospital (Including Parndon Hall),http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/9%20-%20Princess%20Alexandra%20Hospital%20%28Including%20Parndon%20Hall%29.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/11/2017,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,30,30,,,,ECC to finalise future of this site,,,,,,,,owned by a public authority,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,14,Purford Green School,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/14%20-%20Purford%20Green%20School.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/11/2017,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,owned by a public authority,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,23,Former Scout Hut Elderfield,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/23%20-%20Former%20Scout%20Hut%20Elderfield.pdf,,,13/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/11/2017,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,owned by a public authority,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,27,Manor Hatch,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/27%20-%20Manor%20Hatch.pdf,,,13/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/11/2017,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,owned by a public authority,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,36,Garage blocks adjacent to Nicholls Tower,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/36%20-%20Garage%20blocks%20adjacent%20to%20Nicholls%20Tower.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/11/2017,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,,,owned by a public authority,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,38,Elm Hatch,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/38%20-%20Elm%20Hatch.pdf,,,20/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/11/2017,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,,,owned by a public authority,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,39,Stewards Farm,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/39%20-%20Stewards%20Farm.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,10/11/2017,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,9,9,,,,Development under way,,,,,,,,owned by a public authority,,,,,,,,2012-08-02,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,44,Kingsmoor House and gardens,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/44%20-%20Kingsmoor%20House%20and%20gardens.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,10/11/2017,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,20,20,,,,Mixed development required,,,,,,,,owned by a public authority,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,45,Pollard Hatch plus garages and adjacent land,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/45%20-%20Pollard%20Hatch%20plus%20garages%20and%20adjacent%20land.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
