address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,60,60,,,,,,,,,,local-authority-eng:BRY,,,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR1,"Gas Holder Site, Homesdale Road, Bromley, BR1 2UE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,30,30,,,,,,,,,,local-authority-eng:BRY,,,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR2,"Land adjacent to Bickley Station,BR1 2EB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,24,24,,,,,,,,,,local-authority-eng:BRY,,owned by a public authority,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR3,Opportunity Site B Corner of Tweedy Road/London Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,53,53,,,,,,,,,,local-authority-eng:BRY,,owned by a public authority,,,,,,,,2016-08-11,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR4,"Opportunity Site C, Old Town Hall, 30 Tweedy Road,  BR1 3FE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,local-authority-eng:BRY,,,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR5,"Opportunity Site P, Sainsbury's  West Street, Bromley BR1 1TP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,5.75,,,,,,,,,,,,,,,,,,70,70,,,,,,,,,,local-authority-eng:BRY,,owned by a public authority,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR6,"Bromley Civic Centre, Stockwell Close, BR1 3UH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,4.54,,,,,,,,,,,,,,,,,,1230,1230,,,,,,,,,,local-authority-eng:BRY,,mixed ownership,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR7,"West of Bromley High Street and Land at Bromley South, BR1/BR2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,525,525,,,,,,,,,,local-authority-eng:BRY,,mixed ownership,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR8,"Land adjacent to Bromley North Station, Tweedy Road, Bromley, BR1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,150,150,,,,,,,,,,local-authority-eng:BRY,,mixed ownership,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR9,"The Hill Car Park & Adjacent Lands,BR2 0DA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,25,25,,,,,,,,,,local-authority-eng:BRY,,owned by a public authority,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR10,"Banbury House, Bushell Way, Chislehurst, BR7 6SF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
