address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-31,,,,,,,,,,,,,,81.22,,,,,,,,,,,,,,,,,,207,207,,,,,,,,,,local-authority-eng:SGC,,not owned by a public authority,,,,,,,,2008-03-15,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZTQSOKXT810,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,1,Charlton Hayes Northfield Filton Airfield Patchway,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ZZZTQSOKXT810,,,2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-31,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,,56,56,,,,Permission Lapsed,,,,,,local-authority-eng:SGC,,not owned by a public authority,,,,,,,,2014-05-22,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MW3V4UOK7T000,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,4,Charlton Hayes Northfield Patchway BS34 5AG,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MW3V4UOK7T000,,,2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-31,,,,,,,,,,,,,,2.33,,,,,,,,,,,,,,,,,,127,127,,,,50 completions since last update,,,,,,local-authority-eng:SGC,,not owned by a public authority,,,,,,,,2016-05-27,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O2QE7FOKHFS00,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,7,Charlton Hayes Northfield Patchway,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O2QE7FOKHFS00,,,2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-31,,,,,,,,,,,,,,4.81,,,,,,,,,,,,,,,,,,316,316,,,,18 completions since last update,,,,,,local-authority-eng:SGC,,not owned by a public authority,,,,,,,,2014-12-18,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L1W5GQOK7T000,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,13,Former Douglas Motorcycle Works Douglas Road Kingswood BS15 8NL,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L1W5GQOK7T000,,,2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-31,,,,,,,,,,,,,,1.30,,,,,,,,,,,,,,,,,,75,75,,,,,,,,,,local-authority-eng:SGC,,not owned by a public authority,,,,,,,,2008-12-17,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZTQQOKXT248,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,14,Bristol Water Depot Soundwell Road Kingswood BS16 4QQ,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ZZZTQQOKXT248,,,2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-31,,,,,,,,,,,,,,29.15,,,,,,,,,,,,,,,,,,234,234,,,,,,,,,,local-authority-eng:SGC,,not owned by a public authority,,,,,,,,2014-12-05,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MFZRODOK02R00,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,20,Frenchay Hospital Frenchay Park Road Frenchay BS16 1LE,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MFZRODOK02R00,,,2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-31,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,13,13,,,,Outline Application  PT13/0404/O,,,,,,local-authority-eng:SGC,,not owned by a public authority,,,,,,,,2017-07-03,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MHUH58OK7T000,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,23,Cedar Lodge Charlton Common Brentry BS10 6LB,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OI9T3AOKJEG00,,,2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-31,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,local-authority-eng:SGC,,not owned by a public authority,,,,,,,,2012-11-21,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MD4KKMOK7T000,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,24,Eastwood Park Training and Conference Centre Falfield GL12 8DA,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MD4KKMOK7T000,,,2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-31,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,30,30,,,,Permission Lapsed,,,,,,local-authority-eng:SGC,,not owned by a public authority,,,,,,,,2014-08-29,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MJK626OK7T000,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,25,3 Alexandra Way Thornbury BS35 1LA,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MJK626OK7T000,,,2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-31,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,local-authority-eng:SGC,,not owned by a public authority,,,,,,,,2015-12-04,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MNPA4GOK7T000,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,30,Concrete Batching Plant Quarry Road Chipping Sodbury BS37 6AY,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NPQHUUOKHVW00,,,2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-31,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,local-authority-eng:SGC,,not owned by a public authority,,,,,,,,2015-03-10,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NGZG7OOK7T000,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,33,10 Algars Drive Iron Acton BS37 9UT,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NGZG7OOK7T000,,,2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,
