address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,5.70,,,,,,,,,,,,,,,,,,500,500,,,,,,,,,,local-authority-eng:DAC,,owned by a public authority,,,,,,,,2017-03-17,http://www.dacorum.gov.uk/brownfield-land-register,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR/001,West Herts College site and Civic Zone Marlowes,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,11.71,,,,,,,,,,,,,,,,,,400,400,,,,Previous permission expired,,,,,,local-authority-eng:DAC,,owned by a public authority,,,,,,,,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/002,Hemel Hempstead Hospital site Hillfield Road,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,75,75,,,,,,,,,,local-authority-eng:DAC,,mixed ownership,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/003,Paradise/Wood Lane Hemel Hempstead,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,,,,140,140,,,,,,,,,,local-authority-eng:DAC,,mixed ownership,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/004,Hemel Hempstead Station Gateway Station Road,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,30,30,,,,,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/005,Gossoms End / Billet Lane Berkhamsted,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,23,23,,,,,,,,,,local-authority-eng:DAC,,owned by a public authority,,,,,,,,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/006,Berkhamsted Civic Centre and land to rear of High Street Berkhamsted,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:DAC,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/007,Market Square Hemel Hempstead,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/008,Land rear of 186-202 Belswains Lane,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,,,,350,350,,,,Awaiting decision,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/009,National Grid land 339-353 London Road Hemel Hempstead,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,30,30,,,,,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,2016-04-12,http://www.dacorum.gov.uk/brownfield-land-register,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR/010,Ebberns Road Hemel Hempstead,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,36,36,,,,,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,2016-08-25,http://www.dacorum.gov.uk/brownfield-land-register,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR/011,Former Hewden Hire site Two Waters Road Hemel Hempstead,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,,,25,25,,,,,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/012,Leverstock Green Tennis Club Grasmere Close Hemel Hempstead,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/013,233 London Road Hemel Hempstead,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,31,31,,,,,,,,,,local-authority-eng:DAC,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/014,Apsley Paper Trail land London Road,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,25,25,,,,,,,,,,local-authority-eng:DAC,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,DBC/015,The Point (former petrol filling station) Two Waters Road Hemel Hempstead,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,,,66,66,,,,,,,,,,local-authority-eng:DAC,,owned by a public authority,,,,,,,,2015-02-27,http://www.dacorum.gov.uk/brownfield-land-register,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR/016,Former Martindale School Boxted Road Hemel Hempstead,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,2.93,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/017,Frogmore Road Hemel Hempstead,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,local-authority-eng:DAC,,owned by a public authority,,,,,,,,2015-06-29,http://www.dacorum.gov.uk/brownfield-land-register,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR/018,Corner of High Street / Swing Gate Lane Berkhamsted,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,25,25,,,,,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/019,Western Road Tring,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,2016-05-18,http://www.dacorum.gov.uk/brownfield-land-register,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR/020,Depot land Langdon Street Tring,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,10,10,,,,Retrospective application for retention of mobile home granted approval,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,2015-11-02,http://www.dacorum.gov.uk/brownfield-land-register,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR/021,Watling Street (rear of Hicks Road/High Street) Markyate,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/022,Garden Scene Nursery Chapel Croft Chipperfield,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,3.98,,,,,,,,,,,,,,,,,,45,45,,,,,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,2017-07-17,http://www.dacorum.gov.uk/brownfield-land-register,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,BLR/023,Bourne End Mills Bourne End Lane,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,2016-06-13,http://www.dacorum.gov.uk/brownfield-land-register,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR/024,St Mary's Convent Green End Road Boxmoor,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,6.67,,,,,,,,,,,,,,,,,,38,38,,,,,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,2015-10-19,http://www.dacorum.gov.uk/brownfield-land-register,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR/025,Former Sappi Nash Mills,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
