address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/08/2019,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,19,19,,,,Deliverable within 4 years. 18/07/17. 24/08/18. 21/08/19.,,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0001,"""Wickford Car Park, rear of High Street and Ladygate Centre""",https://www.basildon.gov.uk/media/8535/BLR/pdf/BLR.pdf,,,18/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,06/08/2019,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,37,28,,,,Deliverable within 4 years. 19/07/17. 24/08/18. 06/08/19.,,,,,,local-authority-eng:BAI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0002,"""Car park 14, Laindon Link, South West of Roundacre, SS15 5UN""",https://www.basildon.gov.uk/media/8536/BLR/pdf/BLR.pdf,,,19/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,06/08/2019,,,,,,,,,,,,,,3.52,,,,,,,,,,,,,,,,,,67,67,,,,Permission already granted for a mixed scheme including housing which this site forms only a part of. Site area from HELAA reduced to Brownfield land only. Work commenced. 67 properties left to be built. Deliverable within 3 years. Only to be removed once completed. 19/07/17. 24/08/18. 06/08/19.,,,,,,local-authority-eng:BAI,,not owned by a public authority,,,,,,,,2015-08-27,https://planning.basildon.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,BAS0003,"""Land north of Dry Street (Area of Special Reserve ? Saved Policy BAS S3)""",https://www.basildon.gov.uk/media/8537/BLR/pdf/BLR.pdf,,,19/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,06/08/2019,,,,,,,,,,,,,,3.49,,,,,,,,,,,,,,,,,,150,150,,,,Permission for housing granted for which this site forms only a part of. Site area from HELAA reduced to Brownfield land only. Works have not commenced. Only to be removed once expired or completed. Permission expires 13/07/20. Deliverable within 5 years. 19/07/17. 24/08/18. 06/08/19.,,,,,,local-authority-eng:BAI,,not owned by a public authority,,,,,,,,2017-07-13,https://planning.basildon.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,BAS0004,"""Thurrock and Basildon College Nethermayne Campus""",https://www.basildon.gov.uk/media/8538/BLR/pdf/BLR.pdf,,,19/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/08/2019,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,20,13,,,,Site area from HELAA reduced to Brownfield land only. Deliverable within 4 years. 19/07/17. 24/08/18. 21/08/19.,,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0005,"""Community Hall off Witchards and Open Space rear of 26-45 Gun Hill Place and rear of 41-58 Wickham Place, Kingswood""",https://www.basildon.gov.uk/media/8539/BLR/pdf/BLR.pdf,,,19/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,06/08/2019,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,19,5,,,,Deliverable within 3 years. 19/07/17. 24/08/18. 06/08/19.,,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0006,"""Basildon Integrated Support Service (Lincewood County Infants School Annexe) High Road, Langdon Hills""",https://www.basildon.gov.uk/media/8540/BLR/pdf/BLR.pdf,,,19/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,06/08/2019,,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,,,,,82,52,,,,Site area from HELAA reduced to Brownfield land only. Deliverable within 5 years. 20/07/17. 24/08/18. 06/08/19.,,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0007,"""Former Fryerns School and Social Services Offices, Broadmayne, Craylands, Basildon""",https://www.basildon.gov.uk/media/8541/BLR/pdf/BLR.pdf,,,19/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,06/08/2019,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,84,84,,,,Site area amended to match pp. Permission for housing granted and works commenced. Only to be removed once completed. Deliverable within 3 years. 20/07/17. 24/08/18. 06/08/19.,,,,,,local-authority-eng:BAI,,not owned by a public authority,,,,,,,,2007-05-24,https://planning.basildon.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BAS0008,"""1-31 Runwell Road, Wickford""",https://www.basildon.gov.uk/media/8542/BLR/pdf/BLR.pdf,,,19/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,06/08/2019,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,19,5,,,,Site area from HELAA reduced to Brownfield land only. Deliverable within 3 years. 20/07/17. 24/08/18. 06/08/19.,,,,,,local-authority-eng:BAI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0010,"""Dipple Medical Centre and land east of Medical Centre, rear of 2-22 Gifford Green""",https://www.basildon.gov.uk/media/8544/BLR/pdf/BLR.pdf,,,20/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,06/08/2019,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,23,16,,,,Site area from HELAA reduced to Brownfield land only. Deliverable within 4 years. 21/07/17. 24/08/18. 06/08/19,,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0011,"""The Wickford Education Centre, Alderney Gardens, Wickford""",https://www.basildon.gov.uk/media/8545/BLR/pdf/BLR.pdf,,,21/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
