address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,36,36,,,,,,,,,,local-authority-eng:SHF,,not owned by a public authority,,,,,,,,2013-07-03,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MDQY7YNYFY000,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,S02156,"Site of 1-7 Allen Street, 7, 9, 11, 13 and 15 Smithfield and Snow Lane, Sheffield",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,05/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,22,22,,,,,,,,,,local-authority-eng:SHF,,not owned by a public authority,,,,,,,,2008-06-17,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=JEZMBUNYSF000,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,S00202,"Scarsdale House, 136 Derbyshire Lane, Woodseats",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,05/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,45,45,,,,,,,,,,local-authority-eng:SHF,,not owned by a public authority,,,,,,,,2009-01-20,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=JJZ5U9NYFD000,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,S03489,Site Of 55 Russell Street And Bowling Green StreetSheffieldS3  8RW,https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,05/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:SHF,,not owned by a public authority,,,,,,,,2014-12-23,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N0MSM6NYFY000,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,S02576,First Floor To Third Floors 19 - 21 Haymarket Sheffield S1 2AW,https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,05/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,local-authority-eng:SHF,,not owned by a public authority,,,,,,,,2012-03-02,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LV3U5YNY09I00,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,S01916,Site of 45 Stalker Lees Road,https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,05/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,local-authority-eng:SHF,,not owned by a public authority,,,,,,,,2011-06-10,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LJW6Z3NY0IS00,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,S01801,The Howard,https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,05/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,14,14,,,,,,,,,,local-authority-eng:SHF,,not owned by a public authority,,,,,,,,2017-08-24,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ORZVWINYICX00,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,S01417,"Lynthorpe House, 86 Charlotte Road, Sheffield, S1 4TL",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,05/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,local-authority-eng:SHF,,not owned by a public authority,,,,,,,,2011-12-15,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=LTEUIWNYFY000,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,S01381,"Land Adjacent to 24 Bassledene Road, Sheffield",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,05/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,33,33,,,,,,,,,,local-authority-eng:SHF,,not owned by a public authority,,,,,,,,2006-10-17,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=J34EZJNYN9000,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,S00108,"Site of Vernons the Bakers and Bankside Works, Archer Road, Sheffield S8 0JT",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,05/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,96,96,,,,,,,,,,local-authority-eng:SHF,,not owned by a public authority,,,,,,,,2006-10-18,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=J06O1RNYIE000,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,S00040,"Development at Bernard Works Site, Sylvester Gardens, Sheffield S1 4RP",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,05/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,133,133,,,,,,,,,,local-authority-eng:SHF,,not owned by a public authority,,,,,,,,2012-12-05,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MD0HCNNY0IS00,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,S00730,"Holiday Inn, Manchester Road",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,05/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,33,33,,,,,,,,,,local-authority-eng:SHF,,not owned by a public authority,,,,,,,,2010-03-18,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=JZBIWUNY09I00,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,S00215,Land adjoining 434-652 Grimesthorpe Road,https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,05/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,24,24,,,,,,,,,,local-authority-eng:SHF,,not owned by a public authority,,,,,,,,2015-10-26,https://planningapps.sheffield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NSPNQ0NY0JJ00,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,S02779,Willis House Peel Street Sheffield S10 2PQ,https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,05/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
