address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-01,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,15,15,,,,"CH/16/410 is full planning permission for the conversion of the existing building to form 13 apartments, granted February 2017 and under construction.  CH/17/195 is full planning permission for the erection of 2no. dwellings, granted October 2017.  15 dwellings on site total.  Developer advises site to be completed in 2019/20.  CH/18/214 is planning application for additional 2 units on the first floor of conversion, not yet determined (site capacity may increase to 17 dwellings).  4 completions to date",,,,,,local-authority-eng:CAN,,not owned by a public authority,,,,,,,,2017-10-03,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,C90(b),"""Whitelodge, New Penkridge Road, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,,,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-01,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,26,26,,,,"Buildings have been demolished. CH/15/0497 is full planning permission for 26 apartments, granted March 2017. Site owned by developer who intends to build out site.  Under construction.",,,,,,local-authority-eng:CAN,,not owned by a public authority,,,,,,,,2017-03-21,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,C269,"""Blackford's Former Working Men's Club, Cannock Road, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,,,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-01,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,21,21,,,,"CH/15/0078 is full planning permission for 21no. 1 bed flats, granted May 2015.  CH/18/167 was revised outline planning application for 25 apartments, now withdrawn.  Landowner intends to develop- potentially as landlord to future rental properties.",,,,,,local-authority-eng:CAN,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,C152,"""26-28 Wolverhampton Road, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,,,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-01,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,14,14,,,,"CH/16/364 is full planning permission for the conversion of offices to 14 apartments, granted November 2016.  Landowner is intended developer of site.  Developer advises that the site will be completed 2019/2020 (currently undertaking finishing external works).",,,,,,local-authority-eng:CAN,,not owned by a public authority,,,,,,,,2016-11-22,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,C272 (Part 2),"""Langbourn, Hillcroft and Ivy House, Longford Road, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,,,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-01,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,14,14,,,,"CH/14/0097 is full planning permission for 14 dwellings, granted October 2016.  11 completions to date.",,,,,,local-authority-eng:CAN,,not owned by a public authority,,,,,,,,2016-10-19,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,C327,"""Land at junction of Cannock Road and Burgoyne Street, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,,,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-01,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,111,111,,,,"CH/13/0323 is outline planning permission for residential development: Erection of 111 dwellings, public house/restaurant and provision of public open space (outline all matters reserved), granted March 2016. CH/16/124 is reserved matters approval, granted June 2016. Incorporates 50% affordable housing provision (to be developed by Walsall Housing Group). The site included within the register excludes the area which has been reserved for commercial development under the original outline planning permission.  Net developable area 3.1ha.  96 completions to date.",,,,,,local-authority-eng:CAN,,not owned by a public authority,,,,,,,,2016-06-29,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,C335,"""Land off Lakeside Boulevard, Bridgtown, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,,,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-01,,,,,,,,,,,,,,3.05,,,,,,,,,,,,,,,,,,103,103,,,,"Outline planning permission CH/14/0293 granted for up to 120 dwellings (May 2015). CH/15/0492 is reserved matters approval for 103 dwellings, granted July 2016.  66 completions to date.",,,,,,local-authority-eng:CAN,,not owned by a public authority,,,,,,,,2016-07-05,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,R19,"""Former Ultra Electronics Site, Main Road/Armitage Road, Brereton""",http://cannockchase.addresscafe.com/app/exploreit/,,,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-01,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,24,24,,,,"CH/12/0433 is full planning permission for change of use from care home to 20. no flats and erection of first storey extension and erection of entrance lobby, granted March 2013. Revised application for 22 flats (CH/13/0433) granted April 2014. CH/16/444 is full planning permission for an extension to form 2 additional dwellings, granted April 2017. 22 completions to date.",,,,,,local-authority-eng:CAN,,not owned by a public authority,,,,,,,,2017-04-19,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,R97,"""Land off Coulthwaite Way, Coulthwaite Way, Brereton""",http://cannockchase.addresscafe.com/app/exploreit/,,,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-01,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,6,6,,,,"CH/17/070 is outline planning permission for the erection of 10 dwellings. The full extent of this site including greenfield land is 0.31ha with a capacity of 10 dwellings. The register reflects the size and indicative capacity of the brownfield element of the site only. For full details on the site please see the SHLAA. CH/18/042 is full planning permission for the erection of 9no. dwellings, granted March 2018. No change in brownfield capacity.  Development has commenced.",,,,,,local-authority-eng:CAN,,not owned by a public authority,,,,,,,,2018-03-27,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,C420,"""Land at 61 & 65 Wimblebury Road, Heath Hayes, Cannock""",http://cannockchase.addresscafe.com/app/exploreit/,,,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-01,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,16,16,,,,"CH/15/0084 is outline planning permission for the erection of 72 dwellings (joint application with site R20), granted May 2015- now expired. The full extent of this site including greenfield land is 1.4ha with a capacity of 40 dwellings. The register reflects the size and indicative capacity of the brownfield element of the site only. For full details on the site please see the SHLAA. Joint venture between Cannock Chase Council and Staffs County Council. Liaising with potential developers on scheme which will require new planning application.",,,,,,local-authority-eng:CAN,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,R16,"""Pear Tree Primary School, Hardie Avenue, Rugeley""",http://cannockchase.addresscafe.com/app/exploreit/,,,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,
