address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,01/12/2017,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,20,20,,,,proposal by barnwood trust and city plan proposed allocation,,,,,,local-authority-eng:GLO,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,GLOSBR001,"Land at Barnwood Manor, Barnwood Road, Barnwood",http://www.gloucester.gov.uk/Documents/GLOSBR001%20%20Barnwood%20Manor.pdf,,,01/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,01/12/2017,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,20,20,,,,county council residential care facility site to be vacated early 2018,,,,,,local-authority-eng:GLO,,owned by a public authority,,,,,,,,2001-10-08,http://glcstrplnng12.co.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,GLOSBR002,"Jordans Brook House, North Upton Lane, Barnwood",http://www.gloucester.gov.uk/Documents/GLOSBR002%20%20Jordans%20Brook%20House.pdf,,,01/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,01/12/2017,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,63,63,,,,,,,,,,local-authority-eng:GLO,,not owned by a public authority,,,,,,,,2017-02-10,http://glcstrplnng12.co.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,GLOSBR003,"Norvilles Factory, Tarrington Road, Barton and Tredworth",http://www.gloucester.gov.uk/Documents/GLOSBR003%20%20Former%20Norville%20Factory.pdf,,,01/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,01/12/2017,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,200,200,,,,this site has permission for residential and student units but at the point of entry into this register is still operating as a commercial waste transfer station,,,,,,local-authority-eng:GLO,,not owned by a public authority,,,,,,,,,http://glcstrplnng12.co.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001DFGHMLI000,pending decision,,,,,,,,,,,,,,,,,,,,,,,GLOSBR004,"Allstone site, off Myers Road, Elmbridge",http://www.gloucester.gov.uk/Documents/GLOSBR004%20%20Allstone%20Site.pdf,,,01/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,01/12/2017,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,10,10,,,,"residential development on this site would be dependent on a new site being found for the 
existing business",,,,,,local-authority-eng:GLO,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,GLOSBR005,"Cheltenham Surfacing, off Myers Road, Elmbridge",http://www.gloucester.gov.uk/Documents/GLOSBR005%20%20Land%20at%20Cheltenham%20Surfacing.pdf,,,01/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/12/2017,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,7,7,,,,county council site,,,,,,local-authority-eng:GLO,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,GLOSBR006,"Car park at Tuffley Library, off Windsor Drive, Grange",http://www.gloucester.gov.uk/Documents/GLOSBR006%20%20Land%20at%20Tuffley%20Library.pdf,,,01/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,01/12/2017,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,100,100,,,,a brownfield site which has been used as an operational siding but which has now been acquired by the homes and communities agency for housing and a university technical college with links to the hospital,,,,,,local-authority-eng:GLO,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,GLOSBR007,"Great Western Road Sidings, Great Western Road, Kingsholm and Wotton",http://www.gloucester.gov.uk/Documents/GLOSBR007%20%20Great%20Western%20Road%20Sidings.pdf,,,01/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,01/12/2017,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,20,20,,,,city council owned site in a strategic location near to the railway station and underpass,,,,,,local-authority-eng:GLO,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,GLOSBR008,"Wessex House, Great Western Road, Kingsholm and Wotton",http://www.gloucester.gov.uk/Documents/GLOSBR008%20%20Wessex%20House.pdf,,,01/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/12/2017,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,12,12,,,,flood risk is significant on this site but mitigation design may be possible which would mean that housing could be viable,,,,,,local-authority-eng:GLO,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,GLOSBR009,"Hare Lane Car Park, Hare Lane, Kingsholm and Wotton",http://www.gloucester.gov.uk/Documents/GLOSBR009%20%20Hare%20Lane%20Car%20Park.pdf,,,01/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/12/2017,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,6,6,,,,"flood risk is significant on this site but mitigation design may be possible which would 
mean that housing could be viable",,,,,,local-authority-eng:GLO,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,GLOSBR010,"9-11 St Catherine Street, Kingsholm and Wotton",http://www.gloucester.gov.uk/Documents/GLOSBR010%20%209-11%20St%20Catherine%20St.pdf,,,01/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
