address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2018,,,22/12/2017,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,10,10,,,,Demolition of existing office block at 18 Church Road and erection of 10 apartments,,,,,,,,not owned by a public authority,,,,,,,,2015-06-19,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,15/00275/FUL,"18 Church Road, Fleet, Hampshire, GU51 3RH",https://publicaccess.hart.gov.uk/online-applications/,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2018,,,22/12/2017,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,7,6,,,,Change of use from B1 to C3 (7 dwgs). Previous approval 16/00032/PRIOR (6 dwgs) granted 2016-03-15.,,,,,,,,not owned by a public authority,,,,,,,,2016-05-26,,permissioned,other,,,,,,,,,,,,,,,,,,,,,,16/00796/PRIOR,"Consort House, 46-48 Albert Street, Fleet, Hampshire, GU51 3RL",https://publicaccess.hart.gov.uk/online-applications/,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2018,,,22/12/2017,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,6,6,,,,"Change of use of B1a offices to 6 flats. Previous approval 16/03413/PRIOR for Change of use of ground floor (part), 1st floor (part) and 2nd floor (part) from Use Class B1a offices to 12 flats (8 x 1 bedroom and 4 x 2 bedroom) granted 2017-02-02.",,,,,,,,not owned by a public authority,,,,,,,,2017-05-30,,permissioned,other,,,,,,,,,,,,,,,,,,,,,,17/00828/PRIOR,"115-123 Fleet Road, Fleet, Hampshire, GU51 3PD",https://publicaccess.hart.gov.uk/online-applications/,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2018,,,22/12/2017,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,12,12,,,,Change of use of 1st and 2nd floors from Use Class B1a offices to 12 flats (10 x 1 bedroom and 2 x 2 bedroom),,,,,,,,not owned by a public authority,,,,,,,,2017-02-02,,permissioned,other,,,,,,,,,,,,,,,,,,,,,,16/03411/PRIOR,"111-113 Fleet Road, Fleet, Hampshire, GU51 3PD",https://publicaccess.hart.gov.uk/online-applications/,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2018,,,22/12/2017,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,16,16,,,,Redevelopment of the site to provide 16 Dwellings,,,,,,,,not owned by a public authority,,,,,,,,2015-07-31,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,15/00828/FUL,"Former Auxiliary Stores Unit, Former Queen Elizabeth Barracks, Naishes Lane, Church Crookham, Hampshire, GU52 8DB",https://publicaccess.hart.gov.uk/online-applications/,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2018,,,22/12/2017,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,5,5,,,,Reserved Matters 15/02201/REM granted for erection of 5 dwellings,,,,,,,,not owned by a public authority,,,,,,,,2016-01-08,,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,14/01093/OUT,"Winkworth Business Park, London Road, Hartley Wintney, Hook, Hampshire, RG27 8HY",https://publicaccess.hart.gov.uk/online-applications/,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2018,,,22/12/2017,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,6,6,,,,Conversion of existing B2 premises to 6 apartments,,,,,,,,not owned by a public authority,,,,,,,,2016-01-12,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,15/02225/FUL,"32 Reading Road South, Fleet, Hampshire, GU52 7QL",https://publicaccess.hart.gov.uk/online-applications/,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,20/12/2018,,,22/12/2017,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,6,6,,,,"Demolition of Chantryland and erection of one 5 bedroom, two 4 bedroom and three 2 bedroom houses. Under construction at April 2019.",,,,,,,,not owned by a public authority,,,,,,,,2015-02-24,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,14/02942/FUL,"Land To Rear Of, Chantryland, New Road, Eversley, Hook, Hampshire, RG27 0NX",https://publicaccess.hart.gov.uk/online-applications/,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/11/2019,,,22/12/2017,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,78,78,,,,Redevelopment of the site to provide 78 residential flats. Development complete in 2019.,,,,,,,,not owned by a public authority,,,,,,,,2016-03-23,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,15/01603/FUL,"Landata House, Station Road, Hook, Hampshire, RG27 9PE",https://publicaccess.hart.gov.uk/online-applications/,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,20/11/2019,,,20/11/2019,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,102,102,,,,Demolition of office building and redevelopment to provide 4 x blocks containing a total of 102 apartments (46 x 1 bed and 56 x 2-bed). Under construction at April 2019.,,,,,,,,not owned by a public authority,,,,,,,,2016-05-31,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,16/03378/FUL,"Bartley House, Station Road, Hook, Hampshire, RG27 9JF",https://publicaccess.hart.gov.uk/online-applications/,,,22/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
