address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/12/2019,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,local-authority-eng:EPS,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,194,"""Etwell House and former coach, Station Approach""",,,,09/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,10/12/2019,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,33,33,,,,"Submitted application, pending decision for 60 extra care apartments (the 33 units yield is derived from the Housing Delivery Test Measurement Rule Book). Site forms part of the Emergency Services Site allocation in the Area Action Plan – Plan E",,,,,,local-authority-eng:EPS,,not owned by a public authority,,,,,,,,,,pending decision,,,,,,,,,,,,,,,,,,,,,,,535,"""Former Police and Ambulance Station, Church Street""",,,,12/11/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,10/12/2019,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,23,23,,,,"Submitted application, pending decision for 23 units.",,,,,,local-authority-eng:EPS,,owned by a public authority,,,,,,,,,,pending decision,,,,,,,,,,,,,,,,,,,,,,,565,"""The Wells Centre, Spa Drive""",,,,04/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,10/12/2019,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,13,13,,,,"Submitted application, pending decision for 15 units. Site already has approval for 13 units.",,,,,,local-authority-eng:EPS,,not owned by a public authority,,,,,,,,2018-12-13,http://eplanning.epsom-ewell.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,pending decision,full planning permission,,,,,,,,,,,,,,,,,,,,,,893,"""57 Salisbury Road, Worcester Park""",,,,06/11/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,10/12/2019,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,9,9,,,,"Submitted application, pending decision for 9 units on upper floors.",,,,,,local-authority-eng:EPS,,not owned by a public authority,,,,,,,,,,pending decision,,,,,,,,,,,,,,,,,,,,,,,1317,"""Maplins, 42 High Street, Epsom""",,,,11/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,10/12/2019,,,10/12/2019,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,21,21,,,,Site developed,,,,,,local-authority-eng:EPS,,not owned by a public authority,,,,,,,,2019-04-30,http://eplanning.epsom-ewell.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,329,"""King's Arms Public House, East Street""",,,,13/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,17/09/2019,,,10/12/2019,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,29,29,,,,Site developed,,,,,,local-authority-eng:EPS,,not owned by a public authority,,,,,,,,2019-07-17,http://eplanning.epsom-ewell.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,600,"""Lower Mill, Kingston Road""",,,,04/12/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,29/01/2019,,,10/12/2019,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,5,5,,,,Site developed,,,,,,local-authority-eng:EPS,,not owned by a public authority,,,,,,,,2015-05-26,http://eplanning.epsom-ewell.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,602,"""Haddad House, 91 East Street""",,,,04/12/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/12/2019,,,10/12/2019,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,41,41,,,,Owner has not confirmed site is available,,,,,,local-authority-eng:EPS,,not owned by a public authority,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,20,"""Epsom Baptist Church, Church Street""",,,,28/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,10/12/2019,,,10/12/2019,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,31,31,,,,Owner has not confirmed site is available,,,,,,local-authority-eng:EPS,,not owned by a public authority,,,,,,,,2019-04-23,http://eplanning.epsom-ewell.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,full planning permission,,,,,,,,,,,,,,,,,,,,,,21,"""Rail Land, Mill Road""",,,,08/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/12/2019,,,10/12/2019,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,10,10,,,,Owner has not confirmed site is available,,,,,,local-authority-eng:EPS,,not owned by a public authority,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,148,"""United Reformed Church, Church Street""",,,,15/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/12/2019,,,10/12/2019,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,35,35,,,,Owner has not confirmed site is available,,,,,,local-authority-eng:EPS,,not owned by a public authority,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,601,"""Spread Eagle Shopping Centre, High Street""",,,,04/12/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/12/2019,,,10/12/2019,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,8,8,,,,Owner has not confirmed site is available,,,,,,local-authority-eng:EPS,,not owned by a public authority,,,,,,,,2018-04-25,http://eplanning.epsom-ewell.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,full planning permission,,,,,,,,,,,,,,,,,,,,,,603,"""Aviary Court, 138 Miles Road""",,,,04/12/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
