address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/03/2017,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,6,6,,,,17/00502/CU - Change of use of part of the building into six x2 to bedflats B1 unit,,,,,,local-authority-eng:LAC,,not owned by a public authority,,,,,,,,2017-10-19,https://planning.lancaster.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,60,"Former Co-Op Building, John Street",http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,,,21/03/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/03/2017,,,,,,,,,,,,,,13.44,,,,,,,,,,,,,,,,,,250,200,,,,"The site has a draft allocation in the emerging Strategic Policies and Land Allocations DPD (policies SG11, SG13 & H1).",,,,,,local-authority-eng:LAC,,owned by a public authority,,,,,,,,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,61,"Lundsfield Quarry, Kellet Road",http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,,,21/03/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,15/02/2018,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,6,4,,,,,,,,,,local-authority-eng:LAC,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,83,Windermere Road Garages,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,,,15/02/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,15/02/2018,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,14,14,,,,"Planning permission was previously granted for 14 apartments and a retail unit on the site - see 11/01089/FUL & 14/00291/VCN - Erection of 14 no apartments. construction of 3000sq ft retail unit with a further 1000sq ft storage area, parking for 10 vehicles and traffic calming to Knowlys Road (variation of conditions on planning permission 11/01089/FUL)",,,,,,local-authority-eng:LAC,,not owned by a public authority,,,,,,,,2012-04-11,https://planning.lancaster.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,179,"Former Police Station, Heysham Road",http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,,,15/02/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,15/02/2018,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,9,9,,,,17/00162/OUT - Erection of 9 flats & parking. The planning permission expires on 7 August 2019 and includes conditions requiring the submission of an application and approval of details before development commences.,,,,,,local-authority-eng:LAC,,not owned by a public authority,,,,,,,,2017-05-18,https://planning.lancaster.gov.uk/online-applications/,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,202,"Garage, Grosvenor Road",http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,,,15/02/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,15/02/2018,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,6,6,,,,16/00861/FUL – Erection of a 2-storey block of four flats and a pair of 2-storey semi- detached dwellings with associated access and parking,,,,,,local-authority-eng:LAC,,not owned by a public authority,,,,,,,,2016-08-08,https://planning.lancaster.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,203,"Sunacre Court, Maple Avenue",http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,,,15/02/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,15/02/2018,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,local-authority-eng:LAC,,,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,252,Garages Adjacent 32 Tan Hill Drive Lancaster Lancashire LA1 2JB,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,,,15/02/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,15/02/2018,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,12,12,,,,16/00581/OUT - Outline application for the erection of up to 12 dwellings including associated cycle/pedestrian access. The site has a draft allocation for housing in the emerging Strategic Policies and Land Allocations DPD (policy H1.1),,,,,,local-authority-eng:LAC,,not owned by a public authority,,,,,,,,2016-12-22,https://planning.lancaster.gov.uk/online-applications/,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,260,"New Quay, New Quay Road",http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,,,15/02/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,15/02/2018,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,local-authority-eng:LAC,,not owned by a public authority,,,,,,,,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,268,Land At Corner Of Bulk Road And St Leonards Gate,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,,,15/02/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,15/02/2018,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,15,10,,,,The site forms part of a draft allocation in the Strategic Policies and Land Allocations DPD (policy SG7),,,,,,local-authority-eng:LAC,,not owned by a public authority,,,,,,,,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,289,"Private Car Park, Dolphinlee Bridge",http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,,,15/02/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
