address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/11/2017,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,local-authority-eng:TON,,not owned by a public authority,,,,,,,,2015-10-28,https://publicaccess2.tmbc.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,TMBC-BFR-002,"180 High Street, Tonbridge, Kent, TN9 1BX",,,,24/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,25/11/2017,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,local-authority-eng:TON,,not owned by a public authority,,,,,,,,2013-07-09,https://publicaccess2.tmbc.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,TMBC-BFR-003,"Land Rear Of  182 High Street, Tonbridge, Kent, TN9 1BE",,,,25/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,28/11/2017,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,32,32,,,,,,,,,,local-authority-eng:TON,,not owned by a public authority,,,,,,,,2016-03-01,https://publicaccess2.tmbc.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,TMBC-BFR-004,"Ferns Surfacing Ltd, Bellingham Way, Larkfield, Aylesford, Kent",,,,28/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,04/12/2017,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:TON,,not owned by a public authority,,,,,,,,2016-03-14,https://publicaccess2.tmbc.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,TMBC-BFR-006,"Cricketts Farm House, Borough Green Road, Ightham, Sevenoaks, Kent",,,,04/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,08/12/2017,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,42,42,,,,Latest pemission: 11/02330/FL: Temporary storage of 108 no. shipping containers on redundant car park at junction of East Street and May Street,,,,,,local-authority-eng:TON,,not owned by a public authority,,,,,,,,2013-06-21,https://publicaccess2.tmbc.gov.uk/online-applications/,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,TMBC-BFR-007,"Land At East Street, Snodland, Kent",,,,08/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,09/12/2017,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,,79,79,,,,,,,,,,local-authority-eng:TON,,not owned by a public authority,,,,,,,,2013-05-31,https://publicaccess2.tmbc.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,TMBC-BFR-008,"Pickfords (brs Depot), Mill Hall, Aylesford, Kent",,,,09/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,09/12/2017,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,"Expired Permission: Redevelopment of site to provide 73 residential apartments, 34 units of boarding accommodation for students and conference delegates, lecture and meeting rooms and ancillary facilities, a children's nursery, pedestrian and cycle bridge and associated park",,,,,,local-authority-eng:TON,,not owned by a public authority,,,,,,,,2011-06-21,https://publicaccess2.tmbc.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,TMBC-BFR-009,"The River Centre Medway Wharf Road, Tonbridge, Kent",,,,09/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,09/12/2017,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,Expired Permission: Extension of time limit on planning permission TM/07/01810/FL (Demolition of existing buildings and erection of 11 dwellings with car ports and access road),,,,,,local-authority-eng:TON,,not owned by a public authority,,,,,,,,2012-04-17,https://publicaccess2.tmbc.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,TMBC-BFR-010,"Platt C Of E Primary School, Maidstone Road, Platt, Sevenoaks, Kent, TN15 8JY",,,,09/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,13/12/2017,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local-authority-eng:TON,,not owned by a public authority,,,,,,,,,https://publicaccess2.tmbc.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,TMBC-BFR-011,"Drayton Road Industial Estate, Tonbridge",,,,13/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,14/11/2017,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,5,5,,,,"GREEN BELT REFUSED: Planning App 16/03760/FL: Demolition of existing office building and the erection of 10 residential dwellings. Access from existing Quarry Hill Roundabout, provision of public open space, works associated with de-culverting and diversion of the watercourse, sustainable urban drainage systems; associated landscaping, infrastructure and earthworks",,,,,,local-authority-eng:TON,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,TMBC-BFR-012,"Office site, Quarry Hill Rd, Borough Green",,,,14/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
