address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-30,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,21,21,,,,Site included in the Housing Permissions  - Under Construction but no residential completions on site yet - Suitable Brownfield Site taken from the SHLAA (SHLAA 26),,,,,,local-authority-eng:EST,,owned by a public authority,,,,,,,,2018-08-03,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR1,Short Street Community Infants School,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-29,,,,,,,,,,,,,,9.08,,,,,,,,,,,,,,,,,,272,272,,,,Suitable Brownfield Site taken from the SHLAA  (SHLAA 71) and also Allocated in the Adopted Local Plan 2012-2031,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,ESBC-BR2,Coors Middle Yard,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-29,,,,,,,,,,,,,,2.91,,,,,,,,,,,,,,,,,,212,212,,,,Site Allocated in the Adopted Local Plan 2012-2031,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,ESBC-BR3,Coors High Street,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-30,,,,,,,,,,,,,,2.64,,,,,,,,,,,,,,,,,,133,133,,,,"Site Allocated in the Adopted Local Plan 2012-2031 - Application submitted December 2017, awaiting determination (amended drawings being negotiated)",,,,,,local-authority-eng:EST,,owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,pending decision,full planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR4,Bargates,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-29,,,,,,,,,,,,,,19.27,,,,,,,,,,,,,,,,,,483,483,,,,Site Allocated in the Adopted Local Plan 2012-2031 - Resolution to approve 27/08/2013 subject to S106 legal agreement,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,pending decision,outline planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR5,Branston Depot,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-29,,,,,,,,,,,,,,8.09,,,,,,,,,,,,,,,,,,250,250,,,,Site Allocated in the Adopted Local Plan 2012-2031,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,ESBC-BR6,Derby Road Burton,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-30,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,148,148,,,,"Site Allocated in the Adopted Local Plan 2012-2031 - Residential Part of the Site Not Started, Retail Part complete (Outline Planning permission granted 09/08/2013, since expired, New Outline submitted 06.11.2017 - Resolution to Approve ? 24/04/2019  subject to S106 legal agreement",,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,pending decision,outline planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR7,JCB Pinfold Street,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-29,,,,,,,,,,,,,,4.40,,,,,,,,,,,,,,,,,,90,90,,,,Site Allocated in the Adopted Local Plan 2012-2031 - Resolution to Approve ? 22/09/2015  subject to S106 legal agreement,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,pending decision,outline planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR8,Brookside Business Park,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-29,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,90,90,,,,Site Allocated in the Adopted Local Plan 2012-2031  (only part of the allocated site is Brownfield so the site area has been amended to reflect this) - Applications totalling 90 units submitted in May 2017 to the LPA.,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,ESBC-BR9,Churnet Farm Rocester,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-30,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,14,14,,,,Site historically a SHLAA site - Outline application approved 21/12/2018 one S106 signed,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,2018-12-21,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR11,Land to the rear of 2 Harbury Street,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-30,,,,,,,,,,,,,,2.21,,,,,,,,,,,,,,,,,,144,144,,,,Site historically a SHLAA site - Site now being demolished. Resolution to approve 16/07/2019,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,pending decision,outline planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR12,Imex Business Park,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,8,8,,,,"Site now included in the Housing Permissions  - Not yet commenced. Site historically a SHLAA site - Site vacant, Extention to time limit application for dwellings never implemented (Full Application approved 19/01/2010 - PA/00560/068/CLF)",,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,2018-07-16,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR13,Mead Works 137-139 Horninglow Street,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-29,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,60,60,,,,"Site historically a SHLAA site - Site vacant (PA/07932/027 - 2006 Application for the conversion of the Goat Maltings to 60 apartments , never implemented)",,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,ESBC-BR14,Goat Maltings,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-29,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,8,8,,,,Site historically a SHLAA site - Site vacant,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,ESBC-BR15,Burton Beer Mats,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-29,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,6,6,,,,"Site historically a SHLAA site - Site vacant (P/2011/00272/MB - 2011 Application for the erection of a 61 bedroomed residential nursing home (Class C2) , never implemented)",,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,ESBC-BR16,Derby Street Auction Rooms,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-30,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,30,30,,,,"Site historically a SHLAA site - Site could become vacant as new recycling centre now open (P/2010/01298/JPM - 2010 Application for the erection of upto 30 dwellings, never implemented). New Full application for 39 dwellings valid - 26/07/2019, awaiting determination",,,,,,local-authority-eng:EST,,owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,ESBC-BR18,Uttoxeter Highways Depot,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,8,8,,,,Site included in the Housing Permissions previously but has since expired due to non commencement,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,ESBC-BR19,132 Derby Street Burton,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-30,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,10,10,,,,Site included in the Housing Permissions previously but has since expired due to non commencement. New application approved after the September 2019 cut off (amend next time),,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,ESBC-BR20,36 Derby Road Burton,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-29,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,8,8,,,,Site included in the Housing Permissions  - Under Construction but no residential completions on site yet,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,2012-08-21,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR22,43 High Street Burton,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-29,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,10,10,,,,Site included in the Housing Permissions  - Under Construction but no residential completions on site yet,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,2011-03-08,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR23,The Refinery,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-30,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,7,7,,,,Site included in the Housing Permissions  - Under Construction but no residential completions on site yet (New application approved for the conversion of the 1st  floor Approved),,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,2019-05-23,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,other,,,,,,,,,,,,,,,,,,,,,,ESBC-BR24,Britannia House,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,5,5,,,,Site included in the Housing Permissions previously but has since expired due to non commencement,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,ESBC-BR25,146 and 146A Horninglow Street,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,9,9,,,,Site included in the Housing Permissions  - Under Construction but no residential completions on site yet,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,2015-01-14,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR26,The Appleby Burton,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-29,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,7,7,,,,Site included in the Housing Permissions  - Not yet commenced,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,2016-08-01,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR27,126 New Street  Burton,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,32,32,,,,Site included in the Housing Permissions  - Under Construction but no residential completions on site yet,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,2016-12-08,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR29,Rear of 143 Horninglow Street,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,14,14,,,,Site included in the Housing Permissions  - Under Construction but no residential completions on site yet,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,2013-09-06,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR30,Rear of 38-54 Bridge Street,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,5,5,,,,Site included in the Housing Permissions previously but has since expired due to non commencement,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,ESBC-BR31,Wellington Inn,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-30,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,49,49,,,,Site included in the Housing Permissions previously but has since expired due to non commencement,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,ESBC-BR32,Uttoxeter Household Waste Site,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,5,5,,,,Site included in the Housing Permissions  - Under Construction but no residential completions on site yet,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,2014-07-07,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR33,Tutbury Mill Mews,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,,,86,86,,,,Site included in the Housing Permissions  - Not yet commenced (Reserved Mattes application for 84 units received 07/08/2018 - awaiting determination),,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,2016-11-29,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR34,Howards Transport,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,5,5,,,,Site included in the Housing Permissions previously but has since expired due to non commencement,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,ESBC-BR35,Proposed Residential Development Phase 1 Rose Cottage Gardens,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,25,25,,,,Site included in the Housing Permissions previously but has since expired due to non commencement,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,ESBC-BR37,Land adjacent to Eastfield Uttoxeter,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,8,8,,,,Site included in the Housing Permissions  - Under Construction but no residential completions on site yet,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,2017-04-12,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,other,,,,,,,,,,,,,,,,,,,,,,ESBC-BR39,Sovereign House  Bond Street,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2018-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,7,7,,,,Site included in the Housing Permissions  - Under Construction but no residential completions on site yet,,,,,,local-authority-eng:EST,,not owned by a public authority,,,,,,,,2017-09-01,http://www.eaststaffsbc.gov.uk/planning/applications-and-decisions/applications-and-appeals,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,ESBC-BR40,70 Guild Street  Burton upon Trent,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,,2018-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,
