address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/12/2018,,,,,,,,,,,,,,5.21,,,,,,,,,,,,,,,,,,10,5,,,,,,,,,,local-authority-eng:SOL,,not owned by a public authority,,,,,,,,,https://publicaccess.solihull.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001R4FOELI000,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/010,"Meriden Road Depot, Meriden Road, Hampton in Arden",http://www.solihull.gov.uk/Portals/0/Planning/BLR/BLR-010.pdf,,,23/03/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/12/2018,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,local-authority-eng:SOL,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/013,"Widney Manor House, Widney Manor House, Bentley Heath",http://www.solihull.gov.uk/Portals/0/Planning/BLR/BLR-013.pdf,,,23/03/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,09/12/2019,,,03/12/2018,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,4,2,,,,Planning permission granted. Now included as PR42,,,,,,local-authority-eng:SOL,,not owned by a public authority,,,,,,,,2017-12-12,https://publicaccess.solihull.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=OJXAJ3OE03G00,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,BLR/014,"The Glider Yard, Houndsfield Lane, Shirley",http://www.solihull.gov.uk/Portals/0/Planning/BLR/BLR-014.pdf,,,23/03/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/12/2018,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,local-authority-eng:SOL,,not owned by a public authority,,,,,,,,,https://publicaccess.solihull.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZV0BOETA917,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/015,"Land East of 106 - 118 Old Station Road,Old Station Road, Hampton in Arden",http://www.solihull.gov.uk/Portals/0/Planning/BLR/BLR-015.pdf,,,23/03/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/12/2018,,,,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,,,20,10,,,,,,,,,,local-authority-eng:SOL,,not owned by a public authority,,,,,,,,,https://publicaccess.solihull.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000DK8OELI000,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/016,"Pheasant Oak Farm, Hob Lane Balsall Common",http://www.solihull.gov.uk/Portals/0/Planning/BLR/BLR-016.pdf,,,23/03/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/12/2018,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,125,50,,,,,,,,,,local-authority-eng:SOL,,not owned by a public authority,,,,,,,,,https://publicaccess.solihull.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000HWGOELI000,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/017,"National Motorcycle Museum, Coventry Road, Bickenhill",http://www.solihull.gov.uk/Portals/0/Planning/BLR/BLR-017.pdf,,,23/03/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/12/2018,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,local-authority-eng:SOL,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/018,"Windmill House, Windmill Lane, Balsall Common",http://www.solihull.gov.uk/Portals/0/Planning/BLR/BLR-018.pdf,,,23/03/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,09/12/2019,,,03/12/2018,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,4,2,,,,Planning permission granted. Now included as PR68,,,,,,local-authority-eng:SOL,,not owned by a public authority,,,,,,,,2018-12-14,https://publicaccess.solihull.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000DJSOELI000,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR/020,"Whitehouse Kennels, Back Lane, Meriden",http://www.solihull.gov.uk/Portals/0/Planning/BLR/BLR-020.pdf,,,23/03/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/12/2018,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,10,5,,,,,,,,,,local-authority-eng:SOL,,not owned by a public authority,,,,,,,,,https://publicaccess.solihull.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000L9QOELI000,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/021,"Land at and to the rear of 146-152 Tilehouse Lane, Tidbury Green",http://www.solihull.gov.uk/Portals/0/Planning/BLR/BLR-021.pdf,,,23/03/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/12/2018,,,,,,,,,,,,,,3.01,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,local-authority-eng:SOL,,not owned by a public authority,,,,,,,,,https://publicaccess.solihull.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000R3JOELI000,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/024,"1806 Warwick Road, Knowle",http://www.solihull.gov.uk/Portals/0/Planning/BLR/BLR-024.pdf,,,23/03/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
