address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,17,12,,,,"Has planning permission for four dwellings, however has also been put forward as a potential development site for the Brownfield Land Register",,,,,,local-authority-eng:THE,,not owned by a public authority,,,,,,,,2017-11-17,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OVLA5PQFHRT00,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BR1,"""Land at Three Acres, Toms Lane, Kings Langley""",http://www.threerivers.gov.uk/download?id=41339,,,12/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,30,21,,,,,,,,,,local-authority-eng:THE,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BR2,"""Land at Chorleywood Station, Chorleywood""",http://www.threerivers.gov.uk/download?id=41340,,,12/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,7,5,,,,,,,,,,local-authority-eng:THE,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BR3,"""Knoll Oak, Sandy Lane, Northwood""",http://www.threerivers.gov.uk/download?id=41341,,,12/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,3.18,,,,,,,,,,,,,,,,,,28,21,,,,,,,,,,local-authority-eng:THE,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BR4,"""Land at Maple Cross, Maple Lodge""",http://www.threerivers.gov.uk/download?id=41342,,,12/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,24,18,,,,,,,,,,local-authority-eng:THE,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BR5,"""Land at Park Road, High Street, Rickmansworth""",http://www.threerivers.gov.uk/download?id=41343,,,12/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,7,5,,,,,,,,,,local-authority-eng:THE,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BR6A,"""Rickmansworth Station Car Park, Rickmansworth""",http://www.threerivers.gov.uk/download?id=41344,,,12/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,12,9,,,,,,,,,,local-authority-eng:THE,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BR6B,"""Land at Rickmansworth Station, Rickmansworth""",http://www.threerivers.gov.uk/download?id=41344,,,12/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,29,22,,,,,,,,,,local-authority-eng:THE,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BR7,"""Former Sir James Altham School, South Oxhey""",http://www.threerivers.gov.uk/download?id=41345,,,12/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,30.93,,,,,,,,,,,,,,,,,,130,100,,,,"Planning permission has been granted for parts of the site, however there are still sections of the site suitable for brownfield housing development",,,,,,local-authority-eng:THE,,not owned by a public authority,,,,,,,,,http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O7D71GQF04900|http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OALWI7QF03N00e|http://www3.threerivers.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OAAXA7QF6W000,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BR8,"""Kings Langley Employment Area, Kings Langley""",http://www.threerivers.gov.uk/download?id=41346,,,12/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,20,15,,,,,,,,,,local-authority-eng:THE,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BR9,"""Mansion House Farm Equastrian Centre, Bedmond Road, Abbots Langley""",http://www.threerivers.gov.uk/download?id=41347,,,12/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,13,10,,,,,,,,,,local-authority-eng:THE,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BR10,"""Pin Wei, 35 High Street, Abbots Langley""",http://www.threerivers.gov.uk/download?id=41348,,,12/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,20,15,,,,,,,,,,local-authority-eng:THE,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BR11,"""Furtherfield Depot Furtherfield, Abbots Langley""",http://www.threerivers.gov.uk/download?id=41349,,,12/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
