address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,local-authority-eng:RCH,,not owned by a public authority,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0483,"Site Of 53-61 Tweedale Street, Rochdale",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,13,13,,,,,,,,,,local-authority-eng:RCH,,not owned by a public authority,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0551,"Former Council Depot, Off Schofield Street, Littleborough",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,17,17,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0559,"Mechplant, Off Schofield Street, Littleborough",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,23,23,,,,,,,,,,local-authority-eng:RCH,,not owned by a public authority,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0569,"Land Off Durn Street, Durn, Litleborough",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,19,19,,,,,,,,,,local-authority-eng:RCH,,not owned by a public authority,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0591,"Darnhill School Site (Half), Sutherland Road, Heywood",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,local-authority-eng:RCH,,not owned by a public authority,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0594,"Ealees Area Of Opportunity, Littleborough",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0596,"Iversons Building, Drake Street, Rochdale",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,24,24,,,,,,,,,,local-authority-eng:RCH,,not owned by a public authority,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0597,"High Birch School, Bolton Road, Rochdale",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,29,29,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0606,"Wardle Mill, Knowl Syke Street, Rochdale",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,34,34,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0610,"New Ladyhouse Mill, Off Stone Street, Milnrow",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,74,74,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0620,"Dale Mill / Arkwright Mill, Roch Street, Rochdale",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,,local-authority-eng:RCH,,not owned by a public authority,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0641,"Land At Worcester Street, Stoneyfield, Rochdale",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,,,67,67,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0660,"Site Of Process Plastics, Norwich Street, Rochdale",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,41,41,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0666,"Land Off Glen Grove / Wade Street, Middleton Junction, Middleton",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,240,240,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0677,"Mutual Mills (1&2), Mutual Street, Heywood",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,21,21,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0827,"Dene Works, Edgar Street, Smallbridge",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,1.58,,,,,,,,,,,,,,,,,,65,65,,,,,,,,,,local-authority-eng:RCH,,not owned by a public authority,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0893,"Former Oakenrod School And Land At Bridgefield Street, Rochdale",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0899,"Land At Moss Terrace / Bilberry Street, Rochdale",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0902,"Norden Fire Station Edenfield Road, Roch",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,42,42,,,,,,,,,,local-authority-eng:RCH,,not owned by a public authority,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0911,"Bamford Squash, Bamford Road, Heywood",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0991,The Acres Wentworth Close Middleton,,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 0996,"Laurel Grove, Roch Valley Way Rochdale",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 1016,"Dunsterville, Manchester Road, Rochdale",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 1019,"Exeter Street / Durham Street, Rochdale",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,,,,,,40,40,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 1052,"Land Off Stainton Drive, Site D, Langley",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 1062,"Rear of Dicken Green Public House, Off Queensway, Roch",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/11/2017,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,14,14,,,,,,,,,,local-authority-eng:RCH,,,,,,,,,,,,Not Permissioned,,,,,,,,,,,,,,,,,,,,,,,SH 1094,"Greave Mount, Hudson Walk, Rochdale",,,,29/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
