address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,17,17,,,,,,,,,,local-authority-eng:CHR,,not owned by a public authority,,,,,,,,2017-09-19,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,BLR1,"The Tally Ho Inn, 45 Ploughley Road, Arncott",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,local-authority-eng:CHR,,not owned by a public authority,,,,,,,,2016-11-17,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR2,1 To 4A Church Lane And 12 To 14 Parsons Street Banbury,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:CHR,,not owned by a public authority,,,,,,,,2014-11-04,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR3,"15 - 16 South Bar Street, Banbury",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,local-authority-eng:CHR,,not owned by a public authority,,,,,,,,2015-12-04,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR4,"27 Park Road, Banbury",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,local-authority-eng:CHR,,not owned by a public authority,,,,,,,,2016-12-02,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR5,"3 West Bar Street, Banbury",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,local-authority-eng:CHR,,not owned by a public authority,,,,,,,,2014-10-01,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR6,"60 - 62 Broad Street, Banbury",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,16,16,,,,This is a council owned site. Planning permission for the demolition of the public house has already been granted.,,,,,,local-authority-eng:CHR,,owned by a public authority,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR7,"Admiral Holland, Woodgreen Avenue, Banbury",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,local-authority-eng:CHR,,owned by a public authority,,,,,,,,2015-03-20,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR8,"Ambulance Station, Cope Road, Banbury",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,700,700,,,,2017 HELAA site - HELAA258. A Canalside Supplementary Planning Documents is being prepared.,,,,,,local-authority-eng:CHR,,mixed ownership,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR9,"Canalside, Banbury",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:CHR,,not owned by a public authority,,,,,,,,2014-07-03,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR10,"Car Park Edmunds House, 40 South Bar Street, Banbury",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,200,200,,,,2017 HELAA site - HELAA257. A Bolton Road Supplementary Planning Document is programmed in the Local Development Scheme.,,,,,,local-authority-eng:CHR,,,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR11,"Land at Bolton Road, Banbury",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,150,150,,,,2017 HELAA site - HELAA254.,,,,,,local-authority-eng:CHR,,not owned by a public authority,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR12,"Land at Higham Way, Banbury",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,local-authority-eng:CHR,,not owned by a public authority,,,,,,,,2017-02-17,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR13,"Mercia House, 51 South Bar Street, Banbury",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,local-authority-eng:CHR,,not owned by a public authority,,,,,,,,2017-03-31,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR14,"Morrison Property Consultants, 24 Horse Fair, Banbury",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:CHR,,not owned by a public authority,,,,,,,,2015-11-26,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR15,"P R Alcock And Sons Ltd, Castle Street, Banbury",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,local-authority-eng:CHR,,not owned by a public authority,,,,,,,,2015-11-02,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR16,"Poundland, 1 - 6 Malthouse Walk, Banbury",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,local-authority-eng:CHR,,not owned by a public authority,,,,,,,,2015-03-02,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR17,"The Imperial Oriental, 13 - 14 South Bar Street, Banbury",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-04,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,local-authority-eng:CHR,,not owned by a public authority,,,,,,,,2017-01-24,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR18,"The Unicorn, Market Place, Banbury",https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,,,2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,
