address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/12/2017,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,683,683,,,,Refused planning application: 4499/15 - Appeal to be heard in Autumn 2017 - Located within Ilford Housing Zone - Local Plan allocation site number: 1,,,,,,local-authority-eng:RDB,,not owned by a public authority,,,,,,,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,pending decision,,,,,,,,,,,,,,,,,,,,,,,BRLBR0001,"Sainsbury's, Roden Street, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0001,,,31/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/12/2017,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,214,214,,,,Approved planning application: 4265/15 - Located within Ilford Housing Zone - Local Plan allocation site number: 2,,,,,,local-authority-eng:RDB,,not owned by a public authority,,,,,,,,2017-02-07,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BRLBR0002,"The Exchange Shopping Centre, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0002,,,31/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/12/2017,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,354,354,,,,Approved planning application - 2434/12 - Located within Ilford Housing Zone - Local Plan allocation site number: 3,,,,,,local-authority-eng:RDB,,not owned by a public authority,,,,,,,,2013-10-02,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BRLBR0003,"Britainnia Music - 60-70 Roden Street and land between Chapel Road and Roden Street, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0003,,,31/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/12/2017,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,342,342,,,,Located within Ilford Housing Zone - Local Plan allocation site number: 4,,,,,,local-authority-eng:RDB,,not owned by a public authority,,,,,,,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BRLBR0004,"Depot Mill Road/Mill House, Ilford Hill",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0004,,,31/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/12/2017,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,182,182,,,,Located within Ilford Housing Zone - Local Plan allocation site number: 5,,,,,,local-authority-eng:RDB,,owned by a public authority,,,,,,,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BRLBR0005,"Ley Street car park and bus depot, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0005,,,31/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/12/2017,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,203,203,,,,Located within Ilford Housing Zone - Local Plan allocation site number: 6,,,,,,local-authority-eng:RDB,,owned by a public authority,,,,,,,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BRLBR0006,"Town Hall Car Park, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0006,,,31/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/12/2017,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,180,180,,,,Located within Ilford Housing Zone - Local Plan allocation site number: 7,,,,,,local-authority-eng:RDB,,mixed ownership,,,,,,,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BRLBR0007,"Land bounded by Clements Road, Chadwick Road and Postway Mews, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0007,,,31/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/12/2017,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,52,52,,,,Located within Ilford Housing Zone - Local Plan allocation site number: 8,,,,,,local-authority-eng:RDB,,owned by a public authority,,,,,,,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BRLBR0008,"If Bar 71 Ilford Hill, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0008,,,31/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/12/2017,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,285,285,,,,Planning application: 4326/16 - Located within Ilford Housing Zone - Local Plan allocation site number: 9,,,,,,local-authority-eng:RDB,,not owned by a public authority,,,,,,,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,pending decision,full planning permission,,,,,,,,,,,,,,,,,,,,,,BRLBR0009,"193-207 High Road, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0009,,,31/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/12/2017,,,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,,,,251,251,,,,Located within Ilford Housing Zone - Local Plan allocation site number: 10,,,,,,local-authority-eng:RDB,,mixed ownership,,,,,,,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BRLBR0010,"Site bounded by Chapel Road, High Road and Clements Lane, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0010,,,31/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
