address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,30,30,,,,See SHELAA (Aug 2017) Assessment Sheet,,,,,,local-authority-eng:MSU,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SS0401,"""AnchorStorage,EyeRoad,Kenton,IP146JJ""",http://baberghmidsuffolk.opus4.co.uk/planning/localplan/maps/consultation#/x:619251/y:266337/z:12/b:14/o:1599,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,40,40,,,,See SHELAA (Aug 2017) Assessment Sheet,,,,,,local-authority-eng:MSU,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SS0101,"""StowmarketMiddleSchool,WalnutTreeWalk,IP141JP""",http://baberghmidsuffolk.opus4.co.uk/planning/localplan/maps/consultation#/x:604477/y:258843/z:12/b:14/o:1599,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,,40,40,,,,See SHELAA (Aug 2017) Assessment Sheet,,,,,,local-authority-eng:MSU,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SS0669,"""NeedhamMarketMiddleSchool,SchoolStreet,IP68BB""",http://baberghmidsuffolk.opus4.co.uk/planning/localplan/maps/consultation#/x:608811/y:254839/z:12/b:14/o:1599,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,30,30,,,,See SHELAA (Aug 2017) Assessment Sheet,,,,,,local-authority-eng:MSU,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SS1005,"""MidSuffolkCouncilCarPark,HurstleaRoad,IP68DL""",http://baberghmidsuffolk.opus4.co.uk/planning/localplan/maps/consultation#/x:608505/y:255199/z:13/b:14/o:1599,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,25,25,,,,See SHELAA (Aug 2017) Assessment Sheet,,,,,,local-authority-eng:MSU,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SS0668,"""CouncilDepot,CreetingRoadWest,Stowmarket,IP145AT""",http://baberghmidsuffolk.opus4.co.uk/planning/localplan/maps/consultation#/x:605328/y:258824/z:13/b:14/o:1599,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,50,50,,,,See SHELAA (Aug 2017) Assessment Sheet,,,,,,local-authority-eng:MSU,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SS0530,"""MidSuffolkDistrictCouncilOffices,131HighStreet,NeedhamMarket""",http://baberghmidsuffolk.opus4.co.uk/planning/localplan/maps/consultation#/x:608633/y:255229/z:12/b:14/o:1599,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,20,20,,,,See SHELAA (Aug 2017) Assessment Sheet,,,,,,local-authority-eng:MSU,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SS0952,"""LandSouthofGippingRoad,GreatBlakenham""",http://baberghmidsuffolk.opus4.co.uk/planning/localplan/maps/consultation#/x:612405/y:250204/z:12/b:14/o:1599,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,20,20,,,,See SHELAA (Aug 2017) Assessment Sheet,,,,,,local-authority-eng:MSU,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SS0672,"""PaddockHouse,WellingtonStreet,Eye,IP237BE""",http://baberghmidsuffolk.opus4.co.uk/planning/localplan/maps/consultation#/x:614686/y:273912/z:13/b:14/o:1599,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,10,10,,,,See SHELAA (Aug 2017) Assessment Sheet,,,,,,local-authority-eng:MSU,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SS0864,"""LandnorthofGippingRoad,Westofrailwayline,GreatBlakenham""",http://baberghmidsuffolk.opus4.co.uk/planning/localplan/maps/consultation#/x:612272/y:250494/z:11/b:14/o:1599,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,5,5,,,,See SHELAA (Aug 2017) Assessment Sheet,,,,,,local-authority-eng:BAB,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SS0754,"""Garages,ClaypitsAvenue,Bures St Mary""",,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
