address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,local-authority-eng:SKP,,not owned by a public authority,,,,,,,,2017-03-30,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SKB0001,"""Mercury Garage, 185 Moss Lane, Bramhall, Stockport, SK7 1BA""",https://www.stockport.gov.uk/brownfield/brownfield-land-register,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,184,184,,,,,,,,,,local-authority-eng:SKP,,not owned by a public authority,,,,,,,,2017-01-03,,permissioned,Other,,,,,,,,,,,,,,,,,,,,,,SKB0002,"""Sim Chem House, Warren Road, Cheadle Hulme, Stockport, SK8 5BR""",https://www.stockport.gov.uk/brownfield/brownfield-land-register,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,local-authority-eng:SKP,,not owned by a public authority,,,,,,,,2016-02-09,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SKB0003,"""101-107 Buxton Road, Heaviley, Stockport, SK2 6LR""",https://www.stockport.gov.uk/brownfield/brownfield-land-register,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,local-authority-eng:SKP,,not owned by a public authority,,,,,,,,2016-10-03,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SKB0004,"""15-17 Bridge Street, Stockport, SK1 1XR""",https://www.stockport.gov.uk/brownfield/brownfield-land-register,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,local-authority-eng:SKP,,not owned by a public authority,,,,,,,,2016-11-13,,permissioned,Other,,,,,,,,,,,,,,,,,,,,,,SKB0005,"""250 Wellington Road South, Heaviley, Stockport, SK2 6NW""",https://www.stockport.gov.uk/brownfield/brownfield-land-register,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,22,22,,,,,,,,,,local-authority-eng:SKP,,not owned by a public authority,,,,,,,,2015-04-28,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SKB0006,"""2-6 Churchgate, Town Centre, Stockport, SK1 1YA""",https://www.stockport.gov.uk/brownfield/brownfield-land-register,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,local-authority-eng:SKP,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SKB0007,"""265 Edgeley Road, Edgeley, Stockport, SK3 0TR""",https://www.stockport.gov.uk/brownfield/brownfield-land-register,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,21,21,,,,,,,,,,local-authority-eng:SKP,,not owned by a public authority,,,,,,,,2016-07-04,,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,SKB0008,"""32-36 Lower Hillgate, Stockport, SK1 1JE""",https://www.stockport.gov.uk/brownfield/brownfield-land-register,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,67,67,,,,,,,,,,local-authority-eng:SKP,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SKB0009,"""Adswood Road/Siddington Avenue, Stockport, SK3 8LF""",https://www.stockport.gov.uk/brownfield/brownfield-land-register,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,35,35,,,,,,,,,,local-authority-eng:SKP,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SKB0010,"""Adswood Road/Stockholm Road (north of), Stockport, SK3 9QT""",https://www.stockport.gov.uk/brownfield/brownfield-land-register,,,21/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
