address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,13,13,,,,"Planning consent has been implemented, but work is on hold.",,,,,,local-authority-eng:EXE,,,,,,,,,,2011-09-22,,permissioned,,,,,,,,,,,,,,,,,,,,,,,,"102-104 Fore Street (1st, 2nd and 3rd floors only)",https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,13,13,,,,"Planning consent has been implemented, but work is on hold.",,,,,,local-authority-eng:EXE,,,,,,,,,,2013-02-14,,permissioned,,,,,,,,,,,,,,,,,,,,,,,,"130 Fore Street (1st, upper 1st, 2nd and 3rd floors only)",https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,24,24,,,,,,,,,,local-authority-eng:EXE,,,,,,,,,,2017-04-21,,permissioned,,,,,,,,,,,,,,,,,,,,,,,,"1-6 North Street, 182-183, 185 and 186 Fore Street (1st, 2nd, 3rd, 4th and 5th floors only)",https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,13,13,,,,,,,,,,local-authority-eng:EXE,,,,,,,,,,2017-11-21,,pending decision,,,,,,,,,,,,,,,,,,,,,,,,"The Courtyard, 48 New North Road",https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,3.58,,,,,,,,,,,,,,,,,,146,146,,,,,,,,,,local-authority-eng:EXE,,,,,,,,,,2018-06-28,,permissioned,,,,,,,,,,,,,,,,,,,,,,,,"Exeter Royal Academy for Deaf Education, Topsham Road",https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local-authority-eng:EXE,,,,,,,,,,2019-01-07,,pending decision,,,,,,,,,,,,,,,,,,,,,,,,"Former Exwick Middle School, Higher Exwick Hill",https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local-authority-eng:EXE,,,,,,,,,,2019-01-07,,pending decision,,,,,,,,,,,,,,,,,,,,,,,,"Former Foxhayes Infant School, Gloucester Road",https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,local-authority-eng:EXE,,,,,,,,,,2018-10-03,,permissioned,,,,,,,,,,,,,,,,,,,,,,,,Land r/o 94-106 Thornpark Rise,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,local-authority-eng:EXE,,,,,,,,,,2015-10-15,,permissioned,,,,,,,,,,,,,,,,,,,,,,,,"9a North Street (1st, 2nd and 3rd floors only)",https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,27,27,,,,,,,,,,local-authority-eng:EXE,,,,,,,,,,2017-10-04,,permissioned,,,,,,,,,,,,,,,,,,,,,,,,35-37 Sidwell Street and land r/o 32-34 Sidwell Street (1st and 2nd floors only),https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
