address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,18/12/2017,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,8,8,,,,07/00366/FL,,,,,,local-authority-eng:SCE,,not owned by a public authority,,,,,,,,2007-05-31,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BR-001,"53 - 57 Sandside, Scarborough",https://tinyurl.com/ya8rgrxf,,,18/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,19/12/2017,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,12,12,,,,08/00193/FL,,,,,,local-authority-eng:SCE,,not owned by a public authority,,,,,,,,2008-03-31,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BR-002,"Former St Thomas Hospital, 11 Foreshore Road, Scarborough",https://tinyurl.com/y7rmwntr,,,18/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,6,6,,,,10/00521/FL,,,,,,local-authority-eng:SCE,,not owned by a public authority,,,,,,,,2010-10-07,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BR-003,"Former St Johns Church, Globe Street, Scarborough",https://tinyurl.com/yapdfb6n,,,18/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2017,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,9,9,,,,15/01265/FL,,,,,,local-authority-eng:SCE,,not owned by a public authority,,,,,,,,2015-08-18,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BR-004,"Churchills, 1 Montpellier Terrace, Weaponness",https://tinyurl.com/y72gdlhr,,,18/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,22/12/2017,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,14,14,,,,15/02152/P3JPA,,,,,,local-authority-eng:SCE,,not owned by a public authority,,,,,,,,2005-12-07,,permissioned,other,,,,,,,,,,,,,,,,,,,,,,BR-005,"Yorkshire Regional Newspapers Ltd, 17 - 23 Aberdeen Walk, Scarborough",https://tinyurl.com/y9zbjwyd,,,18/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,23/12/2017,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,8,8,,,,16/01872/P3O,,,,,,local-authority-eng:SCE,,not owned by a public authority,,,,,,,,2016-11-01,,permissioned,other,,,,,,,,,,,,,,,,,,,,,,BR-006,"First Floor, 11-25 Northway, Scarborough",https://tinyurl.com/y88hm88w,,,18/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/12/2017,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,5,5,,,,16/02335/FL,,,,,,local-authority-eng:SCE,,not owned by a public authority,,,,,,,,2016-12-23,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BR-007,"Lysander Hotel, 22 Weydale Avenue, Scarborough",https://tinyurl.com/y8f9r3y8,,,18/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,25/12/2017,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,6,6,,,,17/00052/P3O,,,,,,local-authority-eng:SCE,,not owned by a public authority,,,,,,,,2017-02-20,,permissioned,other,,,,,,,,,,,,,,,,,,,,,,BR-008,"Housing Advice Resource Centre, 22 Victoria Road, Scarborough",https://tinyurl.com/y83uyc5c,,,18/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,26/12/2017,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,9,9,,,,17/00038/P3O,,,,,,local-authority-eng:SCE,,not owned by a public authority,,,,,,,,2017-02-20,,permissioned,other,,,,,,,,,,,,,,,,,,,,,,BR-009,"First Floor Above 1 - 9, 27 - 37 Northway And 81 Westborough, Scarborough",https://tinyurl.com/ybgaykhs,,,18/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,27/12/2017,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,8,8,,,,17/00069/FL,,,,,,local-authority-eng:SCE,,not owned by a public authority,,,,,,,,2017-03-29,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BR-010,"1 Esplanade, Whitby",https://tinyurl.com/y7pvs2qg,,,18/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,28/12/2017,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,16,16,,,,17/00293/FL,,,,,,local-authority-eng:SCE,,not owned by a public authority,,,,,,,,,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BR-011,"The Breece, West Street, Scarborough",https://tinyurl.com/y7gd6fom,,,18/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,29/12/2017,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,8,8,,,,15/02420/RM,,,,,,local-authority-eng:SCE,,not owned by a public authority,,,,,,,,2016-02-18,,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,BR-012,"LPG Depot, Church Hill, Reighton",https://tinyurl.com/ybqeymbz,,,18/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,30/12/2017,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,8,8,,,,07/01207/FL,,,,,,local-authority-eng:SCE,,not owned by a public authority,,,,,,,,2007-10-18,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BR-013,"Land Adjacent 25 Holbeck Hill, Weaponness, Scarborough",https://tinyurl.com/yagga45a,,,18/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/12/2017,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,11,11,,,,08/01544/FL,,,,,,local-authority-eng:SCE,,not owned by a public authority,,,,,,,,2008-12-03,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BR-014,"94 Filey Road, Weaponness, Scarborough",https://tinyurl.com/yd52nzuc,,,18/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,01/01/2018,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,9,9,,,,12/01405/FL,,,,,,local-authority-eng:SCE,,not owned by a public authority,,,,,,,,2013-04-18,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BR-015,"80 Commercial Street, Scarborough",https://tinyurl.com/ycebangh,,,18/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
