address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-16,,,,,,,,,,,,,,5.70,,,,,,,,,,,,,,,,,,500,500,,,,"Part permissioned as applications only received for parts of the site - i.e. West Herts College, Forum, Land around Forum. Outline planning permission granted for latter on 29/06/15. Full planning permission granted for Forum on 10/02/15",,,,,,local-authority-eng:DAC,,owned by a public authority,,,,,,,,2017-03-17,http://www.dacorum.gov.uk/brownfield-land-register,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR/001,West Herts College site and Civic Zone Marlowes,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-16,,,,,,,,,,,,,,11.71,,,,,,,,,,,,,,,,,,400,400,,,,Application has expired,,,,,,local-authority-eng:DAC,,owned by a public authority,,,,,,,,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/002,Hemel Hempstead Hospital site Hillfield Road,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-16,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,75,75,,,,4/00987/17/MFA withdrawn at last second,,,,,,local-authority-eng:DAC,,mixed ownership,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/003,Paradise/Wood Lane Hemel Hempstead,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-16,,,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,,,,140,140,,,,,,,,,,local-authority-eng:DAC,,mixed ownership,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/004,Hemel Hempstead Station Gateway Station Road,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-16,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,30,30,,,,,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/005,Gossoms End / Billet Lane Berkhamsted,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-16,,,,,,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,23,23,,,,Application has expired,,,,,,local-authority-eng:DAC,,owned by a public authority,,,,,,,,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/006,Berkhamsted Civic Centre and land to rear of High Street Berkhamsted,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-16,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:DAC,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/007,Market Square Hemel Hempstead,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-16,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/008,Land rear of 186-202 Belswains Lane,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-16,,,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,,,,350,350,,,,,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BLR/009,National Grid land 339-353 London Road Hemel Hempstead,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-16,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,30,30,,,,Part permissioned as application not received for remaining part of site. Full Permission granted for Drew House and the Factory on 21/08/15,,,,,,local-authority-eng:DAC,,not owned by a public authority,,,,,,,,2016-04-12,http://www.dacorum.gov.uk/brownfield-land-register,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BLR/010,Ebberns Road Hemel Hempstead,https://goo.gl/,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
