address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-27,,,,,,,,,,,,,,3.41,,,,,,,,,,,,,,,,,,50,50,,,,Redevelopment will need to particularly consider the implications of being located within the AONB and the Bat Consultation Zone. It should also satisfy relevant Cheddar Neighbourhood Plan policies (now adopted).,,,,,,local-authority-eng:SEG,,not owned by a public authority,,,,,,,,,http://www.sedgemoor.gov.uk/Planning_Online/Details.aspx?App=17/18/00073,pending decision,,,,,,,,,,,,,,,,,,,,,,,H252a,"Yeo Valley, Axbridge Road",http://webmaps.sedgemoor.gov.uk/connect/analyst/mobile/#/main?mapcfg=brownfield_register&x=344606.27&y=154674.83&zoom=10,,,2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-27,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,28,28,,,,Existing extant consent reference 08/18/00142.,,,,,,local-authority-eng:SEG,,not owned by a public authority,,,,,,,,2018-10-19,http://www.sedgemoor.gov.uk/Planning_Online/Details.aspx?App=08/18/00142,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,H255,"Land between 21 and 35 Monmouth Street and to the rear of, Church Street, Bridgwater",http://webmaps.sedgemoor.gov.uk/connect/analyst/mobile/#/main?mapcfg=brownfield_register&x=330337.75&y=137233.13&zoom=10,,,2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-27,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,10,10,,,,Application 08/17/00172 consented.,,,,,,local-authority-eng:SEG,,not owned by a public authority,,,,,,,,2017-12-22,http://www.sedgemoor.gov.uk/Planning_Online/Details.aspx?App=08/17/00172,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,H260a,"83-89 Bath Road, Bridgwater",http://webmaps.sedgemoor.gov.uk/connect/analyst/mobile/#/main?mapcfg=brownfield_register&x=330694.25&y=137634.02&zoom=10,,,2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-27,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,25,6,,,,08/11/00244 for 6 dwellings now expired but site is still actively promoted with potential for higher numbers.,,,,,,local-authority-eng:SEG,,not owned by a public authority,,,,,,,,,http://www.sedgemoor.gov.uk/Planning_Online/Details.aspx?App=08/11/00244,not permissioned,,,,,,,,,,,,,,,,,,,,,,,H262,"On land at, The Old Tile Works, All Saints Terrace, Bridgwater, TA6 5JQ",http://webmaps.sedgemoor.gov.uk/connect/analyst/mobile/#/main?mapcfg=brownfield_register&x=330774.05&y=136783.13&zoom=10,,,2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-27,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,22,22,,,,Existing extant consent reference 08/15/00196.,,,,,,local-authority-eng:SEG,,not owned by a public authority,,,,,,,,2016-09-23,http://www.sedgemoor.gov.uk/Planning_Online/Details.aspx?App=08/15/00196,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,H265b,"The Hope Inn, 80-82 Taunton Road, Bridgwater, TA6 6AF",http://webmaps.sedgemoor.gov.uk/connect/analyst/mobile/#/main?mapcfg=brownfield_register&x=330112.73&y=136322.8&zoom=10,,,2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-27,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,100,100,,,,Application 08/16/00165 for 159 dwellings also includes adjacent areas considered to be greenfield. The brownfield element amounts to approximately 100 dwellings.,,,,,,local-authority-eng:SEG,,owned by a public authority,,,,,,,,2018-02-01,http://www.sedgemoor.gov.uk/Planning_Online/Details.aspx?App=08/16/00165,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,H266a,"Former Bridgwater Cattle Market, Bath Road, Bridgwater",http://webmaps.sedgemoor.gov.uk/connect/analyst/mobile/#/main?mapcfg=brownfield_register&x=330717.35&y=137784.72&zoom=10,,,2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-27,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,13,13,,,,Refer to East of A38 Development Brief for further information.,,,,,,local-authority-eng:SEG,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,H266b,"Former abattoir site, Bath Road, Bridgwater",http://webmaps.sedgemoor.gov.uk/connect/analyst/mobile/#/main?mapcfg=brownfield_register&x=330800.45&y=137857.17&zoom=10,,,2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-27,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,29,29,,,,Outline consent reference 08/18/00114 pending determination.,,,,,,local-authority-eng:SEG,,not owned by a public authority,,,,,,,,,http://www.sedgemoor.gov.uk/Planning_Online/Details.aspx?App=08/18/00114,pending decision,,,,,,,,,,,,,,,,,,,,,,,H268,"The Mill (formerly Bigwood & Staple), Church Street, Bridgwater",http://webmaps.sedgemoor.gov.uk/connect/analyst/mobile/#/main?mapcfg=brownfield_register&x=330183.93&y=137390.1&zoom=10,,,2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-27,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,3,3,,,,Existing extant consent reference 08/16/00009.,,,,,,local-authority-eng:SEG,,owned by a public authority,,,,,,,,2016-11-08,http://www.sedgemoor.gov.uk/Planning_Online/Details.aspx?App=08/16/00009,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,H275,"Former Bridgwater Community Hospital, Salmon Parade, Bridgwater, TA6 5AH",http://webmaps.sedgemoor.gov.uk/connect/analyst/mobile/#/main?mapcfg=brownfield_register&x=330194.58&y=137004.07&zoom=10,,,2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-27,,,,,,,,,,,,,,2.57,,,,,,,,,,,,,,,,,,95,95,,,,Existing extant consent reference 11/17/00121.,,,,,,local-authority-eng:SEG,,not owned by a public authority,,,,,,,,2018-02-21,http://www.sedgemoor.gov.uk/Planning_Online/Details.aspx?App=11/17/00121,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,H280a,"Land at, Newtown Road, Highbridge",http://webmaps.sedgemoor.gov.uk/connect/analyst/mobile/#/main?mapcfg=brownfield_register&x=331501.46&y=147395.89&zoom=10,,,2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,
