address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-31,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,25,25,,,,Allocated in CLLP (CL1217),,,,,,local-authority-eng:WLI,,,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,1,"Tesco Car Park, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,2017-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-31,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,34,34,,,,Allocated in CLLP (CL1244),,,,,,local-authority-eng:WLI,,,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,2,"Site between Wembley/Hickman Street, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,2017-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-31,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,83,83,,,,Allocated in CLLP (CL1246),,,,,,local-authority-eng:WLI,,,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,3,"West of Primrose Street, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,2017-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-31,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,25,25,,,,Allocated in CLLP (CL1247),,,,,,local-authority-eng:WLI,,,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,4,"Land enclosed by Thornton Street, Bridge Sreet, King Street and Bridge Road, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,2017-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-31,,,,,,,,,,,,,,3.98,,,,,,,,,,,,,,,,,,112,112,,,,Allocated in CLLP (CL1248),,,,,,local-authority-eng:WLI,,,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,5,"Middlefield School of Technology, Middlefield Lane, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,2017-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-31,,,,,,,,,,,,,,3.03,,,,,,,,,,,,,,,,,,114,114,,,,Allocated in CLLP (CL1253),,,,,,local-authority-eng:WLI,,,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,6,"Sinclairs, Ropery Road, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,2017-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-31,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,53,53,,,,Allocated in CLLP (CL1271) / full planning permission (125240),,,,,,local-authority-eng:WLI,,,,,,,,,,2011-07-15,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,7,"Land north of Northholme, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,2017-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-31,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,48,48,,,,Allocated in CLLP (CL1610) / Site has planning permission (137322) for a temporary car park (3 years) which expires 10/04/2021,,,,,,local-authority-eng:WLI,,,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,8,"Land between North Street and Church Street, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,2017-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-31,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,39,39,,,,Allocated in CLLP (CL1984 - in part) / full planning permission (136488),,,,,,local-authority-eng:WLI,,,,,,,,,,2017-10-13,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,9,"Land at Spring Gardens (Marshalls Rise), Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,2018-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-31,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,30,30,,,,Allocated in CLLP (CL4663),,,,,,local-authority-eng:WLI,,,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,10,"Neighbourhood Plan Allocation D - All Saints Lane, Nettleham",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,2017-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,
