address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,19,19,,,,Deliverable within 4 years. 18/07/17. 24/08/18.,,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0001,"""Wickford Car Park, rear of High Street and Ladygate Centre""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8535&p=0,,,18/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,37,28,,,,Deliverable within 4 years. 19/07/17. 24/08/18.,,,,,,local-authority-eng:BAI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0002,"""Car park 14, Laindon Link, South West of Roundacre, SS15 5UN""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8536&p=0,,,19/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,3.52,,,,,,,,,,,,,,,,,,80,80,,,,Permission already granted for a mixed scheme including housing which this site forms only a part of. Work commenced. Deliverable within 3 years. Only to be removed once completed. 19/07/17. 24/08/18.,,,,,,local-authority-eng:BAI,,not owned by a public authority,,,,,,,,2015-08-27,https://planning.basildon.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,BAS0003,"""Land north of Dry Street (Area of Special Reserve – Saved Policy BAS S3)""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8537&p=0,,,19/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,3.49,,,,,,,,,,,,,,,,,,150,150,,,,Permission for housing granted for which this site forms only a part of. Works commenced. Only to be removed once completed. Deliverable within 5 years. 19/07/17. 24/08/18.,,,,,,local-authority-eng:BAI,,not owned by a public authority,,,,,,,,2017-07-13,https://planning.basildon.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,BAS0004,"""Thurrock and Basildon College Nethermayne Campus""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8538&p=0,,,19/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,20,13,,,,Site area from HELAA reduced to Brownfield land only. Deliverable within 4 years. 19/07/17. 24/08/18.,,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0005,"""Community Hall off Witchards and Open Space rear of 26-45 Gun Hill Place and rear of 41-58 Wickham Place, Kingswood""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8539&p=0,,,19/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,19,5,,,,Deliverable within 3 years. 19/07/17. 24/08/18.,,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0006,"""Basildon Integrated Support Service (Lincewood County Infants School Annexe) High Road, Langdon Hills""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8540&p=0,,,19/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,,,,,82,52,,,,Site area from HELAA reduced to Brownfield land only. Deliverable within 5 years. 20/07/17. 24/08/18.,,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0007,"""Former Fryerns School and Social Services Offices, Broadmayne, Craylands, Basildon""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8541&p=0,,,19/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,84,84,,,,Site area amended to match pp. Permission for housing granted and works commenced. Only to be removed once completed. Deliverable within 3 years. 20/07/17. 24/08/18.,,,,,,local-authority-eng:BAI,,not owned by a public authority,,,,,,,,2007-05-24,https://planning.basildon.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BAS0008,"""1-31 Runwell Road, Wickford""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8542&p=0,,,19/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,26,8,,,,Site area from HELAA reduced to Brownfield land only. Deliverable within 3 years. 20/07/17. 24/08/18.,,,,,,local-authority-eng:BAI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0010,"""Dipple Medical Centre and land east of Medical Centre, rear of 2-22 Gifford Green""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8544&p=0,,,20/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,23,16,,,,Site area from HELAA reduced to Brownfield land only. Deliverable within 4 years. 21/07/17. 24/08/18.,,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0011,"""The Wickford Education Centre, Alderney Gardens, Wickford""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8545&p=0,,,21/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,6,6,,,,Permission for housing granted on part of the site. Works commenced. Only to be removed once completed. Deliverable within 1 year. 21/07/17. 24/08/18.,,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,2017-04-24,https://planning.basildon.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BAS0012,"""Land at 157-167 Nevendon Road, Wickford""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8546&p=0,,,21/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,5.78,,,,,,,,,,,,,,,,,,224,224,,,,Site area amended to match pp. Planning Permission granted. Expires 04/10/2020. Only to be removed once expired or completed. Deliverable within 6 years. 24/10/17. 24/08/18.,,,,,,local-authority-eng:BAI,,,,,,,,,,2017-10-04,https://planning.basildon.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BAS0013,"""Laindon Town Centre/shopping centre, Laindon High Road""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8547&p=0,,,21/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,10,8,,,,Site area from HELAA reduced to Brownfield land only.  Deliverable within 6 years. 25/07/17. 24/08/18.,,,,,,local-authority-eng:BAI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0014,"""Alpha Garden Centre, London Road, Wickford""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8548&p=0,,,21/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,5,5,,,,Site area from HELAA reduced to Brownfield land only.  Deliverable within 6 years. 25/07/17. 24/08/18.,,,,,,local-authority-eng:BAI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0015,"""Basildon zoo site, London Road, Vange""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8549&p=0,,,25/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,5,5,,,,Deliverable within 6 years. 1no. existing dwelling. 26/07/17. 24/08/18.,,,,,,local-authority-eng:BAI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0017,"""Land at junction of Pound Land and Clarence Road, Basildon""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8551&p=0,,,26/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,1,1,,,,Deliverable within 6 years. 1no. existing dwelling. 31/07/17. 24/08/18.,,,,,,local-authority-eng:BAI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0018,"""Land south of Clarence Road, Bowers Gifford, Basildon""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8552&p=0,,,31/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,8,8,,,,Deliverable within 6 years. 1no. existing dwelling. 02/08/17. 24/08/18.,,,,,,local-authority-eng:BAI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0019,"""Land at The Elms, Cranfield Park Road, Wickford, SS12 9EP""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8553&p=0,,,02/08/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,2,2,,,,Deliverable within 6 years. 1no. existing dwelling. LDC granted for land use. 07/08/17. 24/08/18.,,,,,,local-authority-eng:BAI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0021,"""245 Pound Lane, Bowers Gifford""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8555&p=0,,,07/08/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,20,20,,,,Planning Permission granted. Works commenced. Only to be removed once completed. Deliverable within 2 years. 07/08/17. 24/08/18.,,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,2017-01-24,https://planning.basildon.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BAS0022,"""Land at Long Lynderswood, Basildon. SS15 5UN""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8556&p=0,,,07/08/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,-15,-15,,,,"Planning Permission granted. Works have commenced, Only to be removed once completed. 30no. existing dwellings. Deliverable within 2 years. 07/08/17. 24/08/18.",,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,2017-02-15,https://planning.basildon.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BAS0023,"""1-30 Roman Way, Billericay. CM12 9LJ""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8557&p=0,,,07/08/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,4,4,,,,Planning Permission granted. Works have not commenced and permission expires 24/04/2020. Only to be removed once completed or expired.  Deliverable within 1 year. 07/08/17. 24/08/18.,,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,2017-04-24,https://planning.basildon.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BAS0024,"""Land north west of 40-48 Cedar Avenue, Wickford""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8558&p=0,,,07/08/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,5,5,,,,Planning permission granted. Works have not commenced and permission expires 8/11/20. Deliverable within 1 year. 09/11/17. 24/08/18.,,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,2017-11-08,https://planning.basildon.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BAS0025,"""35 Glenmere, Basildon. SS16 4QR""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8559&p=0,,,07/08/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,16,7,,,,Deliverable within 4 years. 7no. existing dwellings. 07/08/17. 24/08/18.,,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0026,"""Land including 1-35 Littlethorpe, Basildon. SS16 4LH""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8560&p=0,,,07/08/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2018,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,31,17,,,,Deliverable within 4 years. 07/08/17. 24/08/18.,,,,,,local-authority-eng:BAI,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,BAS0027,"""Pitsea Housing Office/The Place, Northlands Pavement, Basildon. SS13 3DU""",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8561&p=0,,,07/08/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
