OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/peterborough,PDL/0001/17,"Land To The Rear Of 105, Oxney Road, Peterborough",-0.209359,52.589761,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N3VCML0CW00,2.8,,,permissioned,,,,8,8,,,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/unitary-authority/peterborough,PDL/0002/17,"16-18 Manor House Street, Peterborough",-0.242821,52.577342,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N4EVML0CW00,0.7,,,permissioned,,,,6,6,,,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/unitary-authority/peterborough,PDL/0003/17,"3-7 Oxford Road, Millfield, Peterborough, PE1 3BL",-0.246281,52.588264,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N5U4ML0CW00,1.3,,,permissioned,,,,8,8,,,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/unitary-authority/peterborough,PDL/0004/17,"38 Elm Street, Woodston, Peterborough",-0.246721,52.561333,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N6A0ML0CW00,0.9,,,permissioned,,,,10,10,,,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/unitary-authority/peterborough,PDL/0005/17,"659 Lincoln Road, Peterborough, PE1 3HA",-0.256084,52.59383,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N7BTML0CW00,1.9,,,permissioned,,,,23,23,,,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/unitary-authority/peterborough,PDL/0006/17,"78 High Street, Eye, Peterborough, PE6 7UY",-0.193822,52.608586,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N7JDML0CW00,1.9,,,permissioned,,,,5,5,,,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/unitary-authority/peterborough,PDL/0007/17,"83 Oxney Road, Peterborough, PE1 5NG",-0.2118,52.588917,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N7O9ML0CW00,1.6,,,permissioned,,,,5,5,,,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/unitary-authority/peterborough,PDL/0008/17,"85 Park Road, Peterborough",-0.241319,52.578003,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N8E2ML0CW00,0.3,,,permissioned,,,,6,6,,,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/unitary-authority/peterborough,PDL/0009/17,"Land Adjacent To 39-41 Station Road, Thorney, Peterborough",-0.10739,52.624409,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N8LYML0CW00,4.7,,,permissioned,,,,9,9,,,2017-12-19,2017-12-19,
http://opendatacommunities.org/id/unitary-authority/peterborough,PDL/0010/17,"British Sugar, Oundle Road, Woodston, Peterborough, PE2 9AY",-0.259204,52.563163,https://planpa.peterborough.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P0N92GML0CW00,24.6,,,not permissioned,,,,70,70,,,2017-12-19,2017-12-19,
