OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/norwich,,"Two sites at Hurricane Way, Airport Industrial Estate, Norwich",1.28654,52.666335,,2.02,,,,,,,,,,Proposed allocated site in draft GNLP for 30 dwellings,2017-12-31,2019-12-13,
http://opendatacommunities.org/id/district-council/norwich,,"Start Rite Factory Site, 28 Mousehold Lane, Norwich NR7 8HE",1.312351,52.64949,,0.86,,,,,,,,,,Proposed allocated site in draft GNLP for 40 dwellings,2017-12-31,2019-12-13,
http://opendatacommunities.org/id/district-council/norwich,,"297 Aylsham Road/Land at Arminghall Close, Norwich",1.281767,52.651403,,2.27,,,,,,,,,,Part implemented (LIDL store),2017-12-31,2019-12-13,
http://opendatacommunities.org/id/district-council/norwich,,"Land At Corner Of Knox Road and Plumstead Road, Norwich NR1 4LQ",1.320005,52.634976,,0.21,,,,,,,,,,"""For planning history search for '16/01354/O and 18/00727/F' at link provided""",2017-12-31,2019-12-13,
http://opendatacommunities.org/id/district-council/norwich,,"Former Church, Heartsease Lane, Norwich",1.325971,52.642093,,2.44,,,,,,,,,,"Planning permission granted for ""Construction of new church auditorium with associated children and youth facilities, nursery and car parking with external works and new pedestrian access. (19/00007/F) but not yet implemented""",2017-12-31,2019-12-13,
http://opendatacommunities.org/id/district-council/norwich,,"126-128 Barrack Street, Norwich",1.30478,52.636553,,0.11,,,,,,,,,,"""For planning history search for '06/00964/F' at the first link provided.""",2017-12-31,2019-12-18,
http://opendatacommunities.org/id/district-council/norwich,,"Bartram Mowers Ltd, Land West of Blubell Road, Norwich",1.247844,52.610735,,5.47,,,,,,,,,,"15/01646/F - complete
Application currently pending for 32 bungalows and 22 apartments (19/00911/F)
Proposed allocated site in draft GNLP for 60 units",2017-12-31,2019-12-13,
http://opendatacommunities.org/id/district-council/norwich,,"Norfolk Learning Difficulties Centre, Ipswich Road, Norwich",1.278158,52.603576,,0.78,,,,,,,,,,Proposed allocated site in draft GNLP for 15 units.,2017-12-31,2019-12-13,
http://opendatacommunities.org/id/district-council/norwich,,"Land North Side Of Windmill Road, Norwich",1.309606,52.650143,,0.19,,,,,,,,,,"""For planning history search for '14/00847/F' at link provided""",2017-12-31,2019-12-13,
http://opendatacommunities.org/id/district-council/norwich,,"John Youngs Limited, 24 City Road, Norwich NR1 3AN",1.299689,52.619598,,0.89,,,,,,,,,,"""Higher density scheme of 75 dwellings may be needed to allow the site to be developed""
Proposed allocated site in draft GNLP for 45 units",2017-12-31,2019-12-13,
