OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 3,,,,,1.24,,,not permissioned,,,,,,,See constraints column for further information.,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 5,,,,,0.76,,,not permissioned,,,,,,,"See constraints column for further information.  Part of the site is required for community use, giving a net site area is approx 0.5 ha.",2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 14,,,,,0.14,,,permissioned,,,,,,,See planning history and constraints columns for further information,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 101,,,,,0.99,,,permissioned,,,,,,,See planning history and constraints columns for further information,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 102,,,,,1.56,,,permissioned,,,,,,,See planning history and constraints columns for further information,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 111,,,,,0.1,,,permissioned,,,,,,,See planning history and constraints columns for further information.  Consent relates to purpose built student accommodation.,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 118,,,,,0.12,,,permissioned,,,,,,,See planning history and constraints columns for further information,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 124,,,,,0.04,,,permissioned,,,,,,,See planning history and constraints columns for further information,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 131,,,,,0.08,,,not permissioned,,,,,,,See constraints column for further information. Part of site is not in public ownership.,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 336,,,,,0.07,,,permissioned,,,,,,,See planning history and constraints columns for further information,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 345,,,,,0.03,,,permissioned,,,,,,,See planning history and constraints columns for further information,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 350,,,,,0.05,,,permissioned,,,,,,,See planning history and constraints columns for further information,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 378,,,,,0.02,,,permissioned,,,,,,,See planning history and constraints columns for further information.  Consent relates to purpose built student accommodation only.,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA site 381,,,,,0.17,,,pending decision,,,,,,,See planning history and constraints column.  Consent relates to purpose built student accommodation,3026-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 1906,,,,,0.12,,,permissioned,,,,,,,See planning history and constraints columns for further information,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 2084,,,,,0.24,,,permissioned,,,,,,,See planning history and constraints columns for further information,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 2088,,,,,0.18,,,permissioned,,,,,,,See planning history and constraints columns for further information,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 2089,,,,,0.32,,,pending decision,,,,,,,See planning history and constraints columns for further information,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 2159,,,,,0.11,,,permissioned,,,,,,,See planning history and constraints columns for further information,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 2178,,,,,0.03,,,permissioned,,,,,,,See planning history and constraints columns for further information,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 2187,,,,,0.58,,,permissioned,,,,,,,See planning history and constraints column.  Consent relates to purpose built student accommodation,2016-07-14,2016-07-14,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 2188,,,,,0.17,,,pending decision,,,,,,,See planning history and constraints columns.  Consent relates to purpose built student accommodation.,2016-08-01,2016-08-01,
http://opendatacommunities.org/id/district-council/exeter,SHLAA Site 2194,,,,,0.02,,,permissioned,,,,,,,See planning history and constraints columns for further information,2016-07-14,2016-07-14,
