OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/broxbourne,,BR01,"High Road Broxbourne, Broxbourne, EN10 7DD",-5.002568,54.685449,,6.093,owned by a public authority,,permissioned,,,,,,,,", Broxbourne School",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR02,"Park Lane Paradise, Cheshunt, EN7 6TD",-5.032888,54.666694,,2.238,not owned by a public authority,,permissioned,,,,,,,,", Cheshunt Park Farm",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR03,"Rosedale Way, Cheshunt, Waltham Cross, Hertfordshire, EN7 6HR",-5.048675,54.663744,,0.5224,owned by a public authority,,permissioned,,,,,,,,", Fourfields",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR04,"6 Windmill Lane, Cheshunt, EN8 9AA",-5.069064,54.679898,,0.158,owned by a public authority,,permissioned,,,,,,,,", Wolsey Hall",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR05,"Delamare Road, Cheshunt",-5.063678,54.684197,,12.46,not owned by a public authority,,not permissioned,,,,,,,,", Cheshunt Lakeside",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR06,"Bishops College, Churchgate, Cheshunt, EN8 9XG",-5.067554,54.671808,,1.911,owned by a public authority,,not permissioned,,,,,,,,", Broxbourne Borough Council Offices and Car Park",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR07,"Theobalds Lane, Cheshunt, Hertfordshire, EN8 8RU",-5.082967,54.674986,,5.304,owned by a public authority,,not permissioned,,,,,,,,", Cheshunt Football Club",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR08,"577-579 Goffs Lane, Goffs Oak, EN7 5HJ",-5.057745,54.649462,,1.883,not owned by a public authority,,not permissioned,,,,,,,,", South of Goffs Lane",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR09,"104 Cuffley Hill, Goffs Oak, EN7 5EY",-5.053771,54.641345,,1.208,not owned by a public authority,,not permissioned,,,,,,,,", CG Edwards",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR10,"Rye Road, Hoddesdon, EN11",-4.952312,54.705196,,0.5787,not owned by a public authority,,not permissioned,,,,,,,,", Turnford Surfacing Site",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR11,"Lord Street, Hoddesdon, EN11 8NL",-4.967868,54.687761,,0.3019,not owned by a public authority,,not permissioned,,,,,,,,", Rosehill Bowls Club",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR12,"Essex Road, Hoddesdon, EN11 0BX",-0.003161,51.763356,,0.908,not owned by a public authority,,permissioned,,,,,,,,", Oaklands Yard",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR13,"Amwell Street, Hoddesdon, EN11 8TS",-4.964369,54.694257,,0.3858,not owned by a public authority,,not permissioned,,,,,,,,", 19 Amwell Street and Scania House",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR14,"Police Station, High Street, Hoddesdon, EN11 8BJ",-4.978803,54.692968,,0.321,owned by a public authority,,not permissioned,,,,,,,,", Former Hoddesdon Police Station",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR15,"16 Westfield Road, Hoddesdon, EN11 8QX",-4.960994,54.689692,,1.272,,,not permissioned,,,,,,,,", Westfield Primary School",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR16,Waltham Cross,-5.09407,54.679603,,2.641,not owned by a public authority,,not permissioned,,,,,,,,", Northern High Street/Land Off Sturlas Way",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR17,"High Street, Waltham Cross, EN8 7BG",-5.087546,54.678699,,0.3539,owned by a public authority,,not permissioned,,,,,,,,", Theobalds Grove Station Cark Park",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR18,"High Road, Turnford, EN10  6DB",-0.026442,51.725307,,0.504,not owned by a public authority,,permissioned,,,,,,,,", New River Arms",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR19,"74 High Road, Wormley, EN10 6DU",-0.025184,51.729926,,0.076,not owned by a public authority,,permissioned,,,,,,,,", 74 High Road",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR20,"56-58 Turners Hill, Cheshunt, EN8 9BD",-0.034302,51.701339,,0.061,not owned by a public authority,,permissioned,,,,,,,,", 56-58 Turners Hill",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR21,"110 Turners Hill, Cheshunt, EN8 9BN",-0.033744,51.701528,,0.077,not owned by a public authority,,permissioned,,,,,,,,", 110 Turners Hill",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR22,"210A Windmill Lane, Cheshunt, EN8 9AF",-0.024402,51.703026,,0.022,not owned by a public authority,,permissioned,,,,,,,,", The Windmill",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR23,"134 Crossbrook Street, Cheshunt, EN8 8JH",-0.034247,51.697247,,0.042,not owned by a public authority,,permissioned,,,,,,,,", 134 Crossbrook Street",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR24,"90 Ware Road, Hoddesdon, EN11 9ET",-4.954404,54.693404,,0.148,not owned by a public authority,,permissioned,,,,,,,,", The Coach House",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR25,"Rear of 40 Park Lane, Waltham Cross, EN8 8BE",-5.095576,54.677982,,0.26,not owned by a public authority,,permissioned,,,,,,,,", Rear of 40 Park Lane",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR26,"75-81 High Street, Waltham Cross, EN8 7AF",-5.099954,54.679857,,0.076,not owned by a public authority,,permissioned,,,,,,,,", 75-81 High Street",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR27,"Fitzpatrick Contractors Ltd, Woollens Brook, Hertford Road, Hoddesdon, EN11 9BX",-4.951293,54.681333,,1.532,not owned by a public authority,,permissioned,,,,,,,,", Volker Fitzpatrick",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR28,"St Laurence Drive, Wormley, EN10 6LH",-0.024581,51.734448,,0.384,,,permissioned,,,,,,,,", Former Wormley Primary",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR29,"Trust Road, Waltham Cross, EN8 7HF",-5.098017,54.683754,,0.095,not owned by a public authority,,permissioned,,,,,,,,", Wellington House",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR30,"Cameron Drive, EN8 8BN",-0.040098,51.683083,,0.06,not owned by a public authority,,permissioned,,,,,,,,", Former Rivers Education Centre",,2020-06-25,
http://opendatacommunities.org/id/district-council/broxbourne,,BR31,"Cameron Drive, EN8 8BN",-0.040085,51.68337,,0.03,not owned by a public authority,,permissioned,,,,,,,,", Former Rivers Education Centre Car Park",,2020-06-25,
