address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,combined-authority,company,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,latitude,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,longitude,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,script,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,timestamp,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,DevelopmentDescription,SiteInformation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-025a,Hungate Development Site (Block G),-1.075113,53.959076,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.28,not owned by a public authority,,permissioned,reserved matters approval,2018-02-19,https://www.york.gov.uk/SearchPlanningApplications,196,196,196,yes,See planning application: 17/03032/REMM,21/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-025b,Hungate Development Site (Blocks  F & H),-1.075113,53.959076,https://www.york.gov.uk/downloads/download/4172/brownfield_register,1.2,not owned by a public authority,,permissioned,outline planning permission,2006-07-18,https://www.york.gov.uk/SearchPlanningApplications,280,280,280,yes,"See planning application: 15/01709/OUTM 
(N.B. Block F (101 units) now complete at November 2019)",21/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-025c,Hungate Development Site (Block D),-1.075113,53.959076,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.37,not owned by a public authority,,permissioned,full planning permission,2019-10-23,https://www.york.gov.uk/SearchPlanningApplications,196,196,196,yes,See planning application: 18/02946/FULM,,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-026,Simons Auto Services 17 Mansfield Street,-1.072744,53.961422,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.02,not owned by a public authority,,,full planning permission,2018-09-12,https://www.york.gov.uk/SearchPlanningApplications,10,10,10,yes,See planning application: 17/02991/FULM,20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-028,Bank of Scotland 6 Nessgate,-1.082219,53.957531,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.04,not owned by a public authority,,,other,2019-06-12,https://www.york.gov.uk/SearchPlanningApplications,16,16,16,yes,"See planning application: 19/00520/ORC
(supersedes previous application 17/02451/ORC)",20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-031,23 Piccadilly,-1.076786,53.956473,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.11,not owned by a public authority,,,other,2017-12-28,https://www.york.gov.uk/SearchPlanningApplications,24,24,24,yes,See planning application: 17/02624/ORC,20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-032,Nova 2 George Cayley Drive,-1.098274,53.986144,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.11,not owned by a public authority,,,full planning permission,2018-07-13,https://www.york.gov.uk/SearchPlanningApplications,9,9,9,yes,See planning application: 18/00739/FUL,20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-034,Land to West of Block D Aviator Court,-1.103014,53.9884,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.13,not owned by a public authority,,,full planning permission,2018-03-05,https://www.york.gov.uk/SearchPlanningApplications,6,6,6,yes,See planning application: 17/03067/FUL,20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-037,British Sugar Corporation Ltd Plantation Drive (CYC Boundary),-1.179838,51.202796,https://www.york.gov.uk/downloads/download/4172/brownfield_register,38.64,not owned by a public authority,,,outline planning permission,2018-09-28,https://www.york.gov.uk/SearchPlanningApplications,1100,1100,1100,yes,See planning application: 15/00524/OUTM,20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-038,Former Gas Works 24 Heworth Green (Phases I & II),-1.070045,53.964915,https://www.york.gov.uk/downloads/download/4172/brownfield_register,3.54,not owned by a public authority,,,other,,,336,336,336,yes,not permissioned,20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-039,Burnholme School,-1.048099,53.964078,https://www.york.gov.uk/downloads/download/4172/brownfield_register,1.9,owned by a public authority,,,other,,,72,72,72,yes,not permissioned,20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-040,Bootham Crescent Football Ground,-1.088298,53.969486,https://www.york.gov.uk/downloads/download/4172/brownfield_register,1.72,not owned by a public authority,,,other,,,86,86,86,yes,not permissioned,20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-041,Askham Bar Park&Ride,-1.11484,53.933436,https://www.york.gov.uk/downloads/download/4172/brownfield_register,1.57,owned by a public authority,,,other,,,60,60,60,yes,not permissioned,20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-042,Former Oak Haven EPH 144 Acomb Road,-1.118941,53.956376,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.33,owned by a public authority,,,other,,,56,56,56,yes,not permissioned,20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-043,Willow House EPH Long Close Lane,-1.071626,53.954789,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.2,owned by a public authority,,,other,,,15,15,15,yes,not permissioned,20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-044,Land at Layerthorpe,-1.071179,53.962596,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.2,not owned by a public authority,,,other,,,20,20,20,yes,not permissioned,20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-045,York Central Leeman Road,-1.094596,53.959521,https://www.york.gov.uk/downloads/download/4172/brownfield_register,35,not owned by a public authority,,,other,,,1700,1700,1700,yes,"not permissioned
(N.B. Planning application 18/01884/OUTM for major mixed use scheme approved at Planning Committee on 2019-03-25 awaiting legal agreement at November 2019)",20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-046b,Terry's Extension Site - Land to Rear of Factory,-1.089523,53.939853,https://www.york.gov.uk/downloads/download/4172/brownfield_register,1.3,not owned by a public authority,,,other,,https://www.york.gov.uk/SearchPlanningApplications,56,56,56,yes,18/02582/FULM submitted for 123 homes - not yet determined,20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-046c,Terry's Extension Site - Car Park,-1.086565,53.940675,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.6,not owned by a public authority,,,other,,,33,33,33,yes,not permissioned,20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-047,"Castle Mills Car Park
Piccadilly
York",-1.077239,53.955272,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.27,owned by a public authority,,,other,,,108,108,108,yes,not permissioned. Application 19/02415/FULM for 106 Apartments submitted by CYC in November 2019.,20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-048,"Site Of 17 To 21
Piccadilly
York",-1.077525,53.956803,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.11,owned by a public authority,,,other,,,23,23,23,yes,not permissioned,20/12/2018,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-049,Old Vic Guest House 2 Wenlock Terrace,-1.074706,53.946472,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.019,not owned by a public authority,,,full planning permission,2018-12-07,,8,8,8,yes,See planning application: 18/02340/FUL,18/12/2019,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-050,Quickslide Windows Direct 1 Redeness Street,-1.070114,53.962489,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.164,not owned by a public authority,,,full planning permission,2019-01-14,,32,32,32,yes,See planning application: 17/03027/FULM (won on appeal),18/12/2019,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-051,Macmillan Cancer Relief hamilton House 3 Fawcett Street,-1.075741,53.953409,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.04,not owned by a public authority,,,other,2019-03-25,,9,9,9,yes,See planning application: 19/00129/ORC,18/12/2019,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-052,Z Curry & Sons Ltd Workshop R/O 2 Hawthorne Street,-1.068734,53.963566,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.093,not owned by a public authority,,,full planning permission,2019-08-09,,10,10,10,yes,See planning application: 19/01328/FUL,18/12/2019,18/12/2019,,,
