OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/tendring,15/00578/FUL,"Sandles Inn, 26 Rosemary Road, Clacton On Sea, Essex CO15 1NZ",1.155063,51.7898,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NN3PR3QB0GD00,0.16,not owned by a public authority,,not permissioned,,,,23,23,,Demolition Completed,2018-01-15,2019-03-31,
http://opendatacommunities.org/id/district-council/tendring,15/00615/FUL,"20-20B Market Street, Harwich CO12 3DX",1.287475,51.946683,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NN9NLWQB0GS00,0.02,not owned by a public authority,,not permissioned,,,,3,3,,Planning Permission Expired,2018-01-15,2019-03-31,
http://opendatacommunities.org/id/district-council/tendring,17/01038/FUL,"27-31 High Street, Walton On The Naze, Essex CO14 8BN",1.269221,51.848691,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NN9NLWQB0GS00,0.07,not owned by a public authority,,permissioned,,,,8,8,,,2018-01-15,2018-03-31,
http://opendatacommunities.org/id/district-council/tendring,17/01048/FUL,"274 Harwich Road, Little Clacton, Clacton On Sea, Essex CO16 9PY",1.156553,51.841504,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OS5W9RQB0KO00,0.46,not owned by a public authority,,permissioned,,,,7,7,,,2018-01-15,2019-03-31,
http://opendatacommunities.org/id/district-council/tendring,16/01358/FUL,"7 Sea Pink Way, Jaywick, Essex CO15 2HQ",1.1166,51.77386,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OCS432QB0GS00,0.02,not owned by a public authority,,permissioned,,,,7,7,,,2018-01-15,2019-03-31,
http://opendatacommunities.org/id/district-council/tendring,11/01124/FUL,723 Main Road Harwich Essex,1.24416,51.930359,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=LRYT6ZQB07Y00,0.1,not owned by a public authority,,permissioned,,,,9,9,,Demolition Completed,2018-01-15,2019-03-31,
http://opendatacommunities.org/id/district-council/tendring,18/01010/FUL,"Land Site of Former Ramsey Primary School, Wix Road, Ramsey, Essex",1.209004,51.927368,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PAQ9HEQB0GI00,0.62,not owned by a public authority,,permissioned,,,,5,5,,,2018-01-15,2019-03-31,
http://opendatacommunities.org/id/district-council/tendring,17/01479/FUL,"2 High Street, Manningtree, Essex CO11 1AD",1.062428,51.945187,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OVUUROQB0LD00,0.04,not owned by a public authority,,permissioned,,,,7,7,,,2018-01-15,2019-03-31,
http://opendatacommunities.org/id/district-council/tendring,15/01791/FUL,"79 Stour Road, Harwich",1.283174,51.940989,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NYF3JHQB01U00,0.05,not owned by a public authority,,not permissioned,,,,8,8,,,2018-01-15,2019-03-31,
http://opendatacommunities.org/id/district-council/tendring,15/01634/FUL,"The Abbey, High Street, Mistley",1.07925,51.944433,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NWVIXSQB0JH00,0.21,not owned by a public authority,,not permissioned,,,,2,2,,,2018-01-15,2019-03-31,
http://opendatacommunities.org/id/district-council/tendring,16/01829/FUL,"The Carlton, Rosemary Road, Clacton On Sea, Essex",1.152654,51.789585,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OGF6UWQB0KO00,0.07,not owned by a public authority,,permissioned,,,,7,7,,Demolition  completed.,2018-01-15,2019-03-31,
http://opendatacommunities.org/id/district-council/tendring,14/01560/FUL,"Hamilton Lodge, Parsons Hill, Great Bromley",1.033342,51.889646,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NDSELDQB0G400,0.48,not owned by a public authority,,not permissioned,,,,8,8,,Planning Permission Expired,2018-01-15,2019-03-31,
http://opendatacommunities.org/id/district-council/tendring,16/00920/FUL,"32-37 Brooklands, Jaywick, Essex CO15 2JS",1.103189,51.772639,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O8T18DQB0JH00,0.05,not owned by a public authority,,permissioned,,,,9,9,,Demolition completed.,2017-12-29,2019-03-31,
http://opendatacommunities.org/id/district-council/tendring,14/01375/FUL,"3 Marine Parade East, Clacton-on-Sea, Essex CO15 1PT",1.154952,51.787942,https://idox.tendringdc.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NCANP0QB0G400,0.09,not owned by a public authority,,not permissioned,,,,14,14,,Demolition  completed.,2017-12-29,2019-03-31,
