OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/slough,br73,"7, Windsor Road, Slough, SL1 2DX",-0.595622,51.508443,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.04,,,permissioned,,,,19,0,,F/06466/009,2018-12-13,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br2,"Gibtel Transport Café, Colnbrook, SL3 8QG",-0.532473,51.488091,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.28,,,not permissioned,,,,0,0,,cfs99,2017-12-01,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br15,"Buckingham Gateway, 132-134, High Street, Slough, SL1 1HP",-0.593774,51.50858,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.51,,,not permissioned,,,,0,0,,PreApp/1192,2017-12-01,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br24,"Compuware Ltd, 163, Bath Road, Slough, SL1 4AA",-0.616346,51.512646,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.44,,,permissioned,,,,106,0,,P/04241/013,2017-12-01,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br51,"Slough Family Centre, Chalvey Park, Slough, SL1 2HX",-0.599408,51.507745,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.2,,,pending decision,,,,10,0,,P/16841/000,2018-12-13,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br56,"234-236, High Street, Slough, Berkshire, SL1 1JU",-0.588736,51.50749,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.06,,,pending decision,,,,0,0,,P/02418/036,2018-12-13,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br11,"Stoke Road Bus Depot, Stanley Cottages, SL2 5AQ",-0.592687,51.512908,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.54,mixed ownership,,not permissioned,,,,0,0,,cfs69,2017-12-01,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br64,"72-74, Stoke Road, Slough, SL1 5AP",-0.591337,51.515088,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.09,,,pending decision,,,,0,0,,P/00943/008,2018-12-13,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br1,Tower and Ashbourne House,-0.600187,51.508277,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,1.12,,,pending decision,,,,77,0,,S/00020/005,2017-12-01,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br31,"204-206, High Street, Slough, SL1 1JS",-0.59027,51.507599,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.26,,,pending decision,,,,78,0,,P/02683/013,2017-12-01,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br58,"64, Mill Street, Slough, SL2 5DH",-0.590479,51.513107,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.08,,,permissioned,,,,27,0,,P/00619/007,2018-12-13,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br65,"19-25, Lansdowne Avenue, Slough, Berkshire, SL1 3SG",-0.599785,51.511955,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.18,,,permissioned,,,,24,0,,P/01158/023,2018-12-13,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br47,"Maria Cowland Hall, Bower Way, SL1 5HX",-0.642355,51.517406,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.17,,,not permissioned,,,,0,0,,cfs53,2018-12-13,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br52,"Forward Building, 44-46, Windsor Road, Slough, SL1 2EJ",-0.596768,51.508266,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.07,,,pending decision,,,,14,0,,P/00669/016,2018-12-13,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br26,"Greenwatt Way, Slough, Berkshire, SL1 3SJ",-0.607499,51.505013,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.52,,,permissioned,,,,60,0,,"P/00322/023, P/00322/023",2017-12-01,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br57,"15-23, Church Street, Slough, Berkshire, SL1 2NL",-0.59334,51.507541,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.08,,,permissioned,,,,41,0,,P/01571/012,2018-12-13,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br33,"Akzo Nobel, Wexham Road, SL2 5DS",-0.579346,51.512442,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,12.77,,,not permissioned,,,,0,0,,cfs27,2017-12-01,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br34,"Rear of Atria House, 219, Bath Road, Slough, Slough, Slough, SL1 4AA",-0.624447,51.515012,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.85,,,pending decision,,,,0,0,,P/06954/030,2017-12-01,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br17,"Haymill Community Centre, Burnham Lane",-0.64527,51.525586,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,1.33,,,not permissioned,,,,0,0,,cfs42,2017-12-01,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br44,"Land at junction of, Herschel Street, Victoria Street",-0.592899,51.507356,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.11,,,not permissioned,,,,0,0,,PreApp/1112,2018-12-13,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br32,"Langley Business Centre, Station Road, SL3 8DS",-0.540919,51.506605,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,6.84,,,not permissioned,,,,0,0,,cfs13,2017-12-01,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br68,"277 & 279, High Street, Slough, SL1 1BN",-0.587453,51.507881,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.08,,,pending decision,,,,0,0,,P/01276/003,2018-12-13,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br22,"Gurney House, Upton Road, Slough, SL1 2AE",-0.583545,51.503901,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.37,,,permissioned,,,,10,0,,P/06350/001,2017-12-01,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br53,"Iceland Foods Plc, Farnburn Avenue, Slough, SL1 4XT",-0.616625,51.525381,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.09,,,permissioned,,,,13,0,,P/00419/017,2018-12-13,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br48,"174-178 High Street, Slough, SL1 1JP",-0.591822,51.508168,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.16,,,not permissioned,,,,0,0,,cfs66,2018-12-13,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br23,"47-58, Mill Street, Slough, Berkshire, SL2 5AD",-0.589468,51.514011,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.72,,,not permissioned,,,,0,0,,PreApp/00757,2017-12-01,2019-12-06,
http://opendatacommunities.org/id/unitary-authority/slough,br107,"Kingfisher Court, Farnham Road, Slough, SL2 1JF",-0.617689,51.528956,http://www.slough.gov.uk/connect/analyst/mobile/#/main?mapcfg=public_brownfield_register,0.04,,,permissioned,,,,10,0,,P/01935/046,2019-12-06,2019-12-06,
