address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,combined-authority,company,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,latitude,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,longitude,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,script,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,timestamp,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,DevelopmentDescription,SiteInformation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/windsor-and-maidenhead,,H00036,Sunningdale Park Civil Service College Silwood Road Ascot Berkshire SL5 0LS,-0.638624,51.40042,,4,owned by a public authority,,,,,http://publicaccess.rbwm.gov.uk/online-applications/,150,150,150,,,19/01/2018,19/01/2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/windsor-and-maidenhead,,H00037a,Land at ICL Silwood Campus - Zone A Imperial College Silwood Park Buckhurst Road Ascot,-0.643268,51.407218,,3,owned by a public authority,,REC,,,http://publicaccess.rbwm.gov.uk/online-applications/,5,5,5,,,19/01/2018,19/01/2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/windsor-and-maidenhead,,H00037b,Land at ICL Silwood Campus - Zone B Imperial College Silwood Park Buckhurst Road Ascot,-0.641429,51.408609,,3,owned by a public authority,,REC,,,http://publicaccess.rbwm.gov.uk/online-applications/,5,5,5,,,19/01/2018,19/01/2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/windsor-and-maidenhead,,H00040,"Land west of St George's Lane, including Shorts Recycling, Ascot",-0.669618,51.407853,,6,not owned by a public authority,,,,,http://publicaccess.rbwm.gov.uk/online-applications/,35,35,35,,,19/01/2018,19/01/2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/windsor-and-maidenhead,,H00066,Boyn Valley Rd/Kings Grove Industrial Area,-0.730007,51.517767,,4,not owned by a public authority,,,,,http://publicaccess.rbwm.gov.uk/online-applications/,40,40,40,,,19/01/2018,19/01/2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/windsor-and-maidenhead,,H00066a,Boyn Valley Rd/Kings Grove Industrial Area,-0.728959,51.518151,,1,not owned by a public authority,,REC,,,http://publicaccess.rbwm.gov.uk/online-applications/,40,40,40,,,19/01/2018,19/01/2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/windsor-and-maidenhead,,H00069,"Straight Works, Straight Road, Old Windsor",-0.577697,51.457966,,1,not owned by a public authority,,REC,,,http://publicaccess.rbwm.gov.uk/online-applications/,13,13,13,,,19/01/2018,19/01/2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/windsor-and-maidenhead,,H00070,"OW NP site: 95 Straight Road, Old Windsor",-0.575994,51.455787,,0,not owned by a public authority,,,,,http://publicaccess.rbwm.gov.uk/online-applications/,8,8,8,,,19/01/2018,19/01/2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/windsor-and-maidenhead,,H00077,Gas Holder Station Whyteladyes Lane Cookham Maidenhead,-0.730165,51.553035,,1,not owned by a public authority,,REC,,,http://publicaccess.rbwm.gov.uk/online-applications/,35,35,35,,,19/01/2018,19/01/2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/windsor-and-maidenhead,,H00080,St Cloud's Gate,-0.718551,51.52542,,3,owned by a public authority,,REC,,,http://publicaccess.rbwm.gov.uk/online-applications/,400,400,400,,,19/01/2018,19/01/2018,,,
