address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,combined-authority,company,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,latitude,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,longitude,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,script,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,timestamp,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,DevelopmentDescription,SiteInformation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR008,"""Former Worsley Inn, High Stret, Wroxall, PO38 3HB""",-1.223373,50.615762,https://www.iwight.com/brownfieldlandregister,0.31,not owned by a public authority,,not permissioned,,,,5,5,5,,,22/12/2017,22/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR026,"""Former Somerton Reservoir, Newport Road, Cowes, PO31 7ER""",-1.303079,50.750485,https://www.iwight.com/brownfieldlandregister,1.89,not owned by a public authority,,not permissioned,,,,5,5,5,,,22/12/2017,22/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR038a,"""9-11 George Street, Ryde, PO33 2EB""",-1.160125,50.732115,https://www.iwight.com/brownfieldlandregister,0.09,not owned by a public authority,,not permissioned,,,,5,5,5,,,22/12/2017,22/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR038b,"""6-8 Georges Street, Ryde, PO33 2EB""",-1.159589,50.732021,https://www.iwight.com/brownfieldlandregister,0.03,not owned by a public authority,,not permissioned,,,,5,5,5,,,22/12/2017,22/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR047,"""SPA site, Shanklin Esplanade""",-1.17284,50.629561,https://www.iwight.com/brownfieldlandregister,0.37,owned by a public authority,,not permissioned,,,,5,5,5,,,22/12/2017,22/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR050,"""23, Carter Street, Sandown, PO36 8DG""",-1.153344,50.657865,https://www.iwight.com/brownfieldlandregister,0.19,not owned by a public authority,,not permissioned,,,,5,5,5,,,22/12/2017,22/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR053,"""Car sales area, Havenstreet Garage, Main Road, Havenstreet, PO33 4DR""",-1.209424,50.708395,https://www.iwight.com/brownfieldlandregister,0.28,not owned by a public authority,,not permissioned,,,,5,5,5,,,22/12/2017,22/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR073,"""Cheeks Farm, Merstone Lane, Merstone, Newport, PO30 3DE""",-1.25409,50.664786,https://www.iwight.com/brownfieldlandregister,0.6,not owned by a public authority,,not permissioned,,,,5,5,5,,,22/12/2017,22/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR080,"""Berkeley Court Hotel, 2 Culver Road, Shanklin, PO376ER""",-1.174076,50.634875,https://www.iwight.com/brownfieldlandregister,0.17,not owned by a public authority,,permissioned,full planning permission,2016-04-07,,9,9,9,yes,"""Permission was for 14, 5 have been built to date. P/01675/10&P/01194/12& P/00164/16""",22/12/2017,22/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR081,"""Site of Former Rozelle Hotel, 22 Atherley Road, Shanklin, PO377AT""",-1.17865,50.633721,https://www.iwight.com/brownfieldlandregister,0.08,not owned by a public authority,,permissioned,full planning permission,2015-09-03,,1,1,1,yes,"""P/00689/15""",22/12/2017,22/12/2017,,,
