OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0035,,,,,,,,,,,,37,37,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0056,,,,,,,,,,,,18,18,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0195,,,,,,,,,,,,17,17,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0253,,,,,,,,,,,,23,23,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0018,,,,,,,,,,,,8,8,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0287,,,,,,,,,,,,14,14,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0322,,,,,,,,,,,,69,69,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0075,,,,,,,,,,,,21,21,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0309,,,,,,,,,,,,18,18,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0012A,,,,,,,,,,,,22,22,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0064A,,,,,,,,,,,,9,9,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0046,,,,,,,,,,,,41,41,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0355,,,,,,,,,,,,18,18,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0356,,,,,,,,,,,,20,20,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0002,,,,,,,,,,,,2000,2000,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0237,,,,,,,,,,,,17,17,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0200,,,,,,,,,,,,372,372,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0074,,,,,,,,,,,,11,11,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0348,,,,,,,,,,,,11,11,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0187,,,,,,,,,,,,20,20,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0131,,,,,,,,,,,,310,310,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0135,,,,,,,,,,,,163,163,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0126,,,,,,,,,,,,395,395,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0078,,,,,,,,,,,,61,61,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0128,,,,,,,,,,,,60,60,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0031,,,,,,,,,,,,15,15,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0310,,,,,,,,,,,,10,10,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0362,,,,,,,,,,,,31,31,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0360,,,,,,,,,,,,325,325,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0171,,,,,,,,,,,,103,103,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0343,,,,,,,,,,,,9,9,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0001A,,,,,,,,,,,,162,162,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0354,,,,,,,,,,,,8,8,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0249,,,,,,,,,,,,12,12,,,,2020-06-25,
http://opendatacommunities.org/id/metropolitan-district-council/wigan,SHLAA0181,,,,,,,,,,,,15,15,,,,2020-06-25,
