address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,,,,"1 Malvern Road, Dover",,,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR238-17.pdf,0.12,,,,,,,,,,,Not Started,18/12/2017,18/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"Site rear of 162 Folkestone Road, Vale View Road, Dover, CT17 9NP",,,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR240-17.pdf,0.1,,,,,,,,,,,Not Started,18/12/2017,18/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"Land off Ark Lane, Deal",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.35,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"Land at 191 and Forge Bungalow, London Road, Temple Ewell",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.19,,,,,,,,,,,Under Construction,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"Land adjoining Mill Field, New Street, Ash, CT3 2BD",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.36,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"65 Folkestone Road, Dover, CT17 9RZ",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.06,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"Land south of New Dover Road, Capel-le-Ferne",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,3,,,,,,,,,,,Under construction,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"Land on the West side of Albert Road, Deal, CT14 9RB",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,4.7,,,,,,,,,,,Not started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"Protea House, Waterloo Crescent, Dover, CT17 9BW",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.06,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"Bellrose Hotel 18-19, East Cliff, Dover",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.0511,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"Ryder House, 115-116 London Road, Dover",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.132,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"Anchor Works, West Street, Deal",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.0605,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"Three Tuns, The Street, Staple",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.4822,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"Railway Hotel, 85 Station Road, Walmer",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.12,,,,,,,,,,,Under Construction,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"3 Market Square, Dover, CT16 1LZ",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.016,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"Snelgrove House, Harold Street, Dover",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.31,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"Dublin Man of War PH, Lower Road, River",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.3,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"Land at North Barrack Site, (East Section) Trafalgar Drive",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.68,,,,,,,,,,,Under Construction,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"The Qube, St Radigunds Road, Dover",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.38,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"50 & 51 Biggin Street, Dover",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.0212,,,,,,,,,,,Under Construction,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"2-9 Cambridge Terrace, Dover",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.10985,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"Delfbridge, 10 Dover Road, Sandwich",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.4838,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"1 & 2 Alphege Road, Dover",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.65,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"Plough Filling Station, Folkestone Road, Dover",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.27,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
,,,,,,,,,,,,,,,,,,,,,,"Part of Wingham Court, Hawarden Place, Canterbury Road, Wingham",,,https://www.dover.gov.uk/Planning/Planning-Policy-and-Regeneration/Regeneration-and-Development-Opportunities/Brownfield-Register.aspx,0.97,,,,,,,,,,,Not Started,30/11/2018,30/11/2018,,,
