OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,,BR01,"High Road Broxbourne, Broxbourne, EN10 7DD",206552,536407,,6.093,owned by a public authority,,permissioned,,,,,,,,", Broxbourne School",,,
,,BR02,"Park Lane Paradise, Cheshunt, EN7 6TD",204508,534405,,2.238,not owned by a public authority,,permissioned,,,,,,,,", Cheshunt Park Farm",,,
,,BR03,"Rosedale Way, Cheshunt, Waltham Cross, Hertfordshire, EN7 6HR",203476,534121,,0.5224,owned by a public authority,,permissioned,,,,,,,,", Fourfields",,,
,,BR04,"6 Windmill Lane, Cheshunt, EN8 9AA",202240,535975,,0.158,owned by a public authority,,permissioned,,,,,,,,", Wolsey Hall",,,
,,BR05,"Delamare Road, Cheshunt",202608,536438,,12.46,not owned by a public authority,,not permissioned,,,,,,,,", Cheshunt Lakeside",,,
,,BR06,"Bishops College, Churchgate, Cheshunt, EN8 9XG",202298,535071,,1.911,owned by a public authority,,not permissioned,,,,,,,,", Broxbourne Borough Council Offices and Car Park",,,
,,BR07,"Theobalds Lane, Cheshunt, Hertfordshire, EN8 8RU",201320,535468,,5.304,owned by a public authority,,not permissioned,,,,,,,,", Cheshunt Football Club",,,
,,BR08,"577-579 Goffs Lane, Goffs Oak, EN7 5HJ",202822,532558,,1.883,not owned by a public authority,,not permissioned,,,,,,,,", South of Goffs Lane",,,
,,BR09,"104 Cuffley Hill, Goffs Oak, EN7 5EY",203039,531644,,1.208,not owned by a public authority,,not permissioned,,,,,,,,", CG Edwards",,,
,,BR10,"Rye Road, Hoddesdon, EN11",209883,538466,,0.5787,not owned by a public authority,,not permissioned,,,,,,,,", Turnford Surfacing Site",,,
,,BR11,"Lord Street, Hoddesdon, EN11 8NL",208799,536569,,0.3019,not owned by a public authority,,not permissioned,,,,,,,,", Rosehill Bowls Club",,,
,,BR12,"Essex Road, Hoddesdon, EN11 0BX",537900,209072,,0.908,not owned by a public authority,,permissioned,,,,,,,,", Oaklands Yard",,,
,,BR13,"Amwell Street, Hoddesdon, EN11 8TS",209055,537282,,0.3858,not owned by a public authority,,not permissioned,,,,,,,,", 19 Amwell Street and Scania House",,,
,,BR14,"Police Station, High Street, Hoddesdon, EN11 8BJ",208119,537178,,0.321,owned by a public authority,,not permissioned,,,,,,,,", Former Hoddesdon Police Station",,,
,,BR15,"16 Westfield Road, Hoddesdon, EN11 8QX",209251,536765,,1.272,,,not permissioned,,,,,,,,", Westfield Primary School",,,
,,BR16,Waltham Cross,200627,536013,,2.641,not owned by a public authority,,not permissioned,,,,,,,,", Northern High Street/Land Off Sturlas Way",,,
,,BR17,"High Street, Waltham Cross, EN8 7BG",201043,535894,,0.3539,owned by a public authority,,not permissioned,,,,,,,,", Theobalds Grove Station Cark Park",,,
,,BR18,"High Road, Turnford, EN10  6DB",536408,204797,,0.504,not owned by a public authority,,permissioned,,,,,,,,", New River Arms",,,
,,BR19,"74 High Road, Wormley, EN10 6DU",536481,205313,,0.076,not owned by a public authority,,permissioned,,,,,,,,", 74 High Road",,,
,,BR20,"56-58 Turners Hill, Cheshunt, EN8 9BD",535937,202117,,0.061,not owned by a public authority,,permissioned,,,,,,,,", 56-58 Turners Hill",,,
,,BR21,"110 Turners Hill, Cheshunt, EN8 9BN",535975,202139,,0.077,not owned by a public authority,,permissioned,,,,,,,,", 110 Turners Hill",,,
,,BR22,"210A Windmill Lane, Cheshunt, EN8 9AF",536616,202323,,0.022,not owned by a public authority,,permissioned,,,,,,,,", The Windmill",,,
,,BR23,"134 Crossbrook Street, Cheshunt, EN8 8JH",535953,201662,,0.042,not owned by a public authority,,permissioned,,,,,,,,", 134 Crossbrook Street",,,
,,BR24,"90 Ware Road, Hoddesdon, EN11 9ET",209693,537160,,0.148,not owned by a public authority,,permissioned,,,,,,,,", The Coach House",,,
,,BR25,"Rear of 40 Park Lane, Waltham Cross, EN8 8BE",200522,535837,,0.26,not owned by a public authority,,permissioned,,,,,,,,", Rear of 40 Park Lane",,,
,,BR26,"75-81 High Street, Waltham Cross, EN8 7AF",200249,536058,,0.076,not owned by a public authority,,permissioned,,,,,,,,", 75-81 High Street",,,
,,BR27,"Fitzpatrick Contractors Ltd, Woollens Brook, Hertford Road, Hoddesdon, EN11 9BX",209837,535809,,1.532,not owned by a public authority,,permissioned,,,,,,,,", Volker Fitzpatrick",,,
,,BR28,"St Laurence Drive, Wormley, EN10 6LH",536509,205817,,0.384,,,permissioned,,,,,,,,", Former Wormley Primary",,,
,,BR29,"Trust Road, Waltham Cross, EN8 7HF",200393,536486,,0.095,not owned by a public authority,,permissioned,,,,,,,,", Wellington House",,,
,,BR30,"Cameron Drive, EN8 8BN",535591,200076,,0.06,not owned by a public authority,,permissioned,,,,,,,,", Former Rivers Education Centre",,,
,,BR31,"Cameron Drive, EN8 8BN",535591,200108,,0.03,not owned by a public authority,,permissioned,,,,,,,,", Former Rivers Education Centre Car Park",,,
