address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,,,,Townlands Hospital York Road HENLEY-ON-THAMES RG9 2EB,475747,182795,,2.39569,not owned by a public authority,,permissioned,,,,97,,,,"The amended scheme (P15/S2956/FUL) results in an additional assisted unit, therefore the proposal includes a 64 bed care home, 34 assisted living units and 12 key worker apartments which totals 110 units overall. However, a care home (Use Class C2) is calculated as 80% of the total (therefore 0.8*64=51). Therefore the overall capacity is 46+51=97.",2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,Didcot A,451174,191220,,9.7,not owned by a public authority,,pending decision,,,,280,,,,Minimum net dwellings is based on the planning application(P15/S1880/O) as it has a resolution to grant permission. Only the dwellings within South Oxfordshire have been included in the total.,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Woodcote NDP Site 16: Former Reservoir site, Greenmore",464704,181342,,0.008996,not owned by a public authority,,permissioned,,,,20,,,,Partially Brownfield site. Forms part of a larger site overall.,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Woodcote NDP Site 02: Woodcote Garden Centre, Reading Road",464903,182152,,0.06,not owned by a public authority,,permissioned,,,,9,,,,Partially Brownfield site. Forms part of a larger site overall.,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,JHHNDP Site U: Wilkins Yard Deanfield Avenue HENLEY-ON-THAMES Oxon RG9 1UE,475799,182380,,0.148094,not owned by a public authority,,permissioned,,,,23,,,,Partially Brownfield site. Forms part of a larger site overall.,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Atalanta Garage, Beggars bush Hill, Benson  OX10 6PL",463953,190162,,0.33,not owned by a public authority,,permissioned,,,,6,,,,,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"40 Oakley Road, Chinnor, Oxon, OX39 4ES",475084,200556,,0.1819485,not owned by a public authority,,permissioned,,,,20,,,,The minimum number of net dwellings is 20 as it is based on both a prior approval and a permission. The prior approval relates to the change of use of the building to 14 apartments (P16/S4085/PDO) and the permission relates to the conversion of the roof into six flats (P16/S4117/FUL). The two schemes can both be built out on the site.,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Bloom Buildings, West End, Cholsey, OX10 9LR",458080,185924,,0.68,not owned by a public authority,,permissioned,,,,5,,,,,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Northfield House, 11 Northfield End, HENLEY-ON-THAMES, RG9 2JG",476024,182995,,0.097588,not owned by a public authority,,permissioned,,,,6,,,,,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,The Mill at Sonning (Theatre) Ltd Sonning Eye  RG4 6TY,475388,175784,,0.5252466,not owned by a public authority,,permissioned,,,,5,,,,Partially Brownfield site. Forms part of a larger site overall.,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"The Walled Garden, Badgemore Park Golf Club, Badgemore, RG9 4NR",474686,183181,,0.5,not owned by a public authority,,permissioned,,,,5,,,,,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Innovex House, 309 Reading Road, HENLEY-ON-THAMES, RG9 1EL",476705,181580,,0.1749233,not owned by a public authority,,permissioned,,,,30,,,,The minimum number of net dwellings is 30 as it is based on both a prior approval and a permission. The prior approval relates to the change of use of the building to 23 apartments (P16/S3796/PDO) and the permission relates to the conversion of the roof into six flats (P17/S1355/FUL). Both of these schemes can be built out on the site.,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Girdler House, Quebec Road, Henley on Thames, RG9 1EY",476438,181922,,0.05,not owned by a public authority,,permissioned,,,,5,,,,,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"291 Reading Road, HENLEY-ON-THAMES, RG9 1EL",476662,181665,,0.100794,not owned by a public authority,,permissioned,,,,5,,,,,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Oxford Brookes University Campus, Wheatley",460200,206017,,7.68951,not owned by a public authority,,not permissioned,,,,300,,,,Partially Brownfield site. Forms part of a larger site overall. Mininum number of net dwellings is based on the capacity calculated in the SHELAA (Autumn 2017),2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Vanalloys Business Park, Stoke Row (3)",468159,183937,,0.994896,not owned by a public authority,,not permissioned,,,,25,,,,Mininum number of net dwellings is based on the capacity calculated in the SHELAA,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Land to the rear of Thames Court, Goring",459973,180837,,0.330166,not owned by a public authority,,not permissioned,,,,8,,,,Mininum number of net dwellings is based on the capacity calculated in the SHELAA,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Land to the north of Fane Drive, Berinsfield (3)",457420,196735,,0.461048,not owned by a public authority,,not permissioned,,,,12,,,,Large majority of site is Brownfield. Mininum number of net dwellings is based on the capacity calculated in the SHELAA,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Land north of B4526, Cray's Pond",464692,180119,,0.185939,not owned by a public authority,,not permissioned,,,,7,,,,Large majority of site is Brownfield. Mininum number of net dwellings is based on the capacity calculated in the SHELAA,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,Didcot Gateway,452553,190420,,4.34124,mixed ownership,,pending decision,,,,300,,,,Minimum net dwellings is based on the planning application (P15/S2159/O ) as it has a resolution to grant permission.,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Thames Valley Police Station, Thame",470664,206131,,0.323025,not owned by a public authority,,pending decision,,,,8,,,,Minimum net dwellings is based on the capacity calculated in the SHELAA rather than the planning application as there is an appeal pending on the application.,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Vauxhall Barracks, Didcot",451752,190695,,8.25156,not owned by a public authority,,not permissioned,,,,300,,,,Mininum number of net dwellings is based on the capacity calculated in the SHELAA.,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"CABI, Mongewell",461193,188265,,1.61674,not owned by a public authority,,permissioned,,,,91,,,,Partially Brownfield site. Forms part of a larger site overall.,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"DAF, Thame",471943,205199,,3.75597,not owned by a public authority,,permissioned,,,,97,,,,Large majority of site is Brownfield. The minimum number of net dwellings is based on the capacity calculated on the SHELAA (97) rather than the prior approval (45). This is because the prior approval only relates to the conversion of the building and not the overall site where there is potential for a higher capacity.,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Dovehouse Farm, Cuddesdon (1)",460176,203077,,1.17024,not owned by a public authority,,permissioned,,,,8,,,,Large majority of site is Brownfield,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Goodsons Industrial Mews, Thame",471004,205743,,1.01294,not owned by a public authority,,permissioned,,,,29,,,,,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Stuart Turner, Greys Road, Henley-on-Thames",475961,182464,,0.750543,not owned by a public authority,,not permissioned,,,,42,,,,Mininum number of net dwellings is based on the capacity calculated in the SHELAA,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"The Workshop, Newtown Road, Henley-on-Thames",476845,181640,,0.345439,not owned by a public authority,,permissioned,,,,64,,,,Large majority of site is Brownfield. Minimum net dwellings for a care home (Use Class C2) is calculated as 80% of the total (therefore 0.8*80=64),2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"13-16 St Martins Street, Wallingford",460640,189262,,0.319733,not owned by a public authority,,permissioned,,,,22,,,,,2017-12-22,,,,
,,,,,,,,,,,,,,,,,,,,,,"Sydney Harrison, House Mill Road, Lower Shiplake",477654,179518,,0.428543,not owned by a public authority,,permissioned,,,,16,,,,,2017-12-22,,,,
