address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"14 Bath Road And Land To Rear Of 12-24 Bath Road, Old Town",415440.02,183816.7627,,0.13,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Abbey Stadium, Lady Lane, Swindon (Residual)",414559.7153,189764.5153,,6.4,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Land At Clevedon House, 29 Woodland View, Wroughton",414404.6894,180379.1375,,0.6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Land At Nursery Close, Wroughton, Swindon",415315.5446,185114.8144,,0.08,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"3-5 Lagos Street, Swindon, SN1 2BU",414405.6822,188793.9649,,0.12,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,44 Victoria RoadOld TownSwindonSN1 3AY,412626.9609,184816.897,,0.01,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Abbeymeads Medical Practice, Elstree Way, Abbey Meads, Swindon",412811.9327,184583.1546,,0.19,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"The Quadrant, Stonehill Green, Swindon",413913.624,190088.4813,,0.62,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Minerva House, Delta 800, Welton Road, Westlea, Swindon",416993.4521,187711.9714,,0.42,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Land At Abbey Farm, Tadpole Lane Blunsdon St. Andrew Swindon",419518.0399,187653.8776,,0.076,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Former Hertz Rent A Car, Hyde Road, Stratton St Margaret, Swindon",415636.7056,183486.3796,,0.23,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,South Marston Hotel And Spa Old Vicarage LaneSouth Marston Swindon SN3 4SH,417335.1832,186169.6589,,2.49,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"28 & 29 Newport Street, Old Town, Swindon",416276.8028,182457.0526,,0.02,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Selina House 192 Oxford Road, Stratton St Margaret, Swindon, SN3 4HA",414963.9851,181150.9475,,0.153,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Union Square, Swindon",414346.7546,180400.7738,,10.18,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Land At Marlborough Park, Swindon",415015.4462,190287.3806,,15.3,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Former Garage & Land, Phillips Lane, Old Town, Swindon, SN1 4BH",424882.772,183808.3654,,0.19,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Land Adjacent To Berkley Farm House, Swindon Road, Wroughton, Swindon, SN4 9AQ",418498.8822,186309.9384,,0.287,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Former Haskins Garage, High Street, Wroughton, Swindon",414891.8813,184233.8645,,0.18,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Land At Holdcroft, Broad Bush, Blunsdon, Swindon",414832.2983,180675.4313,,3.32,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Land at Alresco Childcare, Newtown Lare, Bishopstone, SN6 8PW",415544.5678,186815.0698,,0.26,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Land at 5 Wanborough Road, Stratton St Margaret, Swindon",413625.8714,184559.0612,,0.48,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"The Former Cycle Club, 33 Dixon Street, Swindon",418871.3746,187599.6005,,0.03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Land Adjacent to Co-operative Convenience Store, Moormead Road, Wroughton, Swindon",415301.8753,183937.7701,,0.07,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"409 - 411 Cricklade Road, Swindon, SN2 1AQ",413851.4103,185209.8017,,0.13,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"98 Redcliffe Street, Swindon, SN2 2BZ",416586.1141,185740.5126,,0.04,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,Crown Timber Site Unit A Thornhill Industrial Estate South Marston Swindon,415145.4466,185107.5854,,2.1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"Bus Depot Eastcott Road, Old Town, SwindonSN1 3LS",415163.6729,184484.4224,,0.63,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,Morris Street Club 20-22 Morris Street Rodbourne Swindon SN2 2HU,415498.6062,184120.2407,,0.04,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,Coachbuilders House Stratton Road Stratton St Margaret Swindon,415578.2349,183822.0639,,0.23,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,175 - 176 Manchester Road Swindon SN1 1TU,419003.9459,184081.8686,,0.18,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/swindon,,,"2 Temple Chambers Temple Street, Swindon, SN1 1SQ",412105.9923,185605.3087,,0.01,,,,,,,,,,,,,,,,
