address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,26,"239 Salts Road, West Walton",549181,313159,,0.96,not owned by a public authority,Unknown,permissioned,,,,,,26,,12/00294/RMM - Reserved Matters Application - Construction of 26 dwellings,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,27,"Whittington Mill, Whittington, Northwold",571609,299200,,0.47,not owned by a public authority,Unknown,permissioned,,,,,,23,,2/02/1752/CU - Conversion of former Mill and associated buildings to form 14 No residential units and construction of 8 No terraced house. 16/01590/F Variation of condition 9 of planning permission 2/02/1752/CU - Conversion of former Mill and associated buildings to form 14 No residential units and construction of 8 No terraced houses: To amend previously approved drawings to 9 units in Mill.,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,28,"Broomsthorpe Hall, Rudham Road, East Rudham",584934,328424,,1.23,not owned by a public authority,Unknown,permissioned,,,,,,6,,13/00514/F - Conversion of redundant agricultural buildings to 6 residential dwellings. 16/00810/F Variation of condition 9 of planning permission 13/00514/F to allow for amended design to units 1 and 2.,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,29,"Robert Hill Row, Lynn Road, Gayton",572351,319441,,0.35,not owned by a public authority,Unknown,permissioned,,,,,,6,,15/00499/F - Construction of access road and 6 houses (amended design on Plot 2) 13/00823/F - Construction of access road and 6 houses on former garage site,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,30,"72 - 76 Lynn Road, Grimston",571530,322653,,0.18,not owned by a public authority,Unknown,permissioned,,,,,,7,,16/00612/F - Proposed residential development. 18/00792/F Variation of condition 2 of planning permission 17/00716/F: To amend previously approved drawings to alter plot 5 from 2 bed to 3 bed dwelling.,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,31,"Former Highways Depot, Station Road, Hillington",5712126,325270,,0.75,not owned by a public authority,Unknown,permissioned,,,,,,6,,16/01691/RM - Reserved Matters Application: Erection of 6 detached dwellings and wildlife area,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,32,"18 - 22 Le Strange Terrace, Hunstanton",567251,340793,,0.12,not owned by a public authority,Unknown,permissioned,,,,,,5,,16/02184/F - Conversion of upper floors into 5 residential dwellings,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,33,"C H S Amusements Ltd, Beach Terrace Road, Hunstanton",567127,340648,,0.15,not owned by a public authority,Unknown,permissioned,,,,,,7,,15/02040/F -First floor extension to create 7 self-contained apartments and alterations to shop front,06/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,34,"Land To The East Of 33 Cresswell Street, King's Lynn",562188,320861,,0.26,not owned by a public authority,Unknown,permissioned,,,,,,6,,14/01823/F - Construction of six dwellings and access drive,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,35,"Tower Place, King's Lynn",561913,319771,,0.07,not owned by a public authority,Unknown,permissioned,,,,,,5,,16/00450/F - Construction of 5 dwellings following demolition of existing buildings,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,36,"Glendevon Hotel, 49 - 51 Railway Road, King's Lynn",562137,320174,,0.26,not owned by a public authority,Unknown,permissioned,,,,,,6,,16/01586/F - Conversion into 6 town houses and demolition of outbuildings to the rear,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,37,"Waverly Warehouse Oslers Yard, Norfolk Street, King's Lynn",562206,320287,,0.71,not owned by a public authority,Unknown,permissioned,,,,,,7,,16/00342/F - Construction of four dwellings and conversion of barn to three dwellings and completion of previously approved (partial) demolition,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,38,"18 - 20 Railway Road, King's Lynn",562104,320135,,0.34,not owned by a public authority,Unknown,permissioned,,,,,,10,,15/01699/F - Proposed re-development to provide 8 dwellings and 2 commercial units following demolition of the existing,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,39,"6 Norfolk Street, King's Lynn",561802,320163,,0.35,not owned by a public authority,Unknown,permissioned,,,,,,8,,15/02089/F - Conversion and extension of existing buildings to form 4 no. apartments and 4 no town houses. 17/00572/F Variation of condition 2 of planning permission 15/02089/F (Conversion and extension of existing building to form 4no. apartments and 4no. town houses): To amend previously approved drawings.,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,40,"Land Off Priory Road, North Wootton",564588,324195,,0.25,not owned by a public authority,Unknown,permissioned,,,,,,9,,16/00987/F - Demolition of 4 existing residential properties and development of the site to provide 9 residential units with associated landscaping and highways works.17/01966/F VARIATION OF CONDITION 2 OF PLANNING PERMISSION 16/00987/F: Demolition of 4 existing residential properties and development of the site to provide 9 residential units with associated landscaping and highways works.,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,41,"Rosan Motors, 30 Common Road, Snettisham",567699,333911,,0.44,not owned by a public authority,Unknown,permissioned,,,,,,8,,"16/00263/F - Demolition of former lorry depot building including clearance of site (currently being used for motor maintenance, repairs and car sales) and redevelopment for 8 No chalet dwellings and garages",16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,42,"21 Sutton Road, Walpole Cross Keys",552245,319847,,0.68,not owned by a public authority,Unknown,permissioned,,,,,,10,,16/02166/OM - Outline Application : Residential development of 10 dwellings,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,43,"Land South of 85 Stow Road, Stow Road, Wiggenhall St Mary Magdalen",559682,310535,,0.25,not owned by a public authority,Unknown,permissioned,,,,,,9,,16/00158/O - OUTLINE APPLICATION ALL MATTERS RESERVED: 9 Dwellings. 18/00844/F Variation of condition 15 of planning permission 16/00158/O - OUTLINE APPLICATION ALL MATTERS RESERVED: 9 Dwellings: To vary the condition to remove limit on GIFA.,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,44,"47 - 49 Bridge Street, Downham Market",560880,303173,,0.88,not owned by a public authority,Unknown,permissioned,,,,,,6,,16/01723/F - Construction of 6 dwellings. 17/01971/F Variation of Condition 2 of planning permission 16/01723/F to amend the approved drawings.,16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,45,"1 King Street, King's Lynn",561602,320055,,0.44,not owned by a public authority,Unknown,permissioned,,,,,,3,,"16/02189/F - Alterations to offices, conversion in part of building to dwellings and construction of three dwellings within yard area Variation of condition 2 of PP 16/02189/F: Alteration to offices, conversion in part of building to dwelings and construction of three dwellings within yard area",16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,46,"The Nar Ouse Regeneration Area (NORA), Wisbech Road, King's Lynn",562170,318495,,44.62,owned by a public authority,Unknown,permissioned,,,,,,50,,"2/01/0671/O - Site for mixed uses(residential/localctre(retailcommunity school)open space/employment(B1B2B8)incl A1A2A3(Sth Gates) new road/pedestrian/cycle rtes) in accord with drwg KLN002/05 04/00737/F - Variation of conditions A1 and A2 of outline planning permission 2/01/0671 to extend the period by which work should commence and to allow work to commence on Phase One independently 05/01101/RM - Construction of 195 dwellings, associated roads and infrastructure (Phase 1 Millenium Village) 05/00691/OM - Outline application: Mixed use development comprising housing, live/work units, employment office, business, light industry and warehouse uses, leisure, retail, health, education and community facilities together with the provision of car parking, strategic landscaping, strategic highway and other associated infrastructure 09/00519/RM - A cycleway bridge to replace existing bridge over the River Nar linking Nar Ouse Way to Wisbech Road. A utilities/cycleway bridge over the River Nar linking Nar Ouse Way to Morston Drift 09/02035/RMM - Reserved Matters Application - First phase of proposed new enterprise centre, comprising managed office workspace, medical centre, meeting rooms, live/work housing units, and associated parking, vehicular and pedestrian movement, landscaped and service areas 09/02010/F - Outline application: Mixed use development - Variation of condition 5 and removal of condition 7 of planning permission 05/00691/OM 11/00406/RMM - Reserved Matters Application - Mixed Use Development 11/01106/RMM - Reserved Matters Application - Construction of 18 dwellings 11/01991/RM - RESERVED MATTERS FOR PUBLIC HOUSE: Mixed use development - Variation of condition 5 and removal of condition 7 of planning permission 05/00691/OM 11/01992/RM - RESERVED MATTERS: Mixed use development - Variation of condition 5 and removal of condition 7 of planning permission 05/00691/OM 12/01210/RMM - Reserved Matters Application: construction of 54 dwellings (Phase 1) 12/00414/RMM - Reserved Matters Application: Construction of 56 dwellings 13/01377/F - To allow for phased development of area and plot substitutions on plots 12-14, 16 and 19-23 14/00997/RMM - Reserved Matters Application: construction of 126 dwellings, associated roads, parking and open space at Phase 3 14/01199/RMM - RESERVED MATTERS APPLICATION: Phase 2 of development, construction of 59 dwellings 16/00324/F - Removal of Condition 2 attached to Planning Permission 14/01199/RMM 16/01310/F - Variation of condition 9 of planning permission 16/00324/F for the omission of one dwelling (Plot 177), and allocation to plot 176 as private garden 16/00863/RMM - Reserved Matters Application: construction of 50 dwellings",16/11/2017,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,47,Long Meadow Fring Road Great Bircham,576781,332517,,0.7225,owned by a public authority,Unknown,permissioned,,,,,,12,,17/01390/FM - Proposed demolition of existing dwelling and construction of 12 residential dwellings,08/10/2018,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,48,Skippers Piece Main Road Brancaster,577813,343933,,0.3045,not owned by a public authority,Unknown,permissioned,,,,,,5,,18/00156/F - Demolition of existing dwelling and construction of 5 residential dwellings,08/10/2018,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,49,Hayward Revive Norfolk Barn Brancaster Road Docking,576868,337962,,0.35,not owned by a public authority,Unknown,permissioned,,,,,,7,,"18/00545/RM - Reserved Matters Application: Approval of the scale, appearance and landscaping for the construction of 7 dwellings, proposed access, car parking and demolition of existing buildings,15/01941/O - Outline Application: Construction of 7 dwellings, proposed access, car parking and demolition of existing buildings",08/10/2018,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,50,9 Station Road Heacham,567847,337736,,0.175,not owned by a public authority,Unknown,permissioned,,,,,,8,,18/00194/RM - Reserved Matters Application: Proposed residential development of 8no. new dwellings following removal of existing garage/workshop 17/01784/O - Outline Application: Proposed residential development of 8no. new dwellings following removal of existing garage/workshop,08/10/2018,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,51,85 Gayton Road King's Lynn,564107,320486,,0.33,not owned by a public authority,Unknown,permissioned,,,,,,6,,17/02374/RM - RESERVED MATTERS: Construction of 6 dwellings following demolition of existing outbuildings 15/02031/O - Outline Application: construction of 6 dwellings following demolition of existing outbuildings,08/10/2018,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,52,"""Wood Hall Woodhall Road Hilgay Downham Market Norfolk PE38 0JY""",562941,297481,,0.45,not owned by a public authority,Unknown,permissioned,,,,,,8,,https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=PMLS24IV09K00,17/12/2019,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,53,The Pastures 6 Choseley Road Thornham Norfolk PE36 6ND,573877,343247,,0.55,not owned by a public authority,Unknown,permissioned,,,,,,9,,https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=PX4DRDIVIUV00,17/12/2019,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,54,"""Long Lane Farm 30 Long Lane Feltwell Thetford Norfolk IP26 4BJ""",571081,290636,,0.57,not owned by a public authority,Unknown,permissioned,,,,,,19,,18/01320/OM | Outline Application: Residential development for a maximum of 19 dwellings following demolition of existing,17/12/2019,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,55,"""Strikes 1 - 5 Lynn Road Gaywood King's Lynn Norfolk PE30 4PR",563167,320562,,0.51,not owned by a public authority,Unknown,permissioned,,,,,,10,,"18/01564/OM OUTLINE APPLICATION SOME MATTERS RESERVED: Redevelopment of 10 dwellings with car parking and landscaping, a block of B1 industrial units with car parking and landscaping and amenity space",17/12/2019,17/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/district-council/west-norfolk,,56,"""Clover Social Club Low Road Wretton King's Lynn Norfolk PE33 9QN""",569350,299759,,0.61,not owned by a public authority,Unknown,permissioned,,,,,,8,,19/00118/RM | Reserved matters application for the construction of 8 dwellings,17/12/2019,17/12/2019,,,
