address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,,,,"102-104 Fore Street (1st, 2nd and 3rd floors only)",-3.53389,50.72131,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.07,,,,,,,,,,,"Planning consent has been implemented, but work is on hold.",,,,,
,,,,,,,,,,,,,,,,,,,,,,"130 Fore Street (1st, upper 1st, 2nd and 3rd floors only)",-3.53519,50.72009,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.03,,,,,,,,,,,"Planning consent has been implemented, but work is on hold.",,,,,
,,,,,,,,,,,,,,,,,,,,,,"1-6 North Street, 182-183, 185 and 186 Fore Street (1st, 2nd, 3rd, 4th and 5th floors only)",-3.47811,50.72162,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.08,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"The Courtyard, 48 New North Road",-3.52812,50.72697,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.15,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Exeter Royal Academy for Deaf Education, Topsham Road",-3.52338,50.71616,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,3.58,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Former Exwick Middle School, Higher Exwick Hill",-3.55459,50.7299,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,1.25,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Former Foxhayes Infant School, Gloucester Road",-3.5524,50.72813,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.8,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Land r/o 94-106 Thornpark Rise,-3.4888,50.72504,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.34,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"9a North Street (1st, 2nd and 3rd floors only)",-3.53341,50.72282,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.04,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,35-37 Sidwell Street and land r/o 32-34 Sidwell Street (1st and 2nd floors only),-3.52442,50.72713,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.08,,,,,,,,,,,,,,,,
