address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-022,York Barbican Paragon Street,460848,451211,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.96,not owned by a public authority,,permissioned,,,,187,,,,13/02135/FULM,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-013,Garage Court Site at Challoner Road,457993,449082,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.12,owned by a public authority,,permissioned,,,,8,,,,14/01191/FUL,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-014,1-12 Kensal Rise,460937,450731,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.15,not owned by a public authority,,permissioned,,,,6,,,,14/01857/FUL,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-023,Del Monte Skelton Park Trading Estate Skelton,456799,455860,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2.29,not owned by a public authority,,permissioned,,,,60,,,,14/01478/OUTM,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-018,G1 Newbury Avenue,457830,450303,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.28,owned by a public authority,,permissioned,,,,9,,,,14/01517/GRG3,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-025,"Hungate Development Site (Blocks D, F, G & H)",460784,451839,https://www.york.gov.uk/downloads/download/4172/brownfield_register,4.1,not owned by a public authority,,permissioned,,,,683,,,,15/01709/OUTM,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-003,Car Parking Area Holgate Road,459499,451253,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.03,not owned by a public authority,,permissioned,,,,6,,,,15/02295/FUL,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-007,Colin Hicks Motors Garage & Yard to R/O 33 Bootham,460061,452367,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.05,not owned by a public authority,,permissioned,,,,9,,,,15/02762/FUL,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-009,26-30 Swinegate,460384,451954,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.06,not owned by a public authority,,permissioned,,,,8,,,,16/01532/FUL,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/york,City of York Council,BR-001,Mack & Lawler Builders Ltd 2a Low Ousegate,460245,451681,https://www.york.gov.uk/downloads/download/4172/brownfield_register,0.02,not owned by a public authority,,permissioned,,,,8,,,,16/02710/ORC,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,,
