address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,,,,"Land Rear Church And Dwight, 
Caesars Way, Folkestone, Kent",620287,137503,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Land Adjoining Fairlight Terrace, 
Lydd Road, New Romney, Kent, TN28 8HE",605876,124771,,0.425 hectares,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"11 Littlestone Road, 
Littlestone, 
Kent, TN28 8LN",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Two Bells Inn , 58 Canterbury Road, 
Folkestone, Kent, CT19 5NJ",623125,136868,,0.05 hectares,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Charlier House, 8 - 12 Stade Street, 
Hythe, Kent, CT21 6BE",615998,134549,,0.13 hectares,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"12-14 Princess Street, 
Folkestone, Kent, CT19 6EB",,,,0.03 hectares,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"The Leas Club, The Leas, 
Folkestone, Kent, CT19 2DP",622622,135710,,0.25 hectares,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"72 Cheriton High Street,
 Folkestone,
 Kent,
 CT19 4HF",,,,0.158 hectares,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"52 - 54 Guildhall Street, 
Folkestone, Kent, CT20 1EE",,,,0.035 hectares,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Folkestone Constitutional Club, 
43-45 Guildhall Street, Folkestone, Kent CT20 1EF",622715,136132,,0.034 hectares,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"116 Cheriton Road, Folkestone,
Kent, CT19 5HQ",621847,136377,,0.08 hectares,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Squirrels, Cannongate Road, Hythe, 
Kent, CT21 5PT",616830,135137,,0.125 hectares,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"Shakespeare Centre, 145-147 Sandgate Road, 
Folkestone, Kent, CT20 2DA",,,,0.05 hectares,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"The Paddocks, 13 Prospect Road, Hythe, Kent, CT21 5NN
(Land Adjoining The Paddocks Car Park, Prospect Road, Hythe, Kent)",616240,134686,,0.08 hectares,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"124 Sandgate High Street, Sandgate, 
Folkestone, Kent, CT20 3BZ",,,,0.016 hectares,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"58 - 60 & 62 Shorncliffe Road, Folkestone, 
Kent, CT20 2NQ",620957,135937,,0.24 hectares,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"12 Jointon Road, Folkestone, Kent, 
CT20 2RG",621825,135910,,0.26 hectares,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"5 Trinity Crescent,
 Folkestone,
 Kent,
 CT20 2ES",621952,135513,,0.147 hectares,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"East Station Goods Yard, Southern Way, 
Folkestone, Kent",623411,136694,,1.25 hectares,,,,,,,,,,,,,,,,
