address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR001,"""1a Wellington Avenue, Sidcup""",546243,174451,http://www.bexley.gov.uk/sites/bexley-cms/files/2017-12/1a-Wellington-Avenue-Sidcup_0.pdf,0.02,not owned by a public authority,,permissioned,,,,5,,,,15/00999/FUL,2017-12-07,2017-12-07,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR002,"""1st Floor, 234-236 Broadway, Bexleyheath""",548592,175371,http://www.bexley.gov.uk/sites/bexley-cms/files/2017-12/1st-floor-118-and-120-Welling-High-Street-Welling_0.pdf,0.02,not owned by a public authority,,permissioned,,,,5,,,,14/01611/PRIOR,2017-12-07,2017-12-07,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR003,"""The Former Pop In Parlour, Cornelia Place, Erith""",551467,177816,http://www.bexley.gov.uk/sites/bexley-cms/files/2017-12/The-former-Pop-in-Parlour-Cornelia-Place-Erith_0.pdf,0.03,not owned by a public authority,,permissioned,,,,5,,,,16/01807/FUL,2017-12-07,2017-12-07,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR004,"""Ground Floor, 76 & 78 Crayford High Street, Crayford""",551402,174966,http://www.bexley.gov.uk/sites/bexley-cms/files/2017-12/Ground-floor-76-and-78-Crayford-High-Street-Crayford_0.pdf,0.03,not owned by a public authority,,permissioned,,,,5,,,,17/00781/PRIOR,2017-12-07,2017-12-07,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR005,"""Land to the rear of, 89 Sidcup High Street, Sidcup""",546189,171834,http://www.bexley.gov.uk/sites/bexley-cms/files/2017-12/Land-to-the-rear-of-89-Sidcup-High-Street-Sidcup_0.pdf,0.05,not owned by a public authority,,permissioned,,,,5,,,,09/01442/FUL01,2017-12-07,2017-12-07,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR006,"""61-63 Lion Road, Bexleyheath""",548510,175203,http://www.bexley.gov.uk/sites/bexley-cms/files/2017-12/61-to-63-Lion-Road-Bexleyheath_0.pdf,0.05,not owned by a public authority,,permissioned,,,,5,,,,15/02772/FUL,2017-12-07,2017-12-07,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR008,"""41 Halfway Street, Sidcup""",545963,172991,http://www.bexley.gov.uk/sites/bexley-cms/files/2017-12/41-Halfway-Street-Sidcup_0.pdf,0.06,not owned by a public authority,,permissioned,,,,5,,,,16/00689/FUL,2017-12-07,2017-12-07,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR011,"""17 Perry Street, Crayford""",551584,175979,http://www.bexley.gov.uk/sites/bexley-cms/files/2017-12/17-Perry-Street-Crayford_0.pdf,0.08,not owned by a public authority,,permissioned,,,,5,,,,16/01991/FUL,2017-12-07,2017-12-07,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR012,"""33 Station Road, Sidcup""",546166,172093,http://www.bexley.gov.uk/sites/bexley-cms/files/2017-12/33-Station-Road-Sidcup_0.pdf,0.10,not owned by a public authority,,permissioned,,,,5,,,,16/01910/FUL,2017-12-07,2017-12-07,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/bexley,London Borough of Bexley,BLR013,"""48 Iron Mill Lane, Crayford""",551604,175109,http://www.bexley.gov.uk/sites/bexley-cms/files/2017-12/48-Iron-Mill-Lane-Crayford_0.pdf,0.17,not owned by a public authority,,permissioned,,,,5,,,,16/00602/FUL,2017-12-07,2017-12-07,,,
