address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/teignbridge,,BFR001,"Glendaragh, Barn Park Road, Teignmouth TQ14 8PN",73277,294282,www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=01%2f03478%2fCOU,0.26,not owned by a public authority,,permissioned,,,,,,15,,Part of this site was started in 2002,01/11/2017,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/teignbridge,,BFR002,"Rosemary Avenue, Newton Abbot TQ12 1SB",71739,284837,www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=05%2f04278%2fFUL,0.12,not owned by a public authority,,permissioned,,,,,,6,,Groundworks commenced keeping this live,01/11/2017,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/teignbridge,,BFR003,"Platway House, Torquay Road, Shaldon TQ14 0AU",72171,292935,www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=08%2f01449%2fMAJ,0.47,not owned by a public authority,,permissioned,,,,,,9,,started,01/11/2017,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/teignbridge,,BFR004,"Shapters Yard, Strand Hill, Dawlish EX7 9PS",76779,296243,www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=12%2f01811%2fFUL,0.04,not owned by a public authority,,permissioned,,,,,,9,,completed,01/11/2017,16/03/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/teignbridge,,BFR005,"Former Wolborough Hospital, Old Totnes Road, Newton Abbot TQ12 6AA",70226,285183,www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=13%2f01497%2fMAJ,1.14,not owned by a public authority,,permissioned,,,,,,15,,started,01/11/2017,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/teignbridge,,BFR006,"Holcombe Hall, Holcombe Drive, Dawlish  EX7 0JW",74777,295684,www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=13%2f02517%2fFUL,0.73,not owned by a public authority,,permissioned,,,,,,7,,completed,01/11/2017,28/08/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/teignbridge,,BFR007,"14 Barton Villas, Dawlish EX7 9QJ",76614,295546,www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=13%2f03658%2fFUL,0.04,not owned by a public authority,,permissioned,,,,,,5,,started,01/11/2017,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/teignbridge,,BFR008,"22 - 26 Wolborough Street, Newton Abbot TQ12 1JJ",71200,285743,www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=17%2f02715%2fMAJ,0.18,not owned by a public authority,,permissioned,,,,,,38,,started,01/11/2017,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/teignbridge,,BFR009,"Clay Lane, Teignmouth TQ14 8FW",73004,293729,www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f01918%2fMAJ,0.08,not owned by a public authority,,permissioned,,,,,,21,,2 phase scheme part 1 completed in 2009 - this phase started,01/11/2017,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/teignbridge,,BFR010,"land at Ilford Park, Stover, Newton Abbot TQ12 6PW",74738,282740,www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f02580%2fMAJ,26.45,not owned by a public authority,,permissioned,,,,,,23,,,01/11/2017,,,,
