address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,AD/022,"Church Street/Main Street, Addingham",408400.7829,449470.9614,,0.24,owned by a public authority,,not permissioned,,,,7,,10,,The site is likely to be brought to the market in the near future,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,BA/026,"Baildon Golf Clubhouse, Moorgate, Baildon",415224.4858,440020.2239,,0.17,not owned by a public authority,,permissioned,,,,5,,0,,,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,BA/029,"The Little Blue Orange, Otley Road, Baildon",416766.4963,439577.157,,0.23,unknown ownership,,permissioned,,,,14,,0,,An application for full demolition and new development of 10 units is pending,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,BA/030,"Baildon Mills, Northgate, Baildon",415404.3644,439799.7295,,0.65,not owned by a public authority,,permissioned,,,,56,,0,,,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,BI/001,"Victoria Street, Bingley",411005.6668,438856.2093,,0.87,mixed ownership,,not permissioned,,,,40,,78,,All buildings now appear empty and the former magistrates court is for sale under Grimley GVA. The site is suitable for residential and/or mixed uses,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,BI/003,"Whitley Street, Bingley",410895.8299,439236.0467,,0.71,unknown ownership,,not permissioned,,,,33,,64,,Site with expired permission for redevelopment and conversion. The owners intentions are not currently known and some of the buildings are in use for small business. The site is suitable for residential/mixed use as part of a redevelopment of the area,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,BI/006,"Keighley Road, Crossflatts",409970.6932,440812.2346,,0.74,not owned by a public authority,,pending decision,,,,20,,27,,"An application is pending for 13 units on part of the site. The site constraints mean it is developable for residential use, but limited by trees and flood risk.",01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,BI/021,"Gilstead Water works. Warren Lane, Eldwick",411911.3086,439391.9313,,4.49,not owned by a public authority,,not permissioned,,,,138,,169,,Site currently in use as water works. The owner has indicated that the site will be available when the site is no longer required.,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,BI/038,"Marley Court, Crossflatts",409903.4335,441135.6994,,0.3,owned by a public authority,,not permissioned,,,,12,,15,,Cleared site with expired permission. The owners intentions current intentions are not known,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,BI/040,"Whitley Street, Bingley",410945.7178,439303.8334,,0.5,unknown ownership,,not permissioned,,,,23,,45,,Buildings with residential potential which could be redeveloped for residential development. The buildings lie in a mixed area where residential conversion and new build has already taken place but are partly in current use for business.,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,BU/011,"Greenholme Mills, Great Pasture Lane, Burley in Wharfedale",416786.9648,446811.1572,,2.89,not owned by a public authority,,permissioned,,,,89,,0,,,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,BU/016,"Burley House, Main Street, Burley in Wharfedale",417039.3812,446103.0844,,0.83,not owned by a public authority,,permissioned,,,,13,,0,,Details submitted and approved in February 2017,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,CC/001,"Fulton Street/Tetley Street/ Sunbridge Road, City Centre",415979.8574,433070.0581,,0.51,not owned by a public authority,,not permissioned,,,,100,,100,,Planning permission has now expired. The site is identified in the City Centre AAP (ref V1.7) as a site suitable for residential development with a minumum 100 homes,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,CC/003,"Hamm Strasse/ Grammar School Street, City Centre",416161.887,433573.9383,,0.51,not owned by a public authority,,pending decision,,,,100,,100,,The City Centre AAP  (ref M/1.1)  as a site suiatble for residential development with a minimum capacity of 100 units. An application is pending for a 182 unit apartment block,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,CC/007,"Beehive Mills, Thornton Road, City Centre",415678.9104,433079.6665,,1.05,mixed ownership,,not permissioned,,,,220,,220,,Cleared site which had permission for mixed use development but this has expired. Owner intentions at present are unknown but the site is identified in the city centre AAP as having potential for around 220 units. AAP ref V/1.6,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,CC/014,"Pipers House 28 Manor Row, City Centre",416242.6729,433475.8649,,0.03,not owned by a public authority,,permissioned,,,,7,,0,,,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,CC/018,"Stott Hill West/Bolton Road Junction, City Centre",416681.0394,433367.7715,,0.3,unknown ownership,,not permissioned,,,,30,,75,,The site is identified for residential development in the City centre AAP alongside CC/096 for 100 units. CC/096 has outline permission for 77. This site can accommodate at least 30,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,CC/020,"Sun Street, City Centre",416798.3998,433567.0387,,1.11,owned by a public authority,,not permissioned,,,,200,,200,,"Linear, sloping grassy bank with some trees alongside the A650. The site is identified in the City Centre AAP (ref CH/1.4) as a site suitable for residential development with a capacity of 200 units",01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,CC/022,"Midland Mills, Cape Street, City Centre",416472.2794,433809.1457,,0.95,not owned by a public authority,,not permissioned,,,,200,,200,,Land and buildings with expired permissions and identified in the city centre AAP ref CH/1.13 as a site suitable for residential redevelopment with a minimum 200 unit target. There has been some recent interest in the site,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,CC/023,"Conditioning House, Old Canal Road, City Centre",416458.9672,433916.2162,,0.52,not owned by a public authority,,pending decision,,,,100,,100,,Listed building which a developer has acquired with a pending application submitted in August 2017 for conversion to apartments. The site is identified in the city centre AAP ref CH/1.12 as a site for residential use with a minimum target of 100 units.,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,CC/024,"Thornton Road Car Park/ Water Lane, City Centre",415537.6331,433222.2629,,1.66,mixed ownership,,not permissioned,,,,400,,400,,Unsurfaced level car park and adjacent car wash. The site is a former gas work site  but is identified as suitable for residential/mixed use in the city centre AAP (ref V/1.2) with a minimum 400 units,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,CC/025,"179 Sunbridge Road, City Centre",415682.8976,433263.2001,,0.27,not owned by a public authority,,not permissioned,,,,27,,67,,Permission has expired despite details being approved in November 2016. There are no records to suggest that development has started prior to the expiry of the permission,01/11/2017,01/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/metropolitan-district-council/bradford,City of Bradford Metropolitan District Council,CC/026,"122 Sunbridge Road, City Centre",415987.2945,433178.8665,,0.27,unknown ownership,,not permissioned,,,,75,,75,,Cleared vacant site and pub on the corner.  Owner intentions are not presently known but the site is identified in the City Centre AAP (ref M/1.5) as having potential for around 75 units,01/11/2017,01/11/2017,,,
