address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/01,Trafalgar House  Trafalgar Street,447859,129503,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.06,not owned by a public authority,,permissioned,,,,26,,,,,2017-12-01,2019-11-28,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/02,Regency House 2 - 4 Southgate Street Winchester Hampshire SO23 9EF,447927,129480,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.03,not owned by a public authority,,permissioned,,,,8,,,,,2017-12-01,2019-11-28,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/03,9-11  High Street,448324,129380,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.08,not owned by a public authority,,permissioned,,,,7,,,,,2017-12-01,2019-11-28,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/04,"Brymor House & Ocean House Parklands Business Park, Forest Rd",465505,111111,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.5,not owned by a public authority,,permissioned,,,,24,,,,,2017-12-01,2019-11-28,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/05,"Gentian House,  Moorside Road, Winchester",449303,130615,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.14,not owned by a public authority,,permissioned,,,,8,,,,,2018-12-01,2019-11-28,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/06,"Kings School House , Sarum Road, Winchester",446408,129238,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.40,not owned by a public authority,,permissioned,,,,29,,,,,2018-12-01,2019-11-28,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/07,"Dance Academy, 21 St Pauls Hill, Winchester",447515,129935,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.11,not owned by a public authority,,permissioned,,,,8,,,,,2018-12-01,2019-11-28,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/08,"WCI Technology House, Parklands Business Park, Forest Road, Denmead",465533,111064,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.15,not owned by a public authority,,permissioned,,,,8,,,,,2018-12-01,2019-11-28,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/09,Primayer House Parklands Business Park Forest Road,465580,111021,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.26,not owned by a public authority,,permissioned,,,,6,,,,,2019-11-28,2019-11-28,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/10,The Old Parsonage Care Home  Main Road,446073,123295,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.32,not owned by a public authority,,permissioned,,,,16,,,,,2019-11-28,2019-11-28,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/11,Kings School House Sarum Road,446408,129238,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.40,not owned by a public authority,,permissioned,,,,33,,,,,2019-11-28,2019-11-28,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/12,"Kings Worthy House & Kingsworthy Court, Court Road",,,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,1.29,owned by a public authority,,not permissioned,,,,31,,,,,2018-12-01,2019-11-28,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/13,"Boat Club, Domum Road",,,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.12,not owned by a public authority,,not permissioned,,,,5,,,,,2018-12-01,2019-11-28,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/14,Land at Garfield Road,,,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.68,not owned by a public authority,,not permissioned,,,,31,,,,,2019-11-28,2019-11-28,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/15,"The Former Captain Barnard public house , Otterbourne Road",,,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.48,not owned by a public authority,,not permissioned,,,,25,,,,,2019-11-28,2019-11-28,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/16,"Cornerways and Merrydale, Church Lane, Kings Worthy",,,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,1.27,not owned by a public authority,,not permissioned,,,,14,,,,,2019-11-28,2019-11-28,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR19/17,The Masters Lodge St Cross Road,,,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.38,not owned by a public authority,,not permissioned,,,,12,,,,,2019-11-28,2019-11-28,,,
