address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/01,Trafalgar House  Trafalgar Street,447859,129503,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.06,not owned by a public authority,,permissioned,,,,26,,,,,2017-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/02,Co-Operative Group Ember House Moorside Road,449296,130616,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.11,not owned by a public authority,,permissioned,,,,12,,,,,2017-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/03,15 Chilbolton Avenue,446425,129524,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.5,not owned by a public authority,,permissioned,,,,5,,,,,2017-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/04,Garage Court  Bailey Close,446518,128740,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.06,owned by a public authority,,permissioned,,,,5,,,,,2017-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/05,"Winchester Snooker Centre, Radley House 8 St Cross Road",447817,129124,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.09,not owned by a public authority,,permissioned,,,,6,,,,,2017-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/06,Regency House 2 - 4 Southgate Street Winchester Hampshire SO23 9EF,447927,129480,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.03,not owned by a public authority,,permissioned,,,,8,,,,,2017-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/07,9-11  High Street,448324,129380,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.08,not owned by a public authority,,permissioned,,,,7,,,,,2017-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/08,11-16 Garage Block Mitford Road,458006,132014,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.35,owned by a public authority,,permissioned,,,,8,,,,,2017-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/09,"Brymor House & Ocean House Parklands Business Park, Forest Rd",465505,111111,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.5,not owned by a public authority,,permissioned,,,,24,,,,,2017-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/10,Hill House Rest Home  High Street Shirrell Heath,457240,114326,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.31,not owned by a public authority,,permissioned,,,,7,,,,,2017-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/11,"Huxley UK Ltd   The Dean, New Alresford",458428,132784,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.63,not owned by a public authority,,permissioned,,,,45,,,,,2017-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/12,"St Thomas More Catholic Church, Stoney Lane, Winchester",446801,130839,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.14,not owned by a public authority,,permissioned,,,,7,,,,,2018-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/13,"Gentian House,  Moorside Road, Winchester",449303,130615,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.14,not owned by a public authority,,permissioned,,,,8,,,,,2018-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/14,"Kings School House , Sarum Road, Winchester",446408,129238,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.40,not owned by a public authority,,permissioned,,,,29,,,,,2018-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/15,"Dance Academy, 21 St Pauls Hill, Winchester",447515,129935,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.11,not owned by a public authority,,permissioned,,,,8,,,,,2018-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/16,"Police House,  Station Road",458850,132536,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.11,not owned by a public authority,,permissioned,,,,10,,,,,2018-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/17,"WCI Technology House, Parklands Business Park, Forest Road, Denmead",465533,111064,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.15,not owned by a public authority,,permissioned,,,,8,,,,,2018-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/18,"Jhansi Farm, Clewers Lane, Waltham Chase",456102,115805,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,0.19,not owned by a public authority,,permissioned,,,,5,,,,,2018-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/19,"Kings Worthy House & Kingsworthy Court, Court Road",,,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,,,,not permissioned,,,,31,,,,,2018-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/20,"The Grove, Hinton Fields",,,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,,,,not permissioned,,,,10,,,,,2018-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/21,"Boat Club, Domum Road",,,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,,,,not permissioned,,,,5,,,,,2018-12-01,2018-12-01,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/22,Clayfield Park,,,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,,,,not permissioned,,,,53,,,,,,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/23,Morgan?s Yard,,,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,,,,not permissioned,,,,100,,,,,,,,,
