address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,TIPNER WEST,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,6.56,,,Not permissioned,,,,650,,,,Part of City Deal,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,TIPNER FIRING RANGE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,15.46,,,Not permissioned,,,,600,,,,Part of City Deal,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,LAND OFF AND BETWEEN M275 SOUTH OF TIPNER LAKE INCLUDING GREYHOUND STADIUM TWYFORD AVENUE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,11.29,,,Permissioned,,,,600,,,,,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,"PORT SOLENT, HMS EXCELLENT",,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,25.34,,,Not permissioned,,,,500,,,,"The site has considerable contaminated land issues through industrial use of the land, landfill and land reclamation. Therefore, before any development can take place the council will need to be satisfied that an  appropriate scheme for remediation of the site is in place to deal with the historic land contamination.",2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,"EUROPA HOUSE, HAVANT STREET",,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.26,,,Permissioned,,,,200,,,,Subject to conditions,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,TRAFALGAR WHARF,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,3.23,,,Pending decision,,,,160,,,,"The site has considerable contaminated land issues. Therefore, before any development can take place the council will need to be satisfied that thorough investigation of the site has taken place and an appropriate scheme for remediation of the site is in place to deal with the historic land contamination.",2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,DRAYTON DAIRY,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2.52,,,Permissioned,,,,100,,,,Resolution to grant permission subject to S106.,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,QINETIQ - FRASER BATTERY,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,5.45,,,Not permissioned,,,,130,,,,,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,QUEENS HOTEL,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.84,,,Permissioned,,,,30,,,,Subject to conditions,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,THE ROYAL BEACH HOTEL (EAST WING)  ST HELENS PARADE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.11,,,Permissioned,,,,40,,,,,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,140-142 KINGSTON ROAD (BINGO HALL),,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.07,,,Permissioned,,,,10,,,,,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,GARAGES AT EXMOUTH ROAD,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.11,,,Permissioned,,,,8,,,,,2018-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,"FORMER AQUATICS CENTRE, 201 HIGHLAND ROAD AND 197 AND LAND AT REAR",,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.25,,,Permissioned,,,,7,,,,,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,LAND SOUTH OF MARINA KEEP,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.19,,,Not permissioned,,,,15,,,,"Promoted through SHLAA call for sites. The site has considerable contaminated land issues. The site has considerable contaminated land issues. Therefore, before any development can take place the council will need to be satisfied that thorough investigation of the site has taken place and an appropriate scheme for remediation of the site is in place to deal with the historic land contamination.",2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,NORTH END KWIKSAVE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.17,,,Not permissioned,,,,10,,,,,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,108 - 112  ELM GROVE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.04,,,Permissioned,,,,15,,,,,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,251 - 253  NEW ROAD (GOSPORT METAL TREATMENT),,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.06,,,Permissioned,,,,8,,,,,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,WIGHTLINK CAR PARK,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.35,,,Not permissioned,,,,60,,,,"Promoted through SHLAA call for sites. The site has considerable contaminated land issues. Therefore, before any development can take place the council will need to be satisfied that thorough investigation of the site has taken place and an appropriate scheme for remediation of the site is in place to deal with the historic land contamination.",2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,PORTSMOUTH MAIL CENTRE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.50,,,Not permissioned,,,,150,,,,Promoted through SHLAA call for sites,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,BRUNEL HOUSE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.27,,,Permissioned,,,,150,,,,,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,EAST LODGE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,1.18,,,Permissioned,,,,50,,,,,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,THE NEWS CENTRE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2.54,,,Not permissioned,,,,100,,,,,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,ST JAMES HOSPITAL,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,33.13,,,Not permissioned,,,,444,,,,Promoted through SHLAA call for sites,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,UNITY HALL AND DEAF CENTRE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.20,,,Permissioned,,,,70,,,,,2017-12-18,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,75 LONDON ROAD,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.31,,,Permissioned,,,,6,,,,,2018-12-12,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,"COSHAM DELIVERY OFFICE, NORTHERN ROAD",,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.09,,,Permissioned,,,,6,,,,,2018-12-12,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,ROYAL MARINE MUSEUM,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.16,,,Not permissioned,,,,20,,,,,2018-12-12,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,"THE INVINCIBLE, WICKHAM STREET",,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.03,,,Pending decision,,,,40,,,,,2018-12-12,2018-12-12,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/doc/unitary-authority/portsmouth,Portsmouth City Council,,"POLICE STATION, KINGSTON CRESCENT",,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.12,,,Not permissioned,,,,40,,,,,2018-12-12,2018-12-12,,,
