address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,,194,"""Etwell House and former coach, Station Approach""",162140,522541,,0.19,not owned by a public authority,,not permissioned,,,,,,10,,,09/11/2017,10/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,,535,"""Former Police and Ambulance Station, Church Street""",160650,521185,,0.37,not owned by a public authority,,pending decision,,,,,,33,,"Submitted application, pending decision for 60 extra care apartments (the 33 units yield is derived from the Housing Delivery Test Measurement Rule Book). Site forms part of the Emergency Services Site allocation in the Area Action Plan – Plan E",12/11/2019,10/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,,565,"""The Wells Centre, Spa Drive""",160088,519159,,0.32,owned by a public authority,,pending decision,,,,,,23,,"Submitted application, pending decision for 23 units.",04/12/2019,10/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,,893,"""57 Salisbury Road, Worcester Park""",165036,521203,,0.27,not owned by a public authority,,pending decision,,,,,,13,,"Submitted application, pending decision for 15 units. Site already has approval for 13 units.",06/11/2019,10/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,,1317,"""Maplins, 42 High Street, Epsom""",160859,520924,,0.3,not owned by a public authority,,pending decision,,,,,,9,,"Submitted application, pending decision for 9 units on upper floors.",11/12/2019,10/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,,329,"""King's Arms Public House, East Street""",161331,521457,,0.14,not owned by a public authority,,permissioned,,,,,,21,,Site developed,13/11/2017,10/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,,600,"""Lower Mill, Kingston Road""",163218,521751,,0.55,not owned by a public authority,,permissioned,,,,,,29,,Site developed,04/12/2018,10/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,,602,"""Haddad House, 91 East Street""",161335,521418,,0.05,not owned by a public authority,,permissioned,,,,,,5,,Site developed,04/12/2018,10/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,,20,"""Epsom Baptist Church, Church Street""",160788,521113,,0.23,not owned by a public authority,,,,,,,,41,,Owner has not confirmed site is available,28/11/2017,10/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,,21,"""Rail Land, Mill Road""",161111,521544,,0.46,not owned by a public authority,,,,,,,,31,,Owner has not confirmed site is available,08/11/2017,10/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,,148,"""United Reformed Church, Church Street""",160696,521237,,0.14,not owned by a public authority,,,,,,,,10,,Owner has not confirmed site is available,15/11/2017,10/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,,601,"""Spread Eagle Shopping Centre, High Street""",160765,520848,,0.18,not owned by a public authority,,,,,,,,35,,Owner has not confirmed site is available,04/12/2018,10/12/2019,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,,603,"""Aviary Court, 138 Miles Road""",161452,520878,,0.07,not owned by a public authority,,,,,,,,8,,Owner has not confirmed site is available,04/12/2018,10/12/2019,,,
