address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0005,"''Beaconsfield Garden Centre, London Road, Beaconsfield''",493562.26,189817.8739,http://www.southbucks.gov.uk/planning/brownfieldregister,2.5,not owned by a public authority,,permissioned,,,,9,,9,,,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0032,"''Land North of M40 & South of Hedgerley Lane, including Harrias House''",495002.87,189499.0932,http://www.southbucks.gov.uk/planning/brownfieldregister,4.9,not owned by a public authority,,not permissioned,,,,5,,11,,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0034,"''73 High Street and Land to Rear, Burnham''",493094.1,182550.624,http://www.southbucks.gov.uk/planning/brownfieldregister,0.23,not owned by a public authority,,permissioned,,,,6,,6,,,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0043,"''Thorney Business Park, Thorney Lane South''",503397.29,180096.9394,http://www.southbucks.gov.uk/planning/brownfieldregister,42.95,not owned by a public authority,,not permissioned,,,,130,,320,,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0055,"''Wilton Park Land Parcel 1, Wilton Park''",495923.57,190323.3818,http://www.southbucks.gov.uk/planning/brownfieldregister,36.89,not owned by a public authority,,not permissioned,,,,350,,350,,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies and the Supplementary Planning Document guidance will apply to any future development proposals.,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0285,"''4a The Broadway, Farnham Common, ''",496070.95,184907.3685,http://www.southbucks.gov.uk/planning/brownfieldregister,0.03,not owned by a public authority,,not permissioned,,,,6,,8,,,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0320,"''Bulstrode, Oxford Road, Gerrards Cross, ''",498526.45,188344.1916,http://www.southbucks.gov.uk/planning/brownfieldregister,13.55,not owned by a public authority,,not permissioned,,,,8,,11,,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies and the Supplementary Planning Document guidance will apply to any future development proposals.,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0339,"''53 Huntercombe Lane, Burnham, ''",493048.05,181451.4913,http://www.southbucks.gov.uk/planning/brownfieldregister,0.08,not owned by a public authority,,not permissioned,,,,5,,10,,,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0387,"''77 Stomp Road, Burnham''",492939.3,181819.707,http://www.southbucks.gov.uk/planning/brownfieldregister,0.27,not owned by a public authority,,permissioned,,,,23,,23,,,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0391,"''Old Slade Farm, 41 Old Slade Lane, Iver''",503517.24,178728.6018,http://www.southbucks.gov.uk/planning/brownfieldregister,1.28,not owned by a public authority,,permissioned,,,,5,,5,,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies and the Supplementary Planning Document guidance will apply to any future development proposals.,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0418,"''Aston House, 62-68 Oak End Way, Gerrards Cross''",500583.36,188684.4768,http://www.southbucks.gov.uk/planning/brownfieldregister,0.12,not owned by a public authority,,permissioned,,,,32,,32,,,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0419,"''Land Rear of St. Johns Church, Victoria Road, Farnham Common''",496212.81,184804.8232,http://www.southbucks.gov.uk/planning/brownfieldregister,0.44,not owned by a public authority,,permissioned,,,,7,,7,,,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0421,"''River Court, 50 Oxford Road, New Denham''",504963.61,184923.8421,http://www.southbucks.gov.uk/planning/brownfieldregister,0.46,not owned by a public authority,,permissioned,,,,22,,22,,,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0428,"''Gerrards Cross Police Station, Oxford Road''",501707.86,187212.271,http://www.southbucks.gov.uk/planning/brownfieldregister,0.75,owned by a public authority,,permissioned,,,,34,,34,,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0443,"''Lillyfee Farm, Lillyfee Farm Lane''",492601.801,188449.4708,http://www.southbucks.gov.uk/planning/brownfieldregister,0.57,not owned by a public authority,,not permissioned,,,,8,,10,,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0444,"''Lockwoods Farm, Wooburn Common''",492297.7558,187743.014,http://www.southbucks.gov.uk/planning/brownfieldregister,0.26,not owned by a public authority,,not permissioned,,,,5,,6,,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0446,"''Tendercare Nurseries, Southlands Road''",503803.4467,186354.433,http://www.southbucks.gov.uk/planning/brownfieldregister,2.34,not owned by a public authority,,not permissioned,,,,20,,30,,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,08/12/2017,10/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0451,"""The Crown, Farnham Road""",496014.35,182945.989,http://www.southbucks.gov.uk/planning/brownfieldregister,0.14,not owned by a public authority,,permissioned,,,,5,,5,,,10/12/2018,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0452,"""Huntercombe Park (formerly Pfizer Pharmaceuticals)""",493281.798,180805.25,http://www.southbucks.gov.uk/planning/brownfieldregister,3.21,not owned by a public authority,,permissioned,,,,86,,86,,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,10/12/2018,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0453,"""Landrecies""",501471.986,187191.593,http://www.southbucks.gov.uk/planning/brownfieldregister,0.38,not owned by a public authority,,permissioned,,,,5,,5,,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,10/12/2018,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0454,"""Silchester Manor Day Nursery""",490568.187,181287.136,http://www.southbucks.gov.uk/planning/brownfieldregister,0.46,not owned by a public authority,,permissioned,,,,10,,10,,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,10/12/2018,,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-bucks,South Bucks District Council,SB0455,"""Brockhurst Park""",497168.634,184605.328,http://www.southbucks.gov.uk/planning/brownfieldregister,0.48,not owned by a public authority,,permissioned,,,,3,,3,,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,10/12/2018,,,,
