resource,row-count
89732ebd34c83b45da34ab219524890ca6e156d6b41af40693c0c38735dfb7d1,29
8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a,99
8afca3f4ae34571ef8d863e117980d9b3c6d034f125d0b13c32b24fff8c98f9f,26
8b55573bf8b7e8977921bdfe77fadeb45f50c3a62bc8b6cdee8a6847449ced2c,98
8b6d181e5a6fdea85a9c83c889d6a9b5a2d03218e20552c9658c8fd883876615,-1
8b7de81eef4d65a2129fc0e549b2f7987a16c9604192cafb92294ee26dcd75b2,97
8b9fc963cf61e498b12b16c5012993e87193bb824d7b26cb03beac8b3a0eaed0,34
8cd2737491d4098bc4d7bbdd2b9b2b82d7636a14a9f9ce807e0d0b2eadfff0d8,21
8d05d6a50bf15add3cf538fcad97c5999dbc14a35c59ce867043488ae20f69de,77
8d701ad64b94c5ae2bb52c131d620b419be57c51a787f56de715a4da7efd3e99,-1
8d715e359d619a441690271c6c9ceed9bc3f43e5a12a8d500b581a4de65c5465,-1
8eab343a5835b21daa422a75854b00362529e26559453979a807285a40e18e56,23
8ed1928d72d46e293eefc00199dd82e514e492b9583cb2d97d5970d0993227dd,-1
9185def17394394ea716e5558e3a113fe77bc48357c0b7fe00aeef42f505bb65,1
9205559f67e6e40585bafdb6cc892392f39b9434b29012e8985f4eb8561995be,28
9221d7f66c1977039ef688e102960b64447f0a72f548744b24f687f8e643b115,28
9289ea7c60c72a64f8af3577d6a46d60a00f9df533d443c13f788c8c1e1ed3d5,-1
93264a2648d3dbbf4a154681831e006fb7ee7bbec0a46a4970285f4a847950e0,38
93da33cb203fda2a6f2866049b6a239c50804cba68446d538fcbcf8f23bc93d2,89
93f7961f5e90ed8e26b632353221a0cc955a70fdbe3b0130c3d70ef03c5bb356,102
94136556187523fd3317532075e3676acfbb588aa3c4e937bd696c18c567a104,119
942442c1cc0dddfd08740a74feb6ca286d1afde55bb5e0d87ada268c0df4aca0,30
95cc961f89e833cadf8b883eeca8bf361fb9bbae7481d1e3dfc6199a8893df30,29
964617aa91b0152ff3e8a90e896df6b4ebc95c4add8a5f7bbcccc4151109d360,10
9745c8ea5cb4e2fb4b4a4f766509318bbd0b95bde236e04f0ad42bd232b5ba10,-1
976158acf44056dd98b7952d6af92dbc4216b64a04327c7ffc1980f69ebe27f2,-1
9779f5ee93a1a9339028a66ce2d59ff2c62bdfd04e3cfa1e0804423408ae1067,-1
97875b7df30743cbe4c12bfb94057e1ad74ab97edcfa7b311cc25ab6e0c0cc1a,-1
979b021ba8105394ce212b88afcde56d0ccecb81d3f785df763ad7167f248d21,15
9889f0273db6a79ccc162a6da6935788c27dd34b970875c51a204d1915da5cc3,-1
98ff862128f89160bc588a38e45573c88b1123c4e7190fa395054350215ac4c2,34
9910dd4103ad4bbffccde59fb625d80a09c83657cb0444afa08725ed48746097,-1
99277f40bbf66b9345b6862e86323950d313e250b8cc34a559457f311b8c3849,6
9933fb8af06079613a66d7f88426cc1f2ae344ee5154f739a12cc5111c676fb4,-1
9990c3f46b50c3f193e4e174fc0825cca1e81d54ac366c76bcd88b0735391dd0,57
99c287b6e9f0b59b835722a9119ad12a1d9f50b9d169665f9c3d9f860dfb08df,-1
9a3ad29f571004785999d4d310a16ee47c6e318c628ec504f3740c2a781f0a1a,-1
9a482681cd5cceb96153db3dde34c251ca999eb4870c73d84f8c197a968f3489,17
